hName,hGender,hClass,hOcc,hLoc,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOcc,bLocale,bActive,bID,bOMID,term,preg_mo,pL,pD,pF,pS,actTitle,actDate,actYear,ActDescription,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItemOMID,rights,actID,actTitle,actOMID,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentile Camilla,male,nobiles,,,1457–1482,cbd2a197-4c14-4ec5-a221-c536b73eae95,38719,Elena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,25,1457–1482,56ad18e7-da76-416a-83af-adc085d8481d,39127,Giovanni de Marini,male,nobiles,,,1457–1482,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,3,8,275,,,,"Tommaso Duracino, filza 24, series I, nr. 368",1482-08-07,1482,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 911,f8e745d3-fa92-47b2-b488-6662ee0e5a8b,39294,Archivio di stato di Genova,e50c4c24-4c90-47b5-a02e-459533532bd1,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Ittaliano,male,nobiles,,,1448–1473,c85239eb-2630-4e18-9290-34245e211672,38744,Maria,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,32,1441–1473,f5009e66-46be-4d3f-9eda-f6a6c4944501,39162,Giovanni de Marini,male,nobiles,,,1448–1473,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,6,5,200,,,,"Tommaso Duracino, filza 16, nr. 789",1473-11-03,1473,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 903,973522a8-adbf-495e-a7bf-ccc3085049b5,37843,Archivio di stato di Genova,45b2227e-9e2c-4daf-8656-445f8e4dc9f2,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolosia de Benigassio,female,mercantes,,,1445–1470,ea5d10fd-1ec3-403e-b50a-8b5b17c4e863,38771,Maddalena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,35,1435–1470,86f9af49-bf39-4a43-a66c-0478c9a99409,39202,Giovanni de Marini,male,nobiles,,,1445–1470,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,7,4,200,,,,"Tommaso Duracino, filza 13, series II, nr. 215",1470-09-19,1470,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 900,3f5c1349-0119-426c-851b-912e066cc9f1,37840,Archivio di stato di Genova,b96900d5-024f-4cf6-95a2-fd32bfac1876,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paolo Doria,male,nobiles,,,1454–1479,430cda2e-fd4b-414e-9356-b8970f25181e,38776,Melica,Mingrelian,ae0730fa-f010-46b4-b941-3d87217205e18,31554,female,25,1454–1479,f9383bbe-78ef-4ced-804e-3210b1b88f5e,39209,Giovanni de Marini,male,nobiles,,,1454–1479,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,,,220,,,,"Tommaso Duracino, filza 22, nr. 370 (formerly nr. 569)",1479-06-20,1479,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 909,537f9c84-03f6-4414-97b3-bde8270f47a0,37849,Archivio di stato di Genova,52136916-aa22-4139-b000-4572ee10f228,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paolo Giudice,male,mercantes,,,1449–1474,8695ec28-3526-4ba1-a51b-efa5d2c24c7d,38777,Melica,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,32,1442–1474,2825682b-3505-440f-aaf3-8620a3ffb39a,39210,Giovanni de Marini,male,nobiles,,,1449–1474,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,5,6,200,,,,"Tommaso Duracino, filza 17, nr. 284",1474-04-23,1474,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 904,3e8804eb-7476-4f4f-b6c6-6a040ba0611c,37844,Archivio di stato di Genova,a2ea7734-407a-4056-b71c-bfcc135dbe8a,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peretta Arbicone,female,,,,1452–1477,324c9db2-3931-438a-a40d-296d95084142,38779,Margherita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,32,1445–1477,b3b36868-34cd-4b63-9f9f-2862e1a5a88e,39214,Giovanni de Marini,male,nobiles,,,1452–1477,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,5,6,150,,,,"Tommaso Duracino, filza 20, nr. 407",1477-08-04,1477,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 907,2260d938-eb32-478e-a127-fac48683ed59,37847,Archivio di stato di Genova,3fed607d-ecd2-40c5-bbc1-b53c23e91547,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raffaele Cattaneo,male,nobiles,,,1444–1469,26117ef2-d9ba-4484-a71d-d327fff2bb06,38611,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,29,1440–1469,45904c5b-799c-4d3b-a778-b16545b981e6,39226,Giovanni de Marini,male,nobiles,,,1444–1469,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,4,7,200,,,,"Tommaso Duracino, filza 12, nr. 255",1469-05-18,1469,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 899,e05cff03-36ed-4c62-8db9-78fb1f54be1d,37839,Archivio di stato di Genova,6fe4ca8a-90ac-4f62-94e9-486932bf75af,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone de Ponte,male,artefices,,,1445–1470,f42e538e-d8d7-427d-846f-35de1ba39d07,38612,Anna,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,30,1440–1470,b24b8258-da27-41ef-8a7d-0db98aacbe31,39233,Giovanni de Marini,male,nobiles,,,1445–1470,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,5,6,200,,,,"Tommaso Duracino, filza 13, series II, nr. 407",1470-12-04,1470,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 900,3f5c1349-0119-426c-851b-912e066cc9f1,37840,Archivio di stato di Genova,435bca4c-80ab-4ac3-98e1-93a388de90a2,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobia Pinelli,male,nobiles,,,1446–1471,e5d9e907-2265-456a-8a16-688ccb1cf254,37482,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,28,1443–1471,3a0cfa78-07a6-4663-aed1-3c001093d23b,39247,Giovanni de Marini,male,nobiles,,,1446–1471,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,5,6,200,,,,"Tommaso Duracino, filza 14, series II, nr. 222",1471-09-27,1471,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 901,3106128b-3264-4863-b044-b24d19a8e72e,37841,Archivio di stato di Genova,10cd7623-b214-4216-852c-9d8e67274a91,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobietta Spinola,female,nobiles,,,1456–1481,ecc38f4e-c915-4dc2-b4ae-a8e027725554,38794,Melica,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,27,1454–1481,70580ed3-4107-4f37-833b-c110c0924e76,39248,Giovanni de Marini,male,nobiles,,,1456–1481,4953ab7e-40b5-41d5-ac0b-d4f8cddf4de1,25308,4,7,200,,,,"Tommaso Duracino, filza 23, series II, nr. 122",1481-03-05,1481,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 910,92178dce-9229-479d-8bcf-adf522cd5e8e,37850,Archivio di stato di Genova,c4df0718-ce17-438d-9527-45ae8320fabd,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damiano Spinacio,male,artefices,,,1449–1474,a4678913-268c-4930-bfd7-eed6c25628ac,38709,Caterina,Greek,a60cb7ee-a97d-42d1-b314-5fdc396b40f7,37490,female,25,1449–1474,c64476aa-648b-4ecf-b746-1533a2acf622,39103,Battista Spinola,male,nobiles,,,1449–1474,f3b19686-f72e-4be0-8bf5-8ee02dcda3ba,25620,5,6,200,,,,"Tommaso Duracino, filza 17, nr. 554",1474-08-28,1474,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 904,3e8804eb-7476-4f4f-b6c6-6a040ba0611c,37844,Archivio di stato di Genova,e392978c-8cdc-43ba-9f90-eb94d12a5b4a,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Maruffo,male,mercantes,,,1440–1465,c083f8da-2032-4420-ad63-83b0eb8ff1bb,38755,Margherita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,27,1438–1465,80200725-0290-4a47-8971-1b32d8416313,39180,Battista Spinola,male,nobiles,,,1440–1465,f3b19686-f72e-4be0-8bf5-8ee02dcda3ba,25620,4,7,180,,,,"Tommaso Duracino, filza 8, nr. 341",1465-06-27,1465,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 895,15625c91-55bf-493d-8d7e-8257de7905ed,37076,Archivio di stato di Genova,9662b121-12df-4ffd-af95-5f69dc078098,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martino de Petra,male,artefices,,27650,1443–1468,bff21e62-8d7e-49c9-91d1-99576a0e2a18,38764,Maria,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,20,1448–1468,f4f421e9-63c6-4516-8dc1-3bee5bd9b449,39191,Battista Spinola,male,nobiles,,,1443–1468,f3b19686-f72e-4be0-8bf5-8ee02dcda3ba,25620,2,9,200,,,,"Tommaso Duracino, filza 11, nr. 73",1468-01-23,1468,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 898,058e1333-2cf5-4e59-89b5-4660111dd77a,39293,Archivio di stato di Genova,b3a9375e-c3aa-4da3-bcf9-3643ee7cbde5,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pellegro de Poliasca,male,artefices,27778,27774,1459–1484,db05def3-69ca-48dc-b703-69a3b5677da2,27367,Margherita,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,18,1466–1484,1fbc0759-9e12-48db-89d5-5f580a499a08,39212,Battista Spinola,male,nobiles,,,1459–1484,f3b19686-f72e-4be0-8bf5-8ee02dcda3ba,25620,3,9,,100,,,"Tommaso Duracino, filza 25, series I, nr. 327",1484-07-29,1484,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 912,39c48376-ee91-4a27-91f5-204d9e21bad9,37851,Archivio di stato di Genova,f5a15410-baf3-4c43-831f-e906c5aa8719,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pietro Tommaso de Leonardo,male,artefices,26036,,1446–1471,cf408c59-d75b-4bf2-b0df-4926baf03c0e,38617,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,36,1435–1471,dbe9801d-5063-439c-b2ce-b928c83901e3,39222,Battista Spinola,male,nobiles,,,1446–1471,f3b19686-f72e-4be0-8bf5-8ee02dcda3ba,25620,2,9,200,,,,"Tommaso Duracino, filza 14, series II, nr. 257 (formerly nr. 331)",1471-10-11,1471,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 901,3106128b-3264-4863-b044-b24d19a8e72e,37841,Archivio di stato di Genova,935255ef-96c5-476b-8f86-f58dce248e85,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manferda, the wife of the deceased Giovanni Oliverio",female,,,,1406–1431,a0af1929-d873-46a1-af74-0d19cc8628bd,38754,Caterina,,,,female,22,1409–1431,31de5acf-ebba-41f0-89a9-7c6f341ff037,39177,Bartolomeo Cattaneo,male,nobiles,,,1406–1431,6269ce4d-7a40-46a9-b4f4-8b9f56f69004,26638,7,5,,,100,,"Branca Bagnara, register 4, 1429–1431, fol. 331r",1431-12-08,1431,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 509,693f2d6d-07cc-4316-a10f-f4fba65a8067,39286,Archivio di stato di Genova,35e0df93-9bd0-413c-9e08-4c534cd63a3b,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raffaele Cattaneo,male,nobiles,,,1448–1473,26117ef2-d9ba-4484-a71d-d327fff2bb06,38611,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,32,1441–1473,b588e354-1cc9-4ae4-96d6-c1862ec6793c,39227,Cattaneo de Cattaneis,male,nobiles,,,1448–1473,00e74852-5c12-4285-b3e2-cbacfeb35fab,26785,5,6,200,,,,"Tommaso Duracino, filza 16, nr. 406",1473-04-28,1473,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 903,973522a8-adbf-495e-a7bf-ccc3085049b5,37843,Archivio di stato di Genova,209d872b-e1dd-4a94-9f84-c9762b57f458,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetrio Cattaneo,male,nobiles,,,1433–1458,ff51a9dc-6b40-42f9-80a3-f02b3ab25a73,38710,Margherita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,24,1434–1458,6e981291-f60c-42e2-bd02-836a709e36c3,39104,Giovanni de Levanto,male,mercantes,,,1433–1458,c95c0435-f413-4a53-81c2-678c086ca200,27047,3,8,150,,,,"Tommaso Duracino, filza 3, series II, nr. 79",1458-03-11,1458,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,e4a5bb01-592e-4867-88e5-6e20f6107304,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio de Mulassana,male,artefices,26195,31110,1378–1403,54b694ca-e3d3-48c5-b721-82e6334fc0ac,38669,Lucia,,,,female,,–1403,85c264cc-f9ae-4fd9-b73c-c74d1fcb645a,39044,Niccolò di Ser Pietro,male,foreign,,26130,1378–1403,16dcd057-1219-4211-a33c-6e02b5033253,27296,,,100,,,,"Giovanni de Allegro, register 2, 1400–1407, fol. 161r",1403-09-26,1403,,Giovanni de Allegro,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,23058,Notai antichi 471,bc45c94e-a9f0-4947-94e2-f4556978c253,37781,Archivio di stato di Genova,c61e8fdd-a8dc-42ba-a771-7d87ccf3359c,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battista Cerrino,male,artefices,,,1451–1476,0d4cad02-5880-405c-8fac-6c1a0cbd3951,38685,Maria,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,32,1444–1476,f397a1f9-cf17-4e54-bb8f-2b7ea6f3276a,39064,Francesco Spinola,male,nobiles,,,1451–1476,27b3d8d6-9b9f-4152-9a38-fd2aa649e96a,27653,,,200,,,,"Tommaso Duracino, filza 19, series I, nr. 120",1476-01-25,1476,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 906,52b5aab4-11dc-40bd-b327-fedfb7dbbe90,37846,Archivio di stato di Genova,2bc78ccc-a65a-40c1-94c3-bbef7e7ab97d,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio de Tacio,male,artefices,27564,,1435–1460,14b6bc24-0141-4ca1-94dd-90e027160805,26586,Margherita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,25,1433–1468,6dbe2b2d-17ad-4910-8ef3-d1b538f21008,35437,Gaspare Spinola,male,nobiles,,,1435–1460,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,4,7,180,,,,"Tommaso Duracino, filza 5, nr. 50 (formerly nr. 365)",1460-01-24,1460,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,c3c4087f-d038-4a87-9310-6daaa5722aa9,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianca de Fornari,female,mercantes,,,1432–1457,023942dd-0f92-48d0-b55e-5d87ac8b107f,38693,Maddalena,,,,female,28,1429–1457,f796f163-99e7-4365-a720-d814dd04089a,39080,Gaspare Spinola,male,nobiles,,,1432–1457,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,4,7,150,,,,"Tommaso Duracino, filza 3, series I, nr. 80",1457-03-05,1457,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,6b3be260-3392-492a-ab6d-b0f0d50b5659,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caracosa Malocello,female,nobiles,,,1434–1459,f9f2767d-d6a3-41c5-b9b1-189d1b670cfa,38698,Marta,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,33,1426–1459,4f107bd4-725d-4a1d-bdb7-62383cd7360d,39088,Gaspare Spinola,male,nobiles,,,1434–1459,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,3,9,150,,,,"Tommaso Duracino, filza 4, nr. 360",1459-07-04,1459,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 891,d9596fa2-5eb7-4ad3-90c3-3f78583e00e6,37835,Archivio di stato di Genova,758a7e07-08b4-40d0-bedc-af33e7bc53d4,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gianno Grillo,male,nobiles,,,1435–1460,62c7d66c-f358-4a2c-ba22-709b0fdc7b26,38725,Caterina,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,28,1432–1460,a82b894e-5a56-4c3d-9d53-2df120198f2c,39135,Gaspare Spinola,male,nobiles,,,1435–1460,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,,,150,,,,"Tommaso Duracino, filza 5, nr. 9 (formerly nr. 326)",1460-01-02,1460,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,f4358092-25c2-4166-8b92-da1f8245249e,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giuliano Ittaliano,male,nobiles,,,1434–1459,08038794-e065-4cbd-a694-e3175487e400,23782,Agnes,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,28,1431–1459,f547f4b3-c1e5-493d-ae89-4a78a7f2d2ee,39155,Gaspare Spinola,male,nobiles,,,1434–1459,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,4,7,187.5,,,,"Tommaso Duracino, filza 4, nr. 407",1459-08-02,1459,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 891,d9596fa2-5eb7-4ad3-90c3-3f78583e00e6,37835,Archivio di stato di Genova,8cbda2f8-670f-43da-9b42-de21d88643e2,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolta Ittaliano,female,religious,27575,,1432–1457,16c6d1fd-6f17-442f-86ce-9d43bc0b8d34,38748,Anastasia,,,,female,25,1432–1457,2f63d983-a460-487f-b543-374786c9b777,39166,Gaspare Spinola,male,nobiles,,,1432–1457,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,,7,150,,,,"Tommaso Duracino, filza 3, series I, nr. 68",1457-02-21,1457,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,842957a4-098a-4eb0-adc1-bfd78d512797,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morvello Adorno,male,mercantes,,,1433–1458,8750ecfe-2edf-4081-868d-0f68d5fde18b,38768,Maddalena,,,,female,28,1430–1458,019b5341-57bd-46c2-a7ce-56c0c7793492,39198,Gaspare Spinola,male,nobiles,,,1434–1459,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,8,3,150,,,,"Tommaso Duracino, filza 3, series II, nr. 239",1458-11-23,1458,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,2abe9004-bbd7-47ce-a51d-ceb592dd8303,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raffaele de Monterubeo,male,artefices,,26334,1435–1460,02264c0a-8a46-45ad-81ec-199d8e0ad3b8,38786,Caterina,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,45,1415–1460,733b8a03-1284-49b5-a312-b6a72458031c,39228,Gaspare Spinola,male,nobiles,,,1435–1460,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,,,60,,,,"Tommaso Duracino, filza 5, nr. 40",1460-01-19,1460,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,2bd8a007-d7e9-40dd-9d74-272d2b8a0da8,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefano Rodino,male,artefices,,38613,1434–1459,33c76b23-7063-47d3-b9ce-5244f28f106b,38791,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,24,1435–1459,fd11f2b2-5201-4bf2-a424-37244b1518a3,39238,Gaspare Spinola,male,nobiles,,,1434–1459,86a87e41-42a7-400c-a85f-d6123f219ce9,30363,2,9,125,,,,"Tommaso Duracino, filza 4, nr. 30",1459-01-23,1459,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 891,d9596fa2-5eb7-4ad3-90c3-3f78583e00e6,37835,Archivio di stato di Genova,f5411daa-f0cf-4ed8-b23a-8158c4103591,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartolomeo Salvago,male,nobiles,,,1437–1462,8003dc01-c350-467a-a7db-70356c8fec88,38682,Melica,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,35,1427–1462,ab912ca9-8107-4383-bc52-6a45a5b85f45,39061,Girolamo Vivaldi,male,nobiles,,,1437–1462,4625496c-d67e-40ad-87c0-e8c9a521603c,30553,3,8,150,,,,"Tommaso Duracino, filza 6, series II, nr. 195",1462-09-15,1462,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 893,b4ce29bc-1c24-4f02-bd03-22ab84e5a8f1,37837,Archivio di stato di Genova,a309b713-2f5a-404a-9e72-518b9b2aa5a6,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Gentile,male,nobiles,,,1431–1456,c09697f5-ce9e-4c1d-9cd3-50b1239adfa2,31378,Marta,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,32,1424–1456,ba70ed31-babb-4101-99ae-b7c1f7f6af8c,39036,Imperiale Grillo,male,nobiles,,,1431–1456,221e6558-e44d-44d1-9e05-a46f9c5e9dc0,31503,,,150,,,,"Tommaso Duracino, filza 2, series II, nr. 68",1456-03-22,1456,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 889,101c0bd8-a7ea-41d9-b9dc-62f2509bd4ac,37833,Archivio di stato di Genova,498cf6ea-82d5-4ad0-b903-72226d70e131,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Ardimento,male,mercantes,,,1430–1455,bab487af-6c99-4367-891f-c6f02b6c6d43,31515,Marta,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,21,1434–1455,82e713de-b347-482d-9b01-d84dbbd7239b,39115,Imperiale Grillo,male,nobiles,,,1430–1455,221e6558-e44d-44d1-9e05-a46f9c5e9dc0,31503,4,7,150,,,,"Tommaso Duracino, filza 2, series I, nr. 321",1455-09-20,1455,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 889,101c0bd8-a7ea-41d9-b9dc-62f2509bd4ac,37833,Archivio di stato di Genova,74cb0f32-134f-4bcf-93f5-770336ce5d70,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria de Guarco,female,artefices,,,1431–1456,87fc5f44-d04d-4672-a1fd-f315fadde246,38759,Maddalena,,,,female,38,1418–1456,ea19e8d3-2ee7-4a6e-ac5b-ac7b1fa08e8f,39184,Imperiale Grillo,male,nobiles,,,1431–1456,221e6558-e44d-44d1-9e05-a46f9c5e9dc0,31503,3,8,150,,,,"Tommaso Duracino, filza 2, series II, nr. 7",1456-01-07,1456,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 889,101c0bd8-a7ea-41d9-b9dc-62f2509bd4ac,37833,Archivio di stato di Genova,76489122-9ab1-4c36-b0c9-b3857ef980d9,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battista de Franchi,male,mercantes,,,1433–1458,9c40941d-6426-4407-bb0c-afdd871fc4c6,38686,Margarita,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,26,1432–1458,31ea0199-89ab-47f8-a941-3d16a22d0ddf,39069,Damiano Giustiniani,male,mercantes,,,1433–1458,d6466bd0-3109-4db2-90b8-1ae20491fd5e,31525,7,4,150,,,,"Tommaso Duracino, filza 3, series II, nr. 144",1458-04-10,1458,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,1f94d4d4-d0cb-4417-8d76-7f45840070a1,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melchiorre de Insula,male,mercantes,,,1433–1458,e04e64d8-bf42-452e-a6d7-4a7aa2edbd54,38609,Maria,,,,female,23,1432–1458,7a782a87-6b0f-4fb9-b402-14a80df68b07,39196,Damiano Giustiniani,male,nobiles,,,1433–1458,d6466bd0-3109-4db2-90b8-1ae20491fd5e,31525,8,3,190,,,,"Tommaso Duracino, filza 3, series II, nr. 146",1458-04-12,1458,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,9d77b1c0-d77a-4524-956d-790689ae828b,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
