hName,hGender,hClass,hOcc,hLoc,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOcc,bLocale,bActive,bID,bOMID,term,preg_mo,pL,pD,pF,pS,actTitle,actDate,actYear,ActDescription,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItemOMID,rights,actID,actTitle,actOMID,,,,,,,,,,,,,,,,,,,,,,,,,,
Caracosa Canicia,female,artefices,,,1416–1441,608e05c4-add4-4d8e-b646-e4c7383e4f47,38697,Lucia,,,,female,24,1417–1441,e0fecd5f-ee29-46b6-93d4-8679c51c996c,39087,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,,,150,,,,"Branca Bagnara, filza 6, series II, nr. 288",1441-12-02,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,b3594eb4-b97a-422a-9974-de8f5f5da08e,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caterina de Marini,male,nobiles,,,1415–1440,68cd53d9-fa1c-4472-869f-f16c0840034a,38700,Maria,,,,female,22,1418–1440,f3269549-acd9-4aff-8041-e801a2c5b5f4,39090,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,6,4,150,,,,"Branca Bagnara, filza 6, series I, nr. 266",1440-11-26,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,9c892505-e01b-4102-8be6-1d21eb24f331,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cattaneo Grillo,male,nobiles,,,1416–1441,dfe366b6-6ef9-4cd0-849e-545ca4027f44,38703,Margherita,,,,female,17,1424–1441,5e334b5f-aee2-46fa-8d3c-de8099cd5533,39095,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,7,4,150,,,,"Branca Bagnara, filza 6, series II, nr. 130",1441-05-09,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,8852a976-2fc0-4710-9e59-efe711e04f3e,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco de Fornari,male,mercantes,,,1416–1441,660e9f22-1359-4266-89dc-2e04dddd5865,38655,Giovanna,,,,female,22,1419–1441,bdec262d-95e9-4812-804e-a6ccada0e70e,39120,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,6,5,150,,,,"Branca Bagnara, filza 6, series II, nr. 111",1441-05-02,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,ccbe1f6e-71d6-49b4-a917-5700f0440e5d,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaspare Gentile,male,nobiles,,,1401–1441,fb3587f5-f611-40f8-9cb9-09d0c4cef813,30358,Marta,,,,female,24,1417–1441,e6bddfd8-a725-4df4-a226-4ee3469f9c38,39126,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,3,8,150,,,,"Branca Bagnara, filza 6, series II, nr. 118",1441-05-04,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,ce34c4c7-46e2-4ae4-86db-f5fc5cf83d1f,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giacomo de Pinu,male,artefices,,,1415–1440,c6c2ee7a-9aba-4389-95d4-822ff1592a60,38722,Maria,,,,female,30,1410–1440,47e79161-b86a-46fb-a63a-aea79676988a,39130,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,3,8,150,,,,"Branca Bagnara, filza 6, series I, nr. 277",1440-12-05,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,4737033d-3533-40fa-ac50-5d92eaa908db,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giano Pinelli,male,nobiles,,,1416–1441,f92bd2bb-4e1f-417d-9969-1b0e75a5476d,38726,Antonina,,,,female,28,1413–1441,9c7519c2-7992-4957-950c-436bcf54b8f7,39136,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,5,6,150,,,,"Branca Bagnara, filza 6, series II, nr. 263",1441-11-13,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,a18720b2-3d36-4c69-9d62-23e0499cfae6,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni de Guisulfis,male,religious,31045,,1416–1441,2cc74024-08f8-4b16-962f-be1304c0a29c,31353,Lucia,,,,female,31,1410–1441,70fb8939-913a-4d34-b1d8-2bfc557eb8fe,39145,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,3,8,150,,,,"Branca Bagnara, filza 6, series II, nr. 248",1441-10-20,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,985e013f-7726-47de-9539-a8ef0b827e4a,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni de Viterbo,male,artefices,,,1415–1440,47cec337-fc12-4b8f-a38f-fa148a00cd61,38735,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,20,1420–1440,60cdb231-bd44-462c-a613-b6fcb48059ca,39148,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,,,150,,,,"Branca Bagnara, filza 6, series I, nr. 186",1440-08-10,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,3b41f877-5a2d-4e78-96d1-60088927abf5,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni Romeo,male,nobiles,,,1416–1441,14fa8a78-c54f-46c8-bc70-c4077b6d69db,38737,Caterina,,,,female,21,1420–1441,35b4dce5-3b95-4d05-a37e-135acb47c83d,39151,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,5,6,150,,,,"Branca Bagnara, filza 6, series II, nr. 101",1441-04-26,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,8afe05fc-f8a3-475a-9eb7-0dd0093b605b,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Doria,male,nobiles,,,1415–1440,929450cd-66ef-4583-82d7-930c455cca0f,38659,Maddalena,,,,female,25,1415–1440,669a7716-bb14-470c-892e-4ea2934f4f71,39160,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,4,6,150,,,,"Branca Bagnara, filza 6, series I, nr. 257",1440-11-19,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,06d997fd-d2ae-4d3a-bc86-824d484b9603,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Barnabino,male,artefices,27730,,1416–1441,b6350da9-f56b-4b73-8964-01e05d7c9522,38749,Maria,,,,female,26,1415–1441,1d8eeb7e-f6cc-442a-80b2-1f9e51826708,39167,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,8,3,150,,,,"Branca Bagnara, filza 6, series II, nr. 218",1441-09-07,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,3a38f1f6-ee8d-49d7-99a7-0fd4b8f0c3e0,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Grimaldi,male,nobiles,,,1416–1441,9946dfa8-f9db-4fdc-883d-94a773ead65d,30983,Margherita,,,,female,25,1416–1441,8f4d8d2e-2816-45c7-9391-21538527de37,39174,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,6,5,150,,,,"Branca Bagnara, filza 6, series II, nr. 273",1441-11-21,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,b5dd949d-a693-42de-887a-b6570fd28414,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Lomellini,male,nobiles,,,1415–1440,a1441c85-3b60-47f5-8eef-04f6a00e788c,24755,Lucia,,,,female,22,1418–1440,4dccf445-d751-4c0c-99c7-1c89b93a9d4f,39179,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,,,160,,,,"Branca Bagnara, filza 6, series I, nr. 171",1440-07-27,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,cc36dfd1-4234-4ef5-81c7-a2c9b04adfe9,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Lomellini,female,nobiles,,,1415–1440,18cfbddf-3826-4ef7-b367-a04e67cc325d,24787,Lucia,,,,female,20,1420–1440,0ddc82e6-2d96-4dab-9828-9c7e2f87acc7,39186,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,3,8,150,,,,"Branca Bagnara, filza 6, series I, nr. 202",1440-09-01,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,4f628866-f4bd-4dce-8534-7a9e6232c7f3,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Lomellini,female,nobiles,,,1415–1440,18cfbddf-3826-4ef7-b367-a04e67cc325d,24787,Lucia,,,,female,20,1420–1440,ca82601d-d2c6-4f04-af15-490b90e35301,39187,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,,,187.5,,,,"Branca Bagnara, filza 6, series I, nr. 22",1440-02-06,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,bc543f77-fa83-48a2-bfd9-4e4f97d71675,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Negrone,female,nobiles,,,1415–1440,0e7bb0e8-27ef-4fdc-918c-041d6ba459b6,38761,Lucia,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,30,1410–1440,6ddf7a0b-296f-4809-ad6d-97cad7205fce,39188,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,,,150,,,,"Branca Bagnara, filza 6, series I, nr. 161",1440-07-15,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,096223db-369d-4bcc-98e3-d70ca216fabb,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Lomellini,male,nobiles,,,1415–1440,12b13176-0d70-4fea-8ac9-d142db866871,24839,Margherita,,,,female,22,1418–1440,366c02cc-ea21-42bd-907f-30290e67558e,39194,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,3,8,160,,,,"Branca Bagnara, filza 6, series I, nr. 53",1440-03-02,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,be547d91-b3d0-47b6-ba85-2bfc388271e6,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oberto Giustiniani,male,mercantes,,27571,1416–1441,a8c00ec7-7e88-41c7-8bd6-61241c7d5645,38772,Maddalena,,,,female,24,1417–1441,11ca425f-e0e7-481f-8332-3a493a2a099a,39203,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,4,7,150,,,,"Branca Bagnara, filza 6, series II, nr. 33",1441-02-09,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,8ae04798-2d95-42fa-9635-7da7c764bc28,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percivale Cattaneo,male,nobiles,,,1415–1440,2573253b-9426-466e-85a1-76f26eadbdbc,27372,Maria,,,,female,30,1410–1440,04f8cc97-0d20-46ff-b15e-82e33f9d2df1,39213,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,3,7,150,,,,"Branca Bagnara, filza 6, series I, nr. 126",1440-07-07,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,a4e577ec-4aee-4e18-8c4e-a4b369984adf,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saracina Falamonica,female,mercantes,,,1416–1441,fc3f5164-b8a4-4438-9dc6-ca960ed78b28,38788,Margherita,,,,female,29,1412–1441,ef649ce6-e489-4931-949e-3373b79f114e,39230,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,4,7,150,,,,"Branca Bagnara, filza 6, series II, nr. 262",1441-11-13,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,f91b90f4-7cfb-493a-9c8f-dc22d34bfef2,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefano Rebuffo,male,mercantes,,,1416–1441,965e4ba5-97ec-4af2-bcd2-ec2288695b48,26307,Maria,,,,female,25,1416–1441,dce48b22-559a-456f-8909-55c65a12d6c3,39237,Pellegro Sucha,male,foreign,,,1416–1441,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,6,5,150,,,,"Branca Bagnara, filza 6, series II, nr. 168",1441-06-23,1441,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,16adca61-a6a1-4572-bedb-12262501f485,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommaso de Zoalio,male,artefices,27564,30996,1415–1457,dd763eca-38cf-4f82-adee-84e2b422a6da,27488,Margherita,,,,female,20,1420–1440,4e11d636-bb92-4daf-8336-26217db447b2,39249,Pellegro Sucha,male,foreign,,,1415–1440,25af7f72-36d3-41c0-b28f-a91d032c9e80,38640,7,3.5,150,,,,"Branca Bagnara, filza 6, series I, nr. 118",1440-06-02,1440,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 653,4b3a98d6-378e-4228-8350-e7e1e0da1b40,39288,Archivio di stato di Genova,848dd619-c180-4524-931a-d73185b9ea9b,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni Picio,male,artefices,38607,,1450–1475,55debcf3-5042-46e3-b0df-ac7ac73de666,38736,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,30,1445–1475,8170cebd-8c27-4ec8-9bc3-fca678cc1914,39150,Pietro Gentile,male,nobiles,,,1450–1475,6f2f77ed-1bd7-4614-8f3e-bf639042a088,38642,6,5,275,,,,"Tommaso Duracino, filza 18, nr. 282 (formerly nr. 98)",1475-05-12,1475,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 905,a3df6402-1b42-421a-afd6-caf0fe36cd74,37845,Archivio di stato di Genova,71b4928b-31a7-4863-aa1a-4146618451be,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Ihosoro,male,artefices,,26048,1432–1457,3917638a-c4b7-45af-a74d-42d9762b745c,38671,Marta,,,,female,32,1425–1457,26a83de7-bf85-41df-88a9-4f379c6a4ae0,39047,Pietro Spinola,male,nobiles,,,1432–1457,b0417171-390e-4fb3-be45-64a5922e31d3,38643,4,7,150,,,,"Tommaso Duracino, filza 3, series I, nr. 244",1457-09-01,1457,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,b94c05d5-d0d1-4fe6-b218-02b3c37190b0,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martino de Dernixio,male,artefices,,,1430–1455,9748e677-a2b1-4130-8d6d-7381f9d6a99a,38763,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,26,1429–1455,f67f0a6b-e00b-4462-83dc-9e5e9fba2cc1,39190,Pietro Spinola,male,nobiles,,,1430–1455,b0417171-390e-4fb3-be45-64a5922e31d3,38643,,,200,,,,"Antonio Fazio, filza 14, series III, nr. 37",1455-02-10,1455,,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 588,ed64de2e-d672-4325-9da7-d57122d0f215,37800,Archivio di stato di Genova,4f5ed188-d2fc-4c32-894c-dd9e4780eb85,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abrayno de Lecho,male,artefices,,,1435–1460,19990d26-0b2f-4dde-b903-d03adaf14ce1,29917,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,23,1437–1460,de7a8744-1e23-4d88-9144-99ad5256dc9c,39027,Quirico Cattaneo,male,nobiles,,,1435–1460,1e12a9e6-a537-4353-868b-b53b55948b3c,38646,4,7,190,,,,"Tommaso Duracino, filza 5, nr. 623 (formerly nr. 618)",1460-12-20,1460,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,0a19f200-855b-47d2-9177-e4e512094816,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benedetto Torre,male,artefices,,,1435–1460,5c0a4483-922e-476f-bf22-2d9d2a5a6d8a,38691,Caterina,,,,female,26,1434–1460,06a62c30-642e-4b1d-a8e3-70898755751e,39078,Quirico Cattaneo,male,nobiles,,,1435–1460,1e12a9e6-a537-4353-868b-b53b55948b3c,38646,5,6,200,,,,"Tommaso Duracino, filza 5, nr. 174 (formerly nr. 397)",1460-04-02,1460,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,b770c100-c54a-4c7d-af07-bc1a17497c89,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corrado Gentile,male,nobiles,,,1435–1460,5de77d4c-bbac-4f27-ba29-715acf6216d4,30214,Maddalena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,26,1434–1460,4bc52d53-72d4-4141-8eba-2a101eb43411,39097,Quirico Cattaneo,male,nobiles,,,1435–1460,1e12a9e6-a537-4353-868b-b53b55948b3c,38646,3,8,200,,,,"Tommaso Duracino, filza 5, nr. 390 (formerly nr. 169)",1460-08-09,1460,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,d3b7fc6d-6b34-4b45-a8ef-9b905b3358ad,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gottardo Stella,male,artefices,26036,,1435–1460,1bdd7efa-9bd4-453a-ae61-56143b0f67f0,27132,Margherita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,30,1430–1460,68d34a64-6a6c-4162-aa17-f9abab0ee206,39159,Quirico Cattaneo,male,nobiles,,,1435–1460,1e12a9e6-a537-4353-868b-b53b55948b3c,38646,5,6,150,,,,"Tommaso Duracino, filza 5, nr. 477 (formerly nr. 265)",1460-09-18,1460,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,d7f028e4-4677-4b9d-9404-1eafd218576a,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melchiorre de Varixio,male,artefices,27565,31024,1435–1460,dd68d6bb-ceaf-4266-8a63-933aec31cd06,38767,Maddelana,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,29,1431–1460,dd056b21-2a2e-4d8c-b29a-0eb536e118b4,39197,Quirico Cattaneo,male,nobiles,,,1435–1460,1e12a9e6-a537-4353-868b-b53b55948b3c,38646,3,8,125,,,,"Tommaso Duracino, filza 5, nr. 235 (formerly nr. 470)",1460-05-12,1460,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 892,e7580816-b257-4dbe-a746-59ec6a20c56c,37836,Archivio di stato di Genova,0e5c4ef4-148a-4e5b-a83f-6a9784677f91,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costantina, wife of the deceased Domenico Spinola",female,nobiles,,,1403–1428,aac2689c-a911-4e79-b6f6-1c2b6e130db1,38706,Dinicia,,,,female,20,1408–1428,f2606527-ec5f-411c-ab0c-495ffd978a53,39100,Agostino ---,male,,,,1403–1428,7db2074a-9c06-41ff-8707-804014b5198b,39253,3,7,,,100,,"Branca Bagnara, filza 19, series I, nr. 16a",1428-01-14,1428,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 666,fd5f6c32-135f-49d1-9949-eaa0f7d6679a,39289,Archivio di stato di Genova,f393f0c9-d0cc-494d-a83a-94d7d7184396,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battista Palamide,male,,,,1462–1487,0fc9c6a4-9ead-4e55-b52a-93895d65d864,37161,Maddalena,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,37,1450–1487,42eedd52-b043-4073-9601-8bd08c556c46,37541,an unnamed underwriter,male,,,,1462–1487,8d4949e0-294f-48dc-be8a-f410b78d4a1b,39255,,,,,,,"Niccolò Raggi, filza 17, nr. 328",1487-04-22,1487,,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1029,ccc6cc45-f67b-4bea-8015-34fe70313578,37745,Archivio di stato di Genova,7bb137e2-f9fb-491e-ade2-1a466c67e07f,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Cattaneo,male,nobiles,,,1401–1426,c92e76d1-ee0d-4a89-bc6d-8e76e9c32853,37332,Lucia,,,,female,34,1392–1426,68b0ddee-0195-4a82-a767-66a414262023,39042,an unnamed underwriter,male,,,,1401–1426,3b9a3460-f6a2-4a15-ac25-aa1bfaa116e3,39256,,,,,,,"Branca Bagnara, register 3, 1426–1428, fols. 21r–22r",1426-06-17,1426,,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 508,8c7b8433-45ba-4286-ba8e-6afc10e1139a,37788,Archivio di stato di Genova,71766d36-3af2-4c30-b1de-e5a183efff92,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnaba Boneto,male,,,,1385–1410,28de41ad-ba08-4d97-8b18-441e96fc4eae,38677,Mingrela,Mingrelian,ae0730fa-f010-46b4-b941-3d87217205e18,31554,female,,–1410,1829b8de-0885-4108-bb85-c1ad8f3d3090,39056,an unnamed underwriter,male,,,,1385–1410,73b95f11-aa47-4f5b-a4d2-0fb969cd6d09,39257,,,100,,,,"Giuliano Canella, register 2, volume I, 1408–1410, fol. 212v *",1410-03-20,1410,,Giuliano Canella,58fcf64f-9636-45cc-adf8-35cbb550026c,23161,Notai antichi 479,d9dd1bdd-9035-4670-ba6f-955da6c7304f,39285,Archivio di stato di Genova,ea251668-8d17-4dd3-8344-7241c8f68070,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni Battista Garbarino,male,artefices,,,1481–1506,b9f65c13-60a7-4e55-bc91-4879944f0930,38730,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,,–1506,32e16a77-65c7-400d-a4c7-9eda1dcb5c38,39140,an unnamed underwriter,male,,,,1481–1506,22d13fc6-f617-40a0-aea4-e9a64982c66b,39258,,,200,,,,"Giovanni de Benedetti, filza 9, nr. 878",1506-07-15,1506,,Giovanni de Benedetti,8fbc171c-ce6a-4d31-a332-c5749c585a34,31239,Notai antichi 1177,fca24e55-95a9-415e-8c72-6f29e179758f,39284,Archivio di stato di Genova,bd9561ad-493c-4ce2-a391-b5da8d24260a,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria de Mari,female,nobiles,,,1432–1457,8722d3d1-a653-4c3c-a58f-8b8ba86e41a0,38760,Maddalena,,,,female,35,1422–1457,f5030f7e-138c-4923-8b10-6a847e6386e0,39185,Andrea Castagna,male,nobiles,,,1432–1457,bb64fc73-f6c9-4c4f-b778-43e2656e23d1,39259,3,8,150,,,,"Tommaso Duracino, filza 3, series I, nr. 254",1457-09-12,1457,,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 890,d7974564-3893-43a3-b47c-d5a67e9d9411,37834,Archivio di stato di Genova,d1d1f6ce-8e8e-426e-8e23-5615ded5f5d0,Asecuratio sclave,,,,,,,,,,,,,,,,,,,,,,,,,,,
