id,family id,parent id,1st last name,2nd last name,first name,middle name,Formalized name,full name,birth_place,occupation,Birth_year,death_year,partner first name,parner 1st last name,partner 2nd last name,partner id,statement,Column1
GE0018,14,,Gentil,,Matina,,Matina  Gentil ,Matina Gentil,,,0,0,Esteban,Gentil,,GE0017,neighbour seville collacionsan salvador,
GE0019,14,,Gentile,,Francesco,,Francesco  Gentile ,Francesco Gentile,,merchants,0,0,,,,,estante Valencia,
GE0020,14,,Gentile,,Cipriano,,Cipriano  Gentile ,Cipriano Gentile,,merchants,0,0,,,,,neighbour Seville,
GE0021,14,,Gentile,,Raffaele,,Raffaele  Gentile ,Raffaele Gentile,,merchants,0,0,,,,,neighbour Seville,
GE0022,14,,Gentile,,Gregorio,,Gregorio  Gentile ,Gregorio Gentile,,merchants,0,0,,,,,neighbour Seville,
GE0023,14,,Gentile,,Giacomo,,Giacomo  Gentile ,Giacomo Gentile,,merchants,0,0,,,,,neighbour Valencia,
GE0024,14,,Gentile,,Andrea,,Andrea  Gentile ,Andrea Gentile,,merchants,0,0,,,,,neighbour Valencia,
GE0025,14,,Gentile,,Nicola,,Nicola  Gentile ,Nicola Gentile,,merchants,0,0,,,,,estante Seville,
GE0026,14,,Gentile,,Francisco,,Francisco  Gentile ,Francisco Gentile,,merchants,0,0,,,,,Father of Jeronimo Gentile,
GE0100,14,,Gentile,,nn,,nn  Gentile ,nn,,,0,0,,,,,father of pedro and jacomo,
GI0001,53,,Giustiniani,,Tomas,,Tomas  Giustiniani ,Tomás Giustiniano,,merchants,0,0,,,,,estante in Tenerife,
GI0002,53,,Giustiniani,,Jerónimo,,Jerónimo  Giustiniani ,Jerónimo Giustiniano,,merchants,0,0,,,,,"partner with Bernaldo Adorno y de Francisco Giustiniani, Juan Baptista de Moneglia. they have a contract to take orchilla to Bruges",
GI0003,53,,Giustiniani,,Francisco,,Francisco  Giustiniani ,Francisco Giustiniano,,merchants,0,0,,,,,"""factor of Bernaldo Adorno y de Jerónimo Giustiniano """,
GI0004,53,,Giustiniani,,Andrea,,Andrea  Giustiniani ,Andrea Giustiniano,,merchants,0,0,,,,,"estante in Seville,part of the lawsuit agains fernando de vejer",
GI0005,53,,Giustiniani,,Bernaldino,,Bernaldino  Giustiniani ,Bernaldino Giustiniano,,merchants,0,0,,,,,Estante in castile,
GI0006,53,GI0021,Giustiniani,,Esteban,,Esteban  Giustiniani ,Esteban Justiniano,,merchants,0,0,,,,,Estante in castile,
GI0007,53,,Giustiniani,,Agustín,,Agustín  Giustiniani ,Agustin Justinian,,merchants,0,0,,,,,father of agustin,
GI0008,53,,Giustiniani,,Bartolomé,,Bartolomé  Giustiniani ,Bartolomé Justinian,,,0,0,,,,,,
GI0009,53,,Giustiniani,,Pedro,,Pedro  Giustiniani ,Pedro Jiustiniani,,merchants,0,0,,,,,estante Toledo,
GI0010,53,,Giustiniani,,Julian,,Julian  Giustiniani ,Julian Justiniani,,merchants,0,0,,,,,,
GI0011,53,,Giustiniani,,Andrea,,Andrea  Giustiniani ,Andrea Giustiniani,,merchants,0,0,,,,,estante chios,
GI0012,53,GI0013,Giustiniani,,Niculoso,,Niculoso  Giustiniani ,Niculoso Justinian,,merchants,0,0,,Scaglia,,,estante Seville,
GI0013,53,,Giustiniani,,Pauli,,Pauli  Giustiniani ,Pauli Justinian,,merchants,0,1513,Bartolomea,Giustiniani,,,father of niculoso,
GI0014,53,,Giustiniani,,Domenigo,,Domenigo  Giustiniani ,Domenigo Giustiniani,,merchants,0,0,,,,,estante Cadiz,
GI0015,53,GI0021,Giustiniani,,Batista,,Batista  Giustiniani ,Batista Jiustinian,,merchants,0,0,,,,,Estante in castile,
GI0016,53,,Giustiniani,,Jacome,,Jacome  Giustiniani ,Jacome Giustiniani,,merchants,0,0,,,,,estante Seville,
GI0017,53,,Giustiniani,,Antonio,,Antonio  Giustiniani ,Antonio Giustiniani,,merchants,0,0,,,,,estante in Santa Cruz de tenerife,
GI0018,53,,Giustiniani,,Bartolome,,Bartolome  Giustiniani ,Bartolome Giustiniani da Domenego,,merchants,0,0,,,,,neighbour Genoa,
GI0019,53,,Giustiniani,,Marco,,Marco  Giustiniani ,Marco Giustiniani,,merchants,0,0,,,,,neighbour Genoa,
GI0020,53,,Giustiniani,,Ambrosio,,Ambrosio  Giustiniani ,Ambrosio Giustiniani,,merchants,0,0,,,,,neighbour Arzila,
GI0021,53,,Giustiniani,,,,  Giustiniani ,Giustiniani,,merchants,0,0,,,,,father of batista and esteban,
GI0100,53,,Giustiniani,,nn,,nn  Giustiniani ,nn,,,0,0,,,,,father of tomas and bernaldino,
GL0001,63,,Grillo,,Carlo,,Carlo  Grillo ,Carlo Grillo,,merchants,0,0,,,,,"estante in Cadiz, factor of Esteban centurione",
GL0002,63,,Grillo,,Lucián,,Lucián  Grillo ,Lucián Grillo,,merchants,0,0,,,,,Estante in Cadiz,
GL0003,63,,Grillo,,Batysta,,Batysta  Grillo ,Batysta Grillo,,merchants,0,0,,,,,estante Jerez,
GL0004,63,,Grillo,,James,,James  Grillo ,James Grillo,,merchants,0,0,,,,,neighbour Lyon,
GM0001,94,,Garbarino,,Bartolome,,Bartolome  Garbarino ,Bartolome Garbarino,,merchants,0,0,,,,,estante Toledo,
GM0002,94,,Garbarino,,Rafael,,Rafael  Garbarino ,Rafael Garbarino,,merchants,0,0,,,,,estante Toledo,
GN0001,88,,Genovese,,Andres,,Andres  Genovese ,Andres Genoves,,maritime pilots,0,0,,,,,maritime pilots,
GN0002,88,,Genovese,,Bartolomé,,Bartolomé  Genovese ,Bartolomé Genoves,,merchants,0,0,,,,,Estante in castile,
GN0003,88,,Genovese,,Rafael,,Rafael  Genovese ,Rafael Genoves,,merchants,0,0,,,,,neighbour c. santa maria,
GN0004,88,,Genovese,,Francisco,,Francisco  Genovese ,Francisco Genoves,,maritime pilots,0,1527,,,,,maestre of carabela san francisco,
GN0005,88,,Genovese,,Pedro,,Pedro  Genovese ,Pedro Genoves,,tanners,0,0,,,,,neighbour seville collacionsan esteban,
GN0006,88,,Genovese,,Domenigo,,Domenigo  Genovese ,Domenigo Genovese,,millers,0,0,,,,,neighbour Jerez collacion san miguel,
GN0007,88,,Rodríguez,Genoves,Juan,,Juan  Rodríguez Genoves,Juan Rodríguez Genoves,,seamen,0,0,,,,,"Comitre de la Reina, maestre nao santa maria del antigua",
GN0008,88,,Genovese,,Lorenzo,,Lorenzo  Genovese ,Lorenzo Ginoves,,seamen,0,0,,,,,cabin boy work in cubagua,
GN0009,88,,Bartolome,Genovese,Juan,Bautista,Juan Bautista Bartolome Genovese,Juan Bautista Bartolome Genovese,,seamen,0,0,,,,,"neighbour Moguer, working in the nao santa cruz in 1525",
GO0001,51,,Gote,,Guerigo,,Guerigo  Gote ,Guerigo de Gote,,merchants,0,0,,,,,partner with Esteban Centurion and Julian Calvo,
GR0001,13,GR0098,Grimaldi,,Bernaldo,,Bernaldo  Grimaldi ,Bernaldo de Grimaldo,,merchants,0,0,,,,,"Merchant estante in Seville collación de San Vicente, Involve in the movement of money form Seville to Genova in service to Francesco di Negro and Tadeo di Negro, 1504 buys meat and oxen, also very much connected with new cristians with genoese last names from Granada",
GR0002,13,,Grimaldi,,Bartolomé,,Bartolomé  Grimaldi ,Bartolomé de Grimaldo,,merchants,0,0,,,,,"estante seville, lives in collación Santa María",
GR0003,13,,Grimaldi,,Margulo,,Margulo  Grimaldi ,Margulo de Grimaldo,,merchants,0,0,,,,,Estante in castile,
GR0004,13,GR0098,Grimaldi,,Agustín,,Agustín  Grimaldi ,Agustín Grimaldo,,merchants,0,0,Francisca,Grimaldi,,,"work for Martin Centurion, neighbour of Genoa",
GR0005,13,GR0098,Grimaldi,,Niculao,,Niculao  Grimaldi ,Niculao de Grimaldo,,merchants,0,0,,,,,"Estante in Seville, trade in Velvet in 1509 recieves a soap fabirc from the rivarolo, consul de la lonja in 1509, part of the lawsuit agains Fernando de Vejer. partner with Duardo Doria",
GR0006,13,,Grimaldi,,Francisco,,Francisco  Grimaldi ,Francisco de Grimaldo,,merchants,0,0,,,,,Estante at the court of the Queen,
GR0007,13,GR0100,Grimaldi,,Jacome,,Jacome  Grimaldi ,Jacome Grimaldo,,merchants,0,0,,,,,"in 1508 procurado de Agustin Italiano, factor of Juan de Gamboa,",
GR0008,13,GR0099,Grimaldi,,Luis,,Luis  Grimaldi ,Luis de Grimaldo,,merchants,0,0,,,,,estante in medina del campo,
GR0009,13,GR0098,Grimaldi,,Juan,Batista,Juan Batista Grimaldi ,Juan Batista de Grimaldo,,merchants,0,0,,,,,merchant estante in seville,
GR0010,13,,Grimaldi,,Juan,Francisco,Juan Francisco Grimaldi ,Juan Francisco de Grimaldo,,merchants,0,0,,,,,"estante in seville, procurador de Teodicio de Camilla y Domenigo de Camilla, y de Cassano de Camilla (sus sobrinos)",
GR0011,13,,Grimaldi,,Ambrosio,,Ambrosio  Grimaldi ,Ambrosio de Grimaldo,,merchants,0,0,,,,,merchants estante in rome,
GR0012,13,,Grimaldi,,Lázaro,,Lázaro  Grimaldi ,Lázaro de Grimaldo,,merchants,0,0,,,,,merchants estante in rome,
GR0013,13,GR0004,Grimaldi,,Jerónimo,,Jerónimo  Grimaldi ,Jerónimo de Grimaldo,,merchants,0,1516,,,,,"procurador de Esteban Centurion, in 1472 partner with Petrochino de Herber, 1510 estante in the indies",
GR0014,13,,Grimaldi,,Cristobal,,Cristobal  Grimaldi ,Cristóbal de Grimaldo,,merchants,0,0,,,,,Estante in castile,
GR0015,13,,Grimaldi,,Perceval,,Perceval  Grimaldi ,Perceval de Grimaldo,,merchants,0,0,,,,,Estante in castile,
GR0016,13,,Grimaldi,,Pedro,,Pedro  Grimaldi ,Pedro de Grimaldo,,merchants,0,0,,,,,Estante in castile,
GR0017,13,,Grimaldi,,Gaspar,,Gaspar  Grimaldi ,Gaspar de Grimald,,merchants,0,0,,,,,estante ineighbour ubeda,
GR0018,13,,Grimaldi,,Andrea,Polo,Andrea Polo Grimaldi ,Andrea Polo de Grimaldo,,merchants,0,0,,,,,estante Valencia,
GR0019,13,,Grimaldi,,Gabriel,,Gabriel  Grimaldi ,Gabriel de Grimaldo,,merchants,0,0,,,,,estante Valencia,
GR0020,13,GR0023,Grimaldi,,Juacome,,Juacome  Grimaldi ,Juacome de Grimaldo,,merchants,0,0,,,,,estante Granada,
GR0021,13,,Fernández,Grimaldi,Francisco,,Francisco  Fernández Grimaldi,Francisco Fernández de Grimaldo,,merchants,0,0,,,,,neighbour seville collacionsanta maria,
GR0022,13,GR0029,Grimaldi,,Jeronimo,,Jeronimo  Grimaldi ,Jeronimo de Grimaldo,,merchants,0,1528,,,,,estante Seville,
GR0023,13,,Grimaldi,,Jorge,,Jorge  Grimaldi ,Jorge de Grimaldo,,merchants,0,1516,,,,,father of jeronimo,
GR0024,13,,Grimaldi,,Bernaldo,,Bernaldo  Grimaldi ,Bernaldo Grimaldo,,merchants,0,0,,,,,neighbour seville,
GR0025,13,,Grimaldi,,Ansaldo,,Ansaldo  Grimaldi ,Ansaldo Grimaldi,,merchants,0,0,,,,,neighbour Rome,
GR0026,13,,Grimaldi,,Esteban,,Esteban  Grimaldi ,Esteban Grimaldo,,merchants,0,0,,,,,estante Leon,
GR0027,13,,Grimaldi,,Julian,,Julian  Grimaldi ,Julian Grimaldo,,merchants,0,0,,,,,estante Leon,
GR0028,13,,Grimaldi,,Bernabe,,Bernabe  Grimaldi ,Bernabe Grimaldi,,merchants,0,0,,,,,estante in valencia partner with usodimare,
GR0029,13,,Grimaldi,,Agustin,,Agustin  Grimaldi ,Agustin Grimaldi,,merchants,0,1528,,,,,"estante Leon, partner with doria, proctor of Beatriz Bobadilla(SP02SP000594), e in Valencia",
GR0030,13,,Grimaldi,,Domenego,,Domenego  Grimaldi ,Domenego Grimaldi,,merchants,0,0,,,,,"estante Leon, partner with Doria",
GR0031,13,,Grimaldi,,Jeronimo,,Jeronimo  Grimaldi ,Jeronimo Grimaldi,04IT,merchants,0,0,,,,,estante Valencia,
GR0032,13,,Grimaldi,,Pedro,,Pedro  Grimaldi ,Pedro Grimaldi,04IT,merchants,0,0,,,,,estante Valencia,
GR0033,13,,Grimaldi,,Julian,,Julian  Grimaldi ,Julian de Grimaldi,,merchants,0,0,,,,,estante Lyon,
GR0034,13,GR0029,Grimaldi,,Maria,,Maria  Grimaldi ,Maria di Grimaldi,,,0,0,,,,,Daughter of Agustin di Grimaldo and heir of Jeronimo di Grimaldi,
GR0035,13,GR0029,Grimaldi,,Niclasina,,Niclasina  Grimaldi ,Niclasina di Grimaldi,,,0,0,,,,,Daughter of Agustin di Grimaldo and heir of Jeronimo di Grimaldi,
GR0098,13,,Grimaldi,,Lucian,,Lucian  Grimaldi ,Lucian de Grimaldo,,,0,0,,,,,father of bernaldo oberto and agustin,
GR0099,13,,Grimaldi,,Lucas,,Lucas  Grimaldi ,Lucas de Grimaldo,,,0,1504,,,,,father of luis de grimaldo,
GR0100,13,GR0098,Grimaldi,,Oberto,,Oberto  Grimaldi ,Oberto de Grimaldo,,,0,0,,,,,father of jacome,
GU0001,48,,de Gualterio,,Juan,,Juan  de Gualterio ,Juan Guialtedo,,merchants,0,0,,,,,Estante in castile,
GU0002,48,,de Gualterio,,Pedro,,Pedro  de Gualterio ,Pedro Guialtedo,,merchants,0,0,,,,,Estante in castile,
IG0001,,,Rodríguez,Fonseca,Juan,,Juan  Rodríguez Fonseca,Juan Rodriguez de Fonseca,,bishops,1452,1524,,,,,"Obispo de Badajos. was a Spanish archbishop, a courtier and bureaucrat, whose position as royal chaplain to Queen Isabella enabled him to become a powerful counsellor to Ferdinand and Isabella, the Catholic Monarchs, serving as the president of the Council of the Indies.",
IG0002,,,Madrigal,,Pedro,,Pedro  Madrigal ,fray Pedro de Madrigal,,friars,0,0,,,,,"vicario del monasterio de Santa María del Rosario de la villa de Bornos, de la orden de San Jerónimo",
IG0003,,,Gil,,,,  Gil ,fray Gil,,friars,0,0,,,,,procurador del monasterio de Santa María del Rosario de la villa de Bornos,
IG0004,,,Fernández,Soria,Luis,,Luis  Fernández Soria,Luis Fernández de Soria,,canons,0,0,,,,,canonigo de la iglesia de sevilla,
IG0005,,,Alondo,,Fernández,,Fernández  Alondo ,Alonso Fernández,,clergy,0,0,,,,,no order specified,
IG0006,,,Spinola,,Juan,,Juan  Spinola ,Juan Roberto de Spinola,,canons,0,0,,,,,canonigo de la iglesia de Toledo,
IG0007,,,Manrique,,Íñigo,,Íñigo  Manrique ,don Íñigo Manrique,,bishops,0,0,,,,,Bishop of Jaén,
IG0008,,,Burgos,,Alfonso,,Alfonso  Burgos ,don Alfonso de Burgos,,bishops,0,0,,,,,Bishop of Córdoba,
IG0009,,,Sánchez,Camacho,Bartolomé,,Bartolomé  Sánchez Camacho,Bartolomé Sánchez Camacho,,priests,0,0,,,,,mayordomo de la iglesia de san miguel en jerez,
IG0010,,,Rojas,,Luis,,Luis  Rojas ,Fray Luis de Rojas,,friars,0,0,,,,,San Miguel of Jerez,
IG0011,,,,,,,   ,Cardeal de Santa Anastasia,,cardinals,0,0,,,,,,
IG0012,,,Rodríguez,Meneses,Alonso,,Alonso  Rodríguez Meneses,Alonso Rodríguez de Meneses,,clergy,0,0,,,,,"presibitero, probably of lepe",
IG0013,,,Salazar,,Luis,,Luis  Salazar ,Luis de Salazar,,clergy,0,0,,,,,"presibitero, neighbour of gran canaria",
IG0014,,,,,Enrique,,Enrique   ,fray Enrique,,friars,0,0,,,,,"prior, convento del espiritu santo tenerife",
IG0015,,,Freitas,,Pedro,,Pedro  Freitas ,fray Pedro de Freitas,,friars,0,0,,,,,convento del espiritu santo tenerife,
IG0016,,,Machado,,Juan,,Juan  Machado ,fray Juan Machado,,friars,0,0,,,,,convento del espiritu santo tenerife,
IG0017,,,Bello,,Miguel,,Miguel  Bello ,fray Miguel Bello,,friars,0,0,,,,,convento del espiritu santo tenerife,
IG0018,,,Belorado,,Pedro,,Pedro  Belorado ,Don Pedro Belorado,,Inquisitor,0,0,,,,,"1497 abad of the monasterio de san pedro de cardeña, 1501 arzobispo de messina, inquisidor de sevilla y su arzobispado",
IG0019,,,Albanches,,Juan,,Juan  Albanches ,Juan de Albanches,,friars,0,0,,,,,1475 prior of san benito seville,
IG0020,,,Syrvendo,,Luis,,Luis  Syrvendo ,Fray luis Syrvendo,,friars,0,0,,,,,"comoendador de almaçao, recibidor del gran maestro de la orden de san juan de jerusalen (hopitaliers) uses rivarolo to transger funds form seville to barcelona",
IG0021,18,,Pinelli,,Pedro,,Pedro  Pinelli ,Pedro Pinello,,canons,0,0,,,,,mayordomo de la fabrica de la dicha santa iglesia,
IG0022,,,Ribera,,Pedro,,Pedro  Ribera ,Don Pedro de RiberA,,bishops,0,0,,,,,bishop of lugo,
IG0023,,,Ramírez,,Diego,,Diego  Ramírez ,Don Diego Ramírez,,bishops,0,0,,,,,bishop of albano,
IG0024,,,Quixada,,PEdro,,PEdro  Quixada ,Pedro Quixada,,clergy,0,0,,,,,neighbour Seville,
IG0025,18,,Pinelli,,Jeronimo,,Jeronimo  Pinelli ,Jeronimo Pinelo,,canons,0,0,,,,,maestrescuela y canonigo,
IG0026,,,Jiménez ,Cisneros,Francisco,,Francisco  Jiménez  Cisneros,Francisco Jiménez de Cisneros,,cardinals,0,0,,,,,"religious reformer, twice regent of Spain, Cardinal, Grand Inquisitor, promoter of the Crusades in North Africa, and founder of the Complutense University, today the Complutense University of Madrid",
IG0027,,,Fonseca,,Antonio,,Antonio  Fonseca ,Antonio de Fonseca,,bishops,1503,1557,,,,, Roman Catholic prelate and statesman who served as Bishop of Pamplona (1545-1557),
IG0028,,,Martínez,,Benito,,Benito  Martínez ,Benito Martinez,,priests,0,0,,,,,N San Salvador in Cuba,
IG0029,,,Días,,Francisco,,Francisco  Días ,Francisco Dias,,clergy,0,0,,,,,neighbout Jerez,
IG0030,,,Lujan,,Diego,,Diego  Lujan ,Don Diego de Lujam,,friars,0,0,,,,,Prior of the monastery of santa maria de las cuevas de la orden de la cartuja.,
IG0031,,,Guerrero,,Bartolome,,Bartolome  Guerrero ,Don Bartolome Guerrero,,priests,0,0,,,,,prist part of the monastery of santa maria de las cuevas de la orden de la cartuja.,
IG0032,,,Despino,,Alonso,,Alonso  Despino ,Don Alonso Despino,,priests,0,0,,,,,prist part of the monastery of santa maria de las cuevas de la orden de la cartuja.,
IG0033,,,Gurricio,,Gaspar,,Gaspar  Gurricio ,Don Gaspar Gurricio,,priests,0,0,,,,,prist part of the monastery of santa maria de las cuevas de la orden de la cartuja.,
IG0034,,,Aguero,,Jeronimo,,Jeronimo  Aguero ,Jeronimo de Aguro,,priests,0,0,,,,,prist part of the monastery of santa maria de las cuevas de la orden de la cartuja.,
IG0035,,,Escobar,,Alonso,,Alonso  Escobar ,Fray Alonso de Escobar,,friars,0,0,,,,,"Belong to the order of Saint Francis, travel to Santa Maria la Antigua del Darien",
IG0036,,,Rodríguez,Morales,Juan,,Juan  Rodríguez Morales,Juan Rodríguez de Morales,,clergy,0,0,,,,,goes to ciudad de mexico in 1540,
IG0037,,SP01SP000039,Isla,,Bernardino,,Bernardino  Isla ,Bernardino de Isla,,clergy,0,0,,,,,soneighbour Bernardino de Isla ,
IM0001,15,,Imperiale,,Pedro,,Pedro  Imperiale ,Pedro Imperiale,,merchants,0,0,,,,,"estante, partner with pietro centurione",
IM0002,15,,Imperiale,,Gaspar,,Gaspar  Imperiale ,Gaspar Imperiale,,merchants,0,0,,,,,rents the centurion nao la trisqueña and then has problems with the maestre but gives power to gaspar centurion to collect his debts,
IM0003,15,IM0005,Imperiale,,Otavian,,Otavian  Imperiale ,Otavian Imperiale,,merchants,0,0,,,,,estante in amberes.,
IM0004,15,IM0005,Imperiale,,Melchor,,Melchor  Imperiale ,Melchor Imperiales,,merchants,0,0,,,,,estante Seville,
IM0005,15,,Imperiale,,,,  Imperiale ,,,,0,0,,,,,father of melchor and otavian,
IM0006,15,,Imperiale,,Jacopo,Antonio,Jacopo Antonio Imperiale ,Jacopo Antonio Imperiale,,merchants,0,0,,,,,estante genoa,
IM0007,15,,Imperial,,Oberto,,Oberto  Imperial ,Oberto Imperial,,merchants,0,1477,,,,,estante Seville,
IN0001,33,,Incali,,Bernabe,,Bernabe  Incali ,Bernabe Incali,,merchants,0,0,,,,,"Estante, lends money for the seige of Baza",
IT0001,16,,Italiano,,Agustín,,Agustín  Italiano ,Agustín Italiano,,merchants,0,0,,,,,"Estante, in 1509 inhabits the court of the catholic kings and has as representative in Seville Franco di Negro, in 1516 regidor of Malaga",
IT0002,16,,Italiano,,Dimitir,,Dimitir  Italiano ,Dimitir Italiano,,merchants,0,0,,,,,Estante in Seville,
IT0003,16,,Italiano,,Juan,,Juan  Italiano ,Juan Italiano,,merchants,0,0,,,,,"father in law of Antonio de Sopranis, neighbour of Genoa",
IT0004,16,,Italiano,,Antonio,,Antonio  Italiano ,Antonio Italiano,,merchants,0,1511,,,,,estante in the Indias,
IT0005,16,,Italiano,,Pantaleon,,Pantaleon  Italiano ,Pantaleon Italiano,,merchants,0,0,,,,,,
IT0006,16,,Italiano,,Blasino,,Blasino  Italiano ,Blasino Italiano,,merchants,0,0,,,,,suported Lugo in the conquest of the canaries in turn got land in Tenerife that reportedly produced 300.000mrs a year,
IT0007,16,,Italiano,,Bonifacio,,Bonifacio  Italiano ,Bonifacio Italiano,,merchants,0,0,,,,,,
IT0008,16,IT0017,Italiano,,Pedro,,Pedro  Italiano ,Pedro Italiano,,merchants,0,0,,,,,estante and partner with pinello,
IT0009,16,,Italiano,,Francisco,,Francisco  Italiano ,Francisco Italian,,merchants,0,0,,,,,Estante in castile,
IT0010,16,IT0013,Italiano,,Dimitri,,Dimitri  Italiano ,Dimitri italian,,merchants,0,0,,,,,estante Cadiz,
IT0011,16,IT0013,Italiano,,Jacome,,Jacome  Italiano ,Jacome Italian,,merchants,0,0,,,,,estante Cadiz,
IT0012,16,,Italiano,,Rafael,,Rafael  Italiano ,Rafael Italiano,,merchants,0,0,,,,,estante Jerez,
IT0013,16,,Italiano,,,,  Italiano ,Ytalian,,merchants,0,0,,,,,father of dimetre and jacome,
IT0014,16,,Italiano,,Oberto,,Oberto  Italiano ,Oberto Ytalian,,merchants,0,0,,,,,estante Seville,
IT0015,16,IT0004,Italiano,,Catalian,,Catalian  Italiano ,Catalian Italian,,,0,0,,,,,"heir of Antonio Italian, her tutor is Balian Salvago",
IT0016,16,,Italiano,,Luis,,Luis  Italiano ,Luis Italian,,merchants,0,0,,,,,estante Lisbon,
IT0017,16,,Italiano,,Pedro,Batista,Pedro Batista Italiano ,Pedro Batista Italian,,merchants,0,1521,,,,,father of francisco,
IT0018,16,,Italiano,,Polite,,Polite  Italiano ,Polite Italiano,,merchants,0,0,,,,,estante Seville,
JA0001,22,,Jaro,,Jeronimo,,Jeronimo  Jaro ,Jeronimo Jaro,,merchants,0,0,,,,,Estante in castile,
JW0001,,,Capes,,Yuicef,,Yuicef  Capes ,Yuicef Capes,,merchants,0,0,,,,,neighbour lebrija,
LA0001,54,,Leardo,,Franco,,Franco  Leardo ,Franco Leardo,,merchants,0,1508,,,,,"Estante in Seville, in 1508 acts in the name of Francisco de Rivarolo. merchant stante in seville, held powere to deal with lawsuits from Batista de Domoculta in 1493, in 1495 gets trusted with the executioneighbour Francisco Sopranis Goods after his deat, along side Bernaldo Pinello. Work entrusted to the Consuls de la Lonja.",
LA0002,54,,Leardo,,Franco,,Franco  Leardo ,Franco Leardo,,merchants,0,0,,,,,Estante in castile,
LA0003,54,,Leardo,,Juan,,Juan  Leardo ,Juan Leardo,,merchants,0,0,,,,,Estante in castile,
LA0004,54,,Leardo,,Francisco,,Francisco  Leardo ,Francisco Leardo,,merchants,0,0,,,,,lost his property in the canary after the expropiation by the queen,
LA0005,54,,Leardo,,Agustín,,Agustín  Leardo ,Agustín Leardo,,merchants,0,0,,,,,Estante in castile,
LA0006,54,,Leardo,,Luco,,Luco  Leardo ,Luco Leardo,,merchants,0,0,,,,,Estante in castile,
LA0007,54,,Leardo,,Pedro,Juan,Pedro Juan Leardo ,Pedro Juan Leardo,,merchants,0,0,,,,,estante  santa cruz de tenerife,
LE0001,39,,Lecari,,Pedro,,Pedro  Lecari ,Pedro de Lercaro,,merchants,0,0,,,,,consul de la lonja 1495,
LE0002,39,,Lecari,,Domenego,,Domenego  Lecari ,Domenego Lercaro,,merchants,0,0,,,,,Estante in castile,
LE0003,39,LE0004,Lecari,,Oton,,Oton  Lecari ,Oton Lecaro,,merchants,0,0,,,,,estante Seville,
LE0004,39,,Lecari,,Andrea,,Andrea  Lecari ,Andrea Lecaro,,merchants,0,0,,,,,neighbour Genoa,
LE0005,39,,Lecari,,Fernando,,Fernando  Lecari ,Fernando de Lecaro,,merchants,0,0,,,,,"neighbour bilbao, 1/3 owner of nao st maria",
LE0006,39,,Lecari,,Juan,,Juan  Lecari ,Juan de Lecaro,,merchants,0,0,,,,,estante Salvatierra,
LE0007,39,,Lecari,,Alejandro,,Alejandro  Lecari ,Alejandro Locar,,merchants,0,0,,,,, trades in  captives,
LI0001,45,,Liñan,,Mateo,,Mateo  Liñan ,Mateo Liñan,,merchants,0,0,,,,,Estante in castile,
LM0001,84,,de Lerma,,Domenego,,Domenego  de Lerma ,Domenego de Lerma,,merchants,0,0,,,,,,
LM0002,84,,de Lerma,,García,,García  de Lerma ,Garcia de Lerma,,,0,0,,,,,contino of the emperor,
LM0003,84,,de Lerma,,Juan,,Juan  de Lerma ,Juan de Lerma,,public officers,0,0,,,,,Accountant of the emperor,
LO0001,9,,Lomellini,,Juan,,Juan  Lomellini ,Juan Lomellini,,merchants,0,0,,,,,"estante. in the late fifteen century known to have aquierd debt with Lucian de Spinola, and to sell leather in Genova, represented Rodrigo de Puebla in a reclamation against the Rivarolo Jacome and Francesco. Know to have been involved in the exchange of Maravedies and Doblas to Francesco di Negro",
LO0002,9,,Lomellini,,Pantaleón,,Pantaleón  Lomellini ,Pantaleón Lomellin,,merchants,0,0,,,,,"Merchant in the sixteen century receved permission to take a Horse to Portugal, and had Jacomo de Cassana endorsment",
LO0003,9,,Lomellini,,Cosme,,Cosme  Lomellini ,Cosme Lomellini,,merchants,0,0,,,,,Estante in castile,
LO0004,9,,Lomellini,,Agustin,,Agustin  Lomellini ,Agustin Lomellini,,merchants,0,1506,,,,,"his heirs recived a letter of exchange in Leon, coming form Martin centurion in Valencia.",
LO0005,9,LO0006,Lomellini,,Cattaneo,,Cattaneo  Lomellini ,Cattaneo Lomellini,,merchants,0,0,,,,,"Neighbour of Genoa, soneighbour micer Batista Lomellini",
LO0006,9,,Lomellini,,Batista,,Batista  Lomellini ,Batista Lomellini,,merchants,0,0,,,,,Father of Cattaneo Lomellini,
LO0007,9,,Lomellini,,Julián,,Julián  Lomellini ,Julián Lomellini,,merchants,0,1508,,,,,Estante in Seville,
LO0008,9,,Lomellini,,Nicolás,,Nicolás  Lomellini ,Nicolás Llomelin,,merchants,0,0,,,,,"appears in what seems like a requirement or dispute from the Doria in Genoa to the centurion in Seville. the problem is that the translation into spanish is very incoherent, wether because of the transcription or the translation. not was made to check the original in Genoa if possible",
LO0009,9,,Lomellini,,Tomás,,Tomás  Lomellini ,Tomás Lomellini,,merchants,0,0,,,,,Neighbour of Genoa,
LO0010,9,,Lomellini,,Juan,Batista,Juan Batista Lomellini ,Juan Batista Lomellini,,merchants,0,0,,,,,part of the centurion trade circuit,
LO0011,9,,Lomellini,,Agustin,,Agustin  Lomellini ,Agustin Lomellini,,merchants,0,0,,,,,part of the centurion trade circuit,
LO0012,9,,Lomellini,,Benito,,Benito  Lomellini ,Benito Lomellini,,merchants,0,0,,,,,Estante in castile,
