id,family id,parent id,1st last name,2nd last name,first name,middle name,Formalized name,full name,birth_place,occupation,Birth_year,death_year,partner first name,parner 1st last name,partner 2nd last name,partner id,statement,Column1
AD0001,11,,Adorno,,Lorenzo,,Lorenzo  Adorno ,Lorenzo Adorno,,merchants,0,0,,,,,estante in castile,
AD0002,11,AD0009,Adorno,,Luco,Batista,Luco Batista Adorno ,Luca Battista Adorno,,merchants,0,1517,,,,,"Estante in Seville, owns house at Santa María at calle de Bayona",This is Luca Battista Adorno q. Niccolò
AD0003,11,,Adorno,,Bernaldo,,Bernaldo  Adorno ,Bernaldo Adorno,,merchants,0,0,,,,,"partner with Jerónimo Giustiniano y de Francisco Giustiniani, and Juan Baptista de Moneglia. they have a contract to take orchilla to Bruges",This is probably Bernardo Adorno q. Gabriele
AD0004,11,,Adorno,,Niculoso,,Niculoso  Adorno ,Niculoso Adorno,,merchants,0,0,,,,,Estante in castile,
AD0005,11,,Adorno,,Andrea,,Andrea  Adorno ,Andrea de Adorno,,merchants,0,0,,,,,Estante in castile,
AD0006,11,,Adorno,,Esteban,,Esteban  Adorno ,Esteban Adorno,,merchants,0,0,,,,,neighbour jerez,
AD0007,11,,Adorno,,Francisco,,Francisco  Adorno ,Francisco Adorno,,merchants,0,0,,,,,neighbour jerez,
AD0008,11,AD0009,Adorno,,Bartolome,,Bartolome  Adorno ,Bartolome Adorno,,merchants,0,0,,,,,estante seville,
AD0009,11,,Adorno,,,,  Adorno ,,,,0,0,,,,,father of luco y bartolome,
AD0010,11,,Adorno,,Domenego,,Domenego  Adorno ,Domenico Adorno,,merchants,0,1513,Peretina,Giustiniani,,AD0011,neighbour genoa,This is Domenico Adorno q. Gregorio q. Battista
AD0011,11,,Giustiniani,,Peretina,,Peretina  Giustiniani ,Peretina Giustiniani,,,0,0,Domenego,Adorno,,AD0010,neighbour genoa,This is Peretta Giustiniani q. Gabriele
AD0012,11,,Adorno,,Lucrecia,,Lucrecia  Adorno ,Luquesia Adorno,,,0,0,,,,,involve in a double marriage with nicoloso giustiniani,
AD0013,11,,Adorno,,Jacome,,Jacome  Adorno ,Jacome Adorno,,merchants,0,0,,,,,estante jerez,
AD0014,11,,Adorno,,Leonis,,Leonis  Adorno ,Leonis Adorno,,merchants,0,1525,Maria,Ayala,,SP26SP001869,neighbour jerez,
AD0015,11,,Adorno,,Agustin,,Agustin  Adorno ,Agustin Adorno,,public officers,0,0,,,,,"neighbour Jerez collacion Salvador, 24 de Jerez",
AI0001,29,,Aimario,,Bernaldo,,Bernaldo  Aimario ,Bernaldo Aimari,,merchants,0,0,,,,,Estante lends money to the siege of Baza,
AI0002,29,,Aimario,,Bernabé,,Bernabé  Aimario ,Bernabé Aimari,,merchants,0,0,,,,,Estante in castile,
AI0003,29,,Aimario,,Benito,,Benito  Aimario ,Benito Aimari,,merchants,0,0,,,,,Estante in castile,
AI0004,29,AI0005,Aimario,,Juan,Batista,Juan Batista Aimario ,Juan Batista Ymare,,merchants,0,0,,,,,Estante in castile,
AI0005,29,,Aimario,,Francisco,,Francisco  Aimario ,Francisco Ymare,,,0,1501,,,,,father of juan batista,
AN0001,95,AN0002,de Goano,,Francisco,,Francisco  de Goano ,Francisco de Guan,,merchants,0,0,,,,,neighbour genoa,
AN0002,95,,de Goano,,Guildardo,,Guildardo  de Goano ,Guildardo de Guan,,merchants,0,1508,,,,,father of francisco,
AN0003,95,,de Goano,,Peligro,,Peligro  de Goano ,Peligro di Guano,,merchants,0,0,,,,,estante seville,
AN0004,95,,de Goano,,Lope,,Lope  de Goano ,Lope de Guano,,merchants,0,0,,,,,estante Salvatierra,
AP0001,58,,de Ponte,,Lorenzo,,Lorenzo  de Ponte ,Lorenzo de Aponte,,merchants,0,0,,,,,Estante in Cadiz,
AP0002,58,,de Ponte,,Cristóbal,,Cristóbal  de Ponte ,Cristóbal de Aponte,,merchants,0,0,,,,,neighbour seville,
AP0003,58,,de Ponte,,Rafael,,Rafael  de Ponte ,Rafael Aponte,,merchants,0,0,,,,,Estante in castile,
AR0001,60,,de Alba,,Lázaro,,Lázaro  de Alba ,Lázaro de Arba,,merchants,0,0,,,,,"estante in seville, consul de la lonja in 1509",
AR0002,60,,de Alba,,Francisco,,Francisco  de Alba ,Francisco Larca,,merchants,0,1521,,,,,Estante in castile,
AR0003,60,,de Alba,,antonio,,antonio  de Alba ,Antonio Arba,,merchants,0,1508,,,,,"brother of lazaro, dead in niza",
AZ0001,,,de Marini,,Donatyno,,Donatyno  de Marini ,Donatyno de Marini,,merchants,0,0,,,,,estante in Cordoba,
AZ0002,,,Gorricio,,Melchor,,Melchor  Gorricio ,Melchor Gorricio,,merchants,0,0,,,,,"brother of Antonio, named lobardo and his brother genoese",
AZ0003,,,Gorricio,,Francisco,,Francisco  Gorricio ,Francisco Gorricio,,merchants,0,0,,,,,"brother of Francisco, named lobardo and his brother genoese",
AZ0004,,,Rufaldi,,Jerónimo,,Jerónimo  Rufaldi ,Jerónimo Rufaldi,11IT,merchants,0,0,,,,,merchant  named florentine some times,
AZ0005,,,Bochino,,Niculao,,Niculao  Bochino ,Niculao Bocchino,,merchants,0,0,,,,,"estante in Cadiz, venetian part of bartolomeo sopranis circuit with that city",
AZ0006,,,Estella,,Bartolomé,,Bartolomé  Estella ,Bartolomé Estela,08IT,merchants,0,0,,,,,partner with Jacome de Grimaldo,
AZ0007,,,Sanguinetti,,Rafael,,Rafael  Sanguinetti ,Rafael Sanguineti,,merchants,0,0,,,,,"Estante, factor of Esteban centurione",
AZ0008,,,Carminati,,Juan,Jacome,Juan Jacome Carminati ,Juan Jacome de Carminati,,merchants,0,0,,,,,lombard trades in tenerife,
AZ0009,,,Milan,,Bartolomé,,Bartolomé  Milan ,Bartolomé de Milan,,merchants,0,0,,,,,lombard trades in tenerife,
AZ0010,,,Pavona,,Diego,,Diego  Pavona ,Diego de Pavona,,agents,0,0,,,,,procurador of marco castiglione,
AZ0011,,,Estella,,Lorenzo,,Lorenzo  Estella ,Lorenzo Estella,,merchants,0,0,,,,,"said to be Genoese, partner with baquina and de Clavica",
AZ0012,,,Caranella,,Diego,,Diego  Caranella ,Diego Caranella,,merchants,0,0,,,,,neighbour of seville,
AZ0013,,,Herber,,Petrochino,,Petrochino  Herber ,Petrochino de Herber,09IT,merchants,0,0,,,,,partner with Jeronimo de Grimaldo,
AZ0014,,,Gilardin,,Juan,Alberto,Juan Alberto Gilardin ,Juan Alberto Gilardin,,merchants,0,0,,,,,trades in sugar,
AZ0015,,,Bonesene,,Jerónimo,,Jerónimo  Bonesene ,Jerónimo Bonesene,11IT,merchants,0,0,,,,,,
AZ0016,,,Colom,,Tomas,,Tomas  Colom ,Tomas Colom,,merchants,0,0,,,,,,
AZ0017,,,Tafur,,Alonso,,Alonso  Tafur ,Alonso Tafur,,captains,0,0,,,,,"probably from Ancona, captaineighbour the navio de Luis Fernandez",
AZ0018,,,Rosa,,Antonelo,,Antonelo  Rosa ,Antonelo de la Rosa,,merchants,0,0,,,,,estante in Palermo,
AZ0019,,,Corella,,Melchor,,Melchor  Corella ,Melchor Corella,13IT,merchants,0,0,,,,,estante in seville,
AZ0020,,,Fransesquin,,Cristobal,,Cristobal  Fransesquin ,Cristobal Fransesquin,13IT,merchants,0,0,,,,,estante in cadiz,
AZ0021,,,Estella,,Silvestre,,Silvestre  Estella ,Silvestre estrella,,merchants,0,0,,,,,estante seville,
AZ0022,,,Rosa,,Francisco,,Francisco  Rosa ,Francisco Roza,,merchants,0,0,,,,,sicilian,
AZ0023,,,Martinego,Villachiara,Bartolomeo,,Bartolomeo  Martinego Villachiara,Bartolomeo Martinengo di Villachiara,08IT,public officers,0,0,,,,,"gobernor, Bartolomeo III Martinengo di Villagana (Brescia, 1487 – 1558) ",
AZ0024,,,Fantoni,,Jacomo,,Jacomo  Fantoni ,Jacomo Fantoni,,merchants,0,0,,,,,estante medina del campo,
AZ0025,,,Bonese,,Sebastian,,Sebastian  Bonese ,Sebastian Bonese,11IT,merchants,0,0,,,,,estante seville,
AZ0026,,,Abrujats,,Pablo,,Pablo  Abrujats ,PAblo abrujas,11IT,merchants,0,0,,,,,estante seville,
AZ0027,,,Casanova,,Pelegro,,Pelegro  Casanova ,Pelegro Casanova,,merchants,0,0,,,,,Estante Castile,
AZ0028,,,Remodin,,Marcos,,Marcos  Remodin ,Marcos de Remodin,,merchants,0,0,,,,,"Micer, from bologna",
AZ0029,,,Veneri,,Pellegrino,,Pellegrino  Veneri ,Pellegrino Venery,10IT,merchants,0,0,,,,,venetian trader of pepper,
AZ0030,,,Basso,,Antonio,,Antonio  Basso ,Antonio Basso,,merchants,0,0,,,,,"estante in seville, book merchant",
AZ0031,,,Affaittati,,Juan,Francisco,Juan Francisco Affaittati ,Juan Francisco Affaittati,,merchants,0,0,,,,,estante Lisbon,
AZ0032,,,Belogio,,Nicolas,,Nicolas  Belogio ,Nicolas Belogi,,merchants,0,0,,,,,"may be belogi or bellagio, estante ineighbour Toledo",
AZ0033,,,Segnorini,,Francisco,,Francisco  Segnorini ,Francisco Segnorini,11IT,merchants,0,0,,,,,estante in Valencia partner with vidania and burgarini,
AZ0034,,,Burgarini,,Batista,,Batista  Burgarini ,Batista Burgarini,,merchants,0,0,,,,,estante in Valencia partner with vidania and burgarini,
AZ0035,,,Vidania,,Perot,,Perot  Vidania ,Perot Vidania,,merchants,0,0,,,,,estante in Valencia partner with Segnorini and burgarini,
AZ0036,,,Guiso,,Nicolas,,Nicolas  Guiso ,Nicolas Guiso,,merchants,0,0,,,,,estante Seville partner with sauli in leon,
AZ0037,,,Basso,,Alfonso,,Alfonso  Basso ,Alfonso Basso,,merchants,0,0,,,,,neighbour seville collacionsan isidro,
AZ0038,,,Affaittati,,Pablo,,Pablo  Affaittati ,Pablo Affaittati,,merchants,0,0,,,,,"estante in Seville, partner with bonese",
AZ0039,,,Melgosa,,Antonio,,Antonio  Melgosa ,Antonio Melgosa,,merchants,0,0,,,,,estante medina del campo,
AZ0040,,,Melgosa,,Andres,,Andres  Melgosa ,Andres Melgosa,,merchants,0,0,,,,,estante medina del campo,
AZ0041,,,Cornelli,,Batista,,Batista  Cornelli ,Batista Cornelli,,merchants,0,0,,,,,"estante in Villalon lombard,partner with Bassignana",
AZ0042,,,Cornelli,,Nicolao,,Nicolao  Cornelli ,Nicolao Cornelli,,merchants,0,0,,,,,"estante in Villalon lombard,partner with Bassignana",
AZ0043,,,Cornelli,,Silvestre,,Silvestre  Cornelli ,Silvestre Cornelli,,merchants,0,0,,,,,"estante in Villalon lombard,partner with Bassignana",
AZ0044,,,Novara,,Urban,,Urban  Novara ,Urban de Novara,,merchants,0,0,,,,,neighbour Valencia lombard,
AZ0045,,,Pozzobonelli,,Francisco,,Francisco  Pozzobonelli ,Francisco Pozzobonelli,,merchants,0,0,,,,,neighbour Valencia lombard,
AZ0046,,,Panigarola,,Paolo,,Paolo  Panigarola ,Paolo Panigarola,,merchants,0,0,,,,,neighbour Valencia lombard,
AZ0047,,,Cappa,,Francesco,,Francesco  Cappa ,Francesco della Cappa,,merchants,0,0,,,,,neighbour Seville,
AZ0048,,,Cortesi,,Antonio,,Antonio  Cortesi ,Antonio Cortesi,,merchants,0,0,,,,,neighbour Valencia,
AZ0049,,,Bonaparte,,Matteo,,Matteo  Bonaparte ,Matteo di Bonaparte,,merchants,0,0,,,,,neighbour Valencia,
AZ0050,,,Laudi,,Paolo,,Paolo  Laudi ,Paolo Laudi,,merchants,0,0,,,,,neighbour Valencia,
AZ0051,,,Colapizulo,Aquila,Martino,,Martino  Colapizulo Aquila,Martino de Colapizulo dellAquila,,merchants,0,0,,,,,Estante in castile,
AZ0052,,,Nicolini,,Donato,,Donato  Nicolini ,Donato Nicolini,,merchants,0,0,,,,,"estante Seville, seems venetian",
AZ0053,,,Bonaparte,,Battista,,Battista  Bonaparte ,Battista Bonaparte,,merchants,0,0,,,,,"estante Valencia, seems brother o matteo",
AZ0054,,,Cirlo,,Battista,,Battista  Cirlo ,Battista Cirlo,,merchants,0,0,,,,,estante Valencia,
AZ0055,,,Milan,,Francesco,,Francesco  Milan ,Francesco de Milan,,merchants,0,0,,,,,estante Valencia,
AZ0056,,,Agnello,,Giovanni,,Giovanni  Agnello ,Giovanni dellagnello,,merchants,0,0,,,,,estante Valencia,
AZ0057,,,Caboto,,Nicola,,Nicola  Caboto ,Nicola Caboto,,merchants,0,0,,,,,may be related to Sebastiano,
AZ0058,,,Becarini,,Nicola,,Nicola  Becarini ,Nicola Becarini,,merchants,0,0,,,,,"Sienes, estante Valencia",
AZ0059,,,Lanis,,Alonso,,Alonso  Lanis ,Alonso de Lanis,,merchants,0,0,,,,,estante Seville,
AZ0060,,,Lanis,,Juan,,Juan  Lanis ,Juan de Lanis,,merchants,0,0,,,,,estante Valencia,
AZ0061,,,Bonese,,Giuliano,,Giuliano  Bonese ,Giuliano Bonese,,merchants,0,0,,,,,estante Valencia,
AZ0062,,,Ancona,,Antonio,Jacobo,Antonio Jacobo Ancona ,Antonio Jacobo de Ancona,,merchants,0,0,,,,,"estante Valencia, proctor of Cesare bardi",
AZ0063,,,Renoldi,,Jacobo,,Jacobo  Renoldi ,Jacobo Renoldi,,merchants,0,0,,,,,"estante Valencia, proctor of Cesare bardi",
AZ0064,,,Simonoli,,Francisco,,Francisco  Simonoli ,Francisco Simonoli,18IT,merchants,0,0,,,,,pisan trading slaves in Genoa and Pisa,
AZ0065,,,Trisban,,Andrea,,Andrea  Trisban ,Andrea Trisban,,merchants,0,0,,,,,merchant trade in slaves in valencia,
AZ0066,,,Passa,Manello,Adrian,,Adrian  Passa Manello,Adrian Passa Manello,,merchants,0,0,,,,,"Lombard, merchant trade in slaves in valencia",
AZ0067,,,Caboto,,Lorenzo,,Lorenzo  Caboto ,Lorenzo Caboto,,merchants,0,0,,,,,estante Valencia,
AZ0068,,,Cani,,Jeronimo,,Jeronimo  Cani ,Jeronimo Cani,,merchants,0,0,,,,,"estante valencia, probably venetian",
AZ0069,,,Pelegrino,,Tomas,Mateo,Tomas Mateo Pelegrino ,Tomas de Mateo Pelegrino,,maritime pilots,0,0,,,,,"neighbour Messina, maestre of nao Santa Maria.",
AZ0070,,,Costa,,Jeronimo,,Jeronimo  Costa ,Jeronimo Costa,,maritime pilots,0,0,,,,,"neighbour Messina, maestre of nao Santa Maria de la Gracia.",
AZ0071,,,Barlete,,Niculao,,Niculao  Barlete ,Niculao de Barlete,,merchants,0,0,,,,,"estante Seville, from Naples",
BA0001,37,BA0002,Baro,,Jerónimo,,Jerónimo  Baro ,Jerónimo Baro,,apothecaries,0,0,,,,,"Genoes boticario estante en Sevilla, vecino in 1508, in collacion de Santa Maria, also appears as Baron in 1508",
BA0002,37,,Baro,,Guillermo,,Guillermo  Baro ,Guillermo Baro,,apothecaries,0,0,,,,,"Genoes boticario estante en Sevilla, vecino in 1479",
BA0003,37,,Baro,,Bernabé,,Bernabé  Baro ,Bernabé de Naro,,merchants,0,0,,,,,genoese neighbout in seville with a store and pharmacy working on inks,
BA0004,37,,Baro,,Cristobal,,Cristobal  Baro ,Cristobal de Baro,,agents,0,0,,,,,factor of the Casa de la Especieria de A Coruna,
BAL001,87,,Balbi,,Cristóbal,,Cristóbal  Balbi ,Cristoforus Balbus,,merchants,0,0,,,,,Neighbour Puerto de Santa Maria,
Bç0001,97,,Barca,,Francisco,,Francisco  Barca ,Francisco de Barça,,merchants,0,0,,,,,neighbour Genoa partner with the cattaneo,
Bç0002,97,,Barca,,Jacomo,,Jacomo  Barca ,Jacomo de Barça,,merchants,0,0,,,,,neighbour Genoa partner with the cattaneo,
BD0001,98,,Bordone,,Polo,,Polo  Bordone ,Polo Bordon,,merchants,0,0,,,,,neighbour vale de la chiva y de aroca supposed to be under genoese control,
BD0002,98,BD0001,Bordone,,Anton,,Anton  Bordone ,Anton Bordon,,merchants,0,0,,,,,neighbour vale de la chiva y de aroca supposed to be under genoese control,
BG0001,99,,Boccanegra,,Luis,,Luis  Boccanegra ,Luis de Bocanegra,,public officers,0,0,,,,,"neighbour Baza, alcaide de la encomienda de socovos en murcia",
BG0002,99,,Boccanegra,,Juan,,Juan  Boccanegra ,Juan Bocanegra,,merchants,0,0,,,,,estante Seville,
BL0001,34,,Orlo,,Carlo,,Carlo  Orlo ,Carlo Borlo,,merchants,0,0,,,,,"Estante, lends money for the seige of Baza",
BN0001,96,BN0003,Bondenario,,Bartolomé,,Bartolomé  Bondenario ,Bartolomé Bondinar,,merchants,0,0,,,,,"estantestante Gran Canaria, brother of leonardo",
BN0002,96,BN0003,Bondenario,,Leonardo,,Leonardo  Bondenario ,Leonardo Bondinar,,merchants,0,0,,,,,"estantestante Gran Canaria, brother of bartolome",
BN0003,96,,Bondenario,,Jacomo,,Jacomo  Bondenario ,Jacomo Bondinar,,merchants,0,1506,,,,,father of bartolome and Leonardo,
BO0001,23,,de Bonvicino,,Esteban,,Esteban  de Bonvicino ,Esteban Bonvicino,,merchants,0,1508,,,,,Estante in castile,
BO0002,23,,de Bonvicino,,Antonio,,Antonio  de Bonvicino ,Antonio Bonvicino,14IT,merchants,0,0,,,,,neighbour Savona,
BO0003,23,,de Bonvicino,,Madaleta,,Madaleta  de Bonvicino ,Madaleta Bonvicino,14IT,,0,0,,,,,"neighbour,  mother of antonio and esteban bonvicino",
BR0001,8,,Brine,,Silvestre,,Silvestre  Brine ,Silvestre de Brine,,merchants,0,0,,,,,"partner with Cosme de Rivarolo, his son travelled with Gaspar Cassana",
BR0002,8,,Brine,,Ginés,,Ginés  Brine ,Ginés de Brine,,merchants,0,0,,,,,Estante,
BR0003,8,,Brine,,Diego,,Diego  Brine ,Diego de Brine,,merchants,0,0,,,,,merchant with the nort of africa,
BR0004,8,,Brine,,Esteban,,Esteban  Brine ,Esteban Brine,,servants,0,0,,,,,Estante in castile,
BR0005,8,,Brine,,FErnando,,FErnando  Brine ,Fernando de Briones,,merchants,0,0,,,,,estante Santo Domingo,
BR0006,8,,Brine,,Batista,,Batista  Brine ,Batista de Brine,,merchants,0,0,,,,,"estante Seville, partner with Leardo",
BS0001,72,,de Bassignana,,Leonardo,,Leonardo  de Bassignana ,Leonardo de Bassignana,,merchants,0,0,,,,,estante in medina del campo,
BS0002,72,,de Bassignana,,Pero,Benito,Pero Benito de Bassignana ,Pero Benito de Bassignana,,merchants,0,0,,,,,estante in medina del campo,
BS0003,72,,de Bassignana,,Esteban,,Esteban  de Bassignana ,Estaban de Bassignana,,merchants,0,0,,,,,,
BS0004,72,,de Bassignana,,Pero,Benito,Pero Benito de Bassignana ,Pero Benito Bassignana,,merchants,0,0,,,,,estante Seville,
CA0001,1,CA0002,Cassana,,Andrea,,Andrea  Cassana ,Andrea de Cassana,,merchants,0,0,,,,,"Merchant in the late fifteen century and early sixteen. He was awarded by King D. Giovanni II in 18 March 1490, the monopoly of commer of Guado from the Tercian Island in the Azores. He was a Estante in Seville. He is also Linked to Francesco de Rivarolo in the Canary Islands. Other known partners are Oberto di Negro and Jacome Rivarolo.",
CA0002,1,CA0100,Cassana,,Bartolomé,,Bartolomé  Cassana ,Bartolomé de Cassana,,merchants,0,1510,Virgidina,Cassana,,CA0003,Merchant in the late fifteen century known to sell leather in Genova,
CA0003,1,,Cassana,,Virgidina,,Virgidina  Cassana ,Virgidina de Cassana,,,0,0,,,,,"Wife of Bartolomé de Cassana, mother of Frnacisco and Luca Cassana",
CA0004,1,CA0100,Cassana,,Cristóbal,,Cristóbal  Cassana ,Cristóbal de Cassana,,merchants,0,0,,,,,Merchant in the late fifteen century known to sell leather in Genova,
CA0005,1,CA0002,Cassana,,Francisco,,Francisco  Cassana ,Francisco Cassana,,merchants,0,0,,,,,"Merchant estante in Seville brother of Luca Cassana, There is no documental evidence that would suggest Francisco was resident in Seville, but there is a homonym at Jerez de la Frontera. In 1509 there is a Francisco de Cassana buying Velvet from Nicolau Grimaldo and Duardo Doria. soneighbour Bartolome Cassana",
CA0006,1,CA0002,Cassana,,Luca,,Luca  Cassana ,Luca de Cassana,,merchants,0,0,,,,,"received from D. Joao III a Coat of Armas and entered into the Portuguese nobility, he was a very wealthy resident of Agra, at the Island of Terceira in the Azores.",
CA0007,1,,Cassana,,Jacome,,Jacome  Cassana ,Jacome de Cassana,,merchants,0,0,,,,,"Estante, may be the same jacome",
CA0008,1,CA0099,Cassana,,Luco,,Luco  Cassana ,Luco Cassana,,merchants,0,0,,,,,"Brother of Juan Antón Cassana,",
CA0009,1,CA0099,Cassana,,Juan,Antón,Juan Antón Cassana ,Juan Antón Cassana,,merchants,0,0,,,,,"Brother of Luco Cassana, estante",
CA0010,1,,Cassana,,Julián,,Julián  Cassana ,Julián de Cassana,,merchants,0,0,,,,,"Merchant estante in Seville, merchant of tin",
CA0011,1,,Spinola,Cassana,Francisco,,Francisco  Spinola Cassana,Francisco de Spinola de Cassana,,merchants,0,0,,,,,Estante in castile,
CA0012,1,,Cassana,,Ambrosio,,Ambrosio  Cassana ,Ambrosio de Cassana,,merchants,0,0,,,,,"Estante, factor of Rivarolo in Cadiz",
CA0013,1,,Cassana,,Jacomo,,Jacomo  Cassana ,Jacomo de Cassana,,merchants,0,0,,,,,"Estante Factor of Rivarolo in the Canary, may be the same jacomo",
CA0014,1,,Cassana,,Maria,,Maria  Cassana ,Maria de Cassana,,,0,0,Domingo,Vieira,d'Azevedo,,,
CA0015,1,,Cassana,,Jeronimo,,Jeronimo  Cassana ,Jeronimo de Cassana,,merchants,0,0,,,,,,
CA0016,1,,Cassana,,Pedro,,Pedro  Cassana ,Pedro Cazalla,,conquistadors,0,0,,,,,part of the conquest of gran canary and albañil,
CA0017,1,,Cassana,,Juan,,Juan  Cassana ,Juan de Cazalla,,,0,0,,,,,neighbour of Santiago de los caballeros probably no longer self id as genoese,
CA0018,1,,Cassana,,Diego,,Diego  Cassana ,Diego de Cazalla,,,0,0,,,,,,
CA0019,1,,Cassana,,Fernando,,Fernando  Cassana ,Fernando de Cazalla,,agents,0,0,,,,,neighbour of seville,
CA0020,1,,Cassana,,Jorge,,Jorge  Cassana ,Jorge de Caçan,,merchants,0,0,,,,,estante Seville,
CA0021,1,,Cassana,,Gonzalo,,Gonzalo  Cassana ,Gonzalo de Cazalla,,,0,0,,,,,neighbour Santo Domingo,
CA0023,1,,Cassana,,Manolin,,Manolin  Cassana ,Manolin de Casyna,,merchants,0,0,,,,,estante Jerez,
CA0024,1,,Cassana,,Paulus,,Paulus  Cassana ,Paulus Cassana,,merchants,0,0,,,,,estante Cadiz,
CA0099,1,,Cassana,,nn,,nn  Cassana ,,,merchants,0,0,,,,,Father of Luco and Juan Anton,
CA0100,1,,Cassana,,Antonio,,Antonio  Cassana ,Antonio de Cassana,,merchants,0,0,,,,,"father of Bartolomé and Cristóbal, identification comes from Espelho Cristalino by Frei Diogo Das Chagas.",
CC0001,30,,Cicala,,Bartolome,,Bartolome  Cicala ,Bartolome de Cicala,,merchants,0,0,,,,,"Estante Seville, lends money to the siege of Baza",
CC0002,30,,Cicala,,Bernabé,,Bernabé  Cicala ,Bernabé Cicala,,merchants,0,0,,,,,"Estante Seville, lends money to the siege of Baza",
CC0003,30,,Cicala,,Felipo,,Felipo  Cicala ,Felipo Cicala,,merchants,0,1508,,,,,estante Granada,
CC0004,30,,Cicala,,Juan,,Juan  Cicala ,Juan Cicala,,merchants,0,0,,,,,neighbour Jerez,
CD0001,78,,Cardarina,,Velerio,,Velerio  Cardarina ,Valerio Carderina,,merchants,0,0,,,,,factor of Francisco Rivarolo 1511,
CE0001,5,,Centurione,,Flérigo,,Flérigo  Centurione ,Termo Centurione,,merchants,0,0,Francisca,Centurione,,,"also know as TermoFather to Martin, Melchor, Gaspar, Esteban",
CE0002,5,,Centurione,,Agna,,Agna  Centurione ,Ana Centurione,,,0,0,,,,,neighbour of Seville,
CE0003,5,,Centurione,,Marco,,Marco  Centurione ,Marco Centurione,,merchants,0,1511,,,,,Involve in the movement of money form Seville to Genova in service to Francesco di Negro and Clérigo di Negro,
CE0004,5,CE0003,Centurione,,Batista,,Batista  Centurione ,Batista Centurione,,merchants,0,0,,,,,"Soneighbour Marco Centuirione, neighbour of genova",
CE0005,5,CE0001,Centurione,,Martín,,Martín  Centurione ,Martín Centurione,,merchants,0,0,,,,,"Estante, brother of Esteban and Gaspar, soneighbour Termo Centurione",
CE0006,5,CE0001,Centurione,,Melchor,,Melchor  Centurione ,Melchor Centurione,,merchants,0,0,,,,,"Brother of Esteban Centurione, Gaspar Centurione, and Martín Centurione, soneighbour Termo Centurione,",
CE0007,5,,Centurione,,Pietro,,Pietro  Centurione ,Pietro Centurione,,merchants,0,0,,,,,Merchant estante in Seville partner with pedro imperiale,
CE0008,5,CE0001,Centurione,,Gaspar,,Gaspar  Centurione ,Gaspar Centurione,,merchants,0,0,,,,,"Brother of Esteban Centurione, and Martín Centurione, soneighbour Termo Centurione",
CE0009,5,,Centurione,,Pedro,,Pedro  Centurione ,Pedro Centurione,,merchants,0,0,,,,,"Estante Seville, partner with Perseval Cattaneo",
CE0010,5,CE0001,Centurione,,Esteban,,Esteban  Centurione ,Esteban Centurione,,merchants,0,0,,,,,"Merchant estante in Cadiz, 1511 estante in Seville, Brother of Martín Centurione and Gaspar Centurione, soneighbour Termo Centurione",
CE0011,5,,Centurione,,Ximón,,Ximón  Centurione ,Ximón Centurione,,merchants,0,0,,,,,"Estante Seville, partner with Julian Calvo",
CE0012,5,,Centurione,,Daniel,,Daniel  Centurione ,Daniel Centurione,,merchants,0,0,,,,,"Estante Seville, 1511 administrator of the castello aragonese in naples",
CE0013,5,,Centurione,,Lucián,,Lucián  Centurione ,Lucián Centurione,,merchants,0,0,,,,,partner and fideicomisario de Jacomo Cattaneo,
CE0014,5,,Centurione,,Benito,,Benito  Centurione ,Benito Centurione,,merchants,0,0,,,,,"Estante ineighbour Toledo, partner with Battista di Negro, Antoni Gentile, y Gaspar Centurione",
CE0015,5,,Centurione,,Baltasar,,Baltasar  Centurione ,Baltasar Centurione,,merchants,0,0,,,,,"Estante in Seville, sending merchandice to cape verde",
CE0016,5,CE0001,Centurione,,Flérigo,,Flérigo  Centurione ,Flérigo Centurione,,merchants,0,0,,,,,"Brother of Melchor, Esteban Centurione, Gaspar Centurione, and Martín Centurione, soneighbour Termo Centurione, estante in malaga",
CE0017,5,,Centurione,,Jacome,,Jacome  Centurione ,Jacome Centurione,,merchants,0,0,,,,,"estante in granada, part of silk trade",
CE0018,5,CE0001,Centurione,,Carlos,,Carlos  Centurione ,Carlos Centurione,,merchants,0,0,,,,,neighbour of granada,
CE0019,5,,Centurione,,Bartolome,,Bartolome  Centurione ,Bartolome Centurione,,merchants,0,0,,,,,,
CE0020,5,CE0021,Centurione,,Jeronima,,Jeronima  Centurione ,Jeronima Doria,,maritime pilots,0,0,Francisco,Doria,,DO0002,neighbour Genoa albaceas of her husband in Genoa,
CE0021,5,,Centurione,,Luis,,Luis  Centurione ,Luis Centurion,01IT,merchants,0,1508,,,,,"neighbour Genoa, father of Jeronima Doria",
CE0023,5,,Centurione,,Agustin,,Agustin  Centurione ,Agustin Centurione,,merchants,0,0,,,,,"neighbour Genoa, albaceas in Genoa of Francisco Doria",
CE0024,5,CE0025,Centurione,,Batista,,Batista  Centurione ,Batista Centurion,,merchants,0,0,,,,,estante seville soneighbour lucian centurion,
CE0025,5,,Centurione,,lucian,,lucian  Centurione ,lucian Centurion,,merchants,0,1508,,,,,father of batista centurion,
CE0026,5,CE0027,Centurione,,Esteban,,Esteban  Centurione ,Esteban Centurion,,merchants,0,0,,,,,"soneighbour julioan, e in the court of the emperor",
CE0027,5,,Centurione,,Julian,,Julian  Centurione ,Julian Centurion,,merchants,0,0,,,,,father of esteban,
