Gaspare Doria,male,nobiles,,,1418–1443,cca9e21e-3482-4dff-ae66-7fc9a91d687d,23379,Margherita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,18,1425–1443,504e574c-1c4b-4488-b2fe-cf53e0ba0e5d,35484,an unnamed slaveholder,,,,,1418–1443,,,,,,,"Antonio Fazio, filza 8, series I, nr. 225",1443,1443,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,f87ec4e6-f6cc-4e03-a659-a2d78963b618,,,,,,,,,
Giovanni Litardo,male,foreign,,Nice,1418–1443,ea252438-a7cd-4257-a132-649912248046,38418,an unnamed enslaved woman,,,,female,,–1443,504e574c-1c4b-4488-b2fe-cf53e0ba0e5d,35484,an unnamed slaveholder,,,,,1418–1443,,,,,,,"Antonio Fazio, filza 8, series I, nr. 225",1443,1443,Genoa,Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Archivio di stato di Genova,f87ec4e6-f6cc-4e03-a659-a2d78963b618,,,,,,,,,
