old_id,resource_id,tileid,nodegroup,Unnamed: 4
,,,dhim_1_dhif_2_has_parent  (n),
23167,141d2a28-90ea-4102-965a-99cc05dc9c98,,,
23168,207a161c-0485-425d-aaee-d9c9fbbd842d,,,[{'resourceId': 'e4979407-5b99-460d-a965-007f5c60473c'}]
23169,40b8fc70-a7ab-457d-9d36-802ac3d76861,,,[{'resourceId': '6a62f7d3-59de-4bdc-9700-2c3eeaf2ef2f'}]
23170,6a62f7d3-59de-4bdc-9700-2c3eeaf2ef2f,,,
23171,e4979407-5b99-460d-a965-007f5c60473c,,,
23172,f6d9af94-125f-4960-9b10-dd5b53549800,,,[{'resourceId': '40b8fc70-a7ab-457d-9d36-802ac3d76861'}]
23173,b4755f73-70d9-427f-87e4-79eac568ae1a,,,
23174,1ee4d293-f09f-4f49-a3c2-b49a484dac2a,,,[{'resourceId': 'b4755f73-70d9-427f-87e4-79eac568ae1a'}]
23175,f16e51dd-6f62-4887-9dfd-fb888f9c9df4,,,[{'resourceId': 'fe82ecd4-1c58-4010-a3bf-d478e11c3276'}]
23176,fe82ecd4-1c58-4010-a3bf-d478e11c3276,,,
23177,07a92e65-4222-432b-84d9-0daea191322f,,,[{'resourceId': '37e8fbc5-bdf3-4c0b-8bad-f7eafb4763df'}]
23177,07a92e65-4222-432b-84d9-0daea191322f,,,[{'resourceId': '9b8f1d38-0c49-4b67-b1c6-f11c72ded7cd'}]
23178,37e8fbc5-bdf3-4c0b-8bad-f7eafb4763df,,,
23179,102f37cd-138d-4954-b532-dd15f7492864,,,
23180,595e3ae2-bdae-4127-ba4d-7c67a227903f,,,[{'resourceId': '2eab3cab-3eb7-4a9c-bf03-637a024bdd37'}]
23181,cecc6f84-5f7b-4dd0-a653-5fac3b5820dc,,,
23182,c9247d00-d089-440e-9c1c-3d1cba1d69de,,,[{'resourceId': 'cecc6f84-5f7b-4dd0-a653-5fac3b5820dc'}]
23183,2eab3cab-3eb7-4a9c-bf03-637a024bdd37,,,
23185,f500ed41-f05b-4188-b205-76298c5b77b7,,,
23186,deaba9fa-fe5f-4bea-b2e6-f0282592fe9a,,,
23187,064a2bfe-b2d4-4f48-af91-ca3eeec1fc28,,,
23188,a5a160a8-32a5-4bc7-a32e-42910cd6f3b9,,,[{'resourceId': 'b7524753-1954-463a-92f5-f14c12373fd4'}]
23189,947346da-62ba-481f-863c-b10a217f63a8,,,[{'resourceId': '58918e5d-a2c7-46a9-beca-816d5d91271d'}]
23190,37e47d1a-72be-42be-bd0f-ca2373011fbb,,,[{'resourceId': 'edae368c-1adb-4a4b-8e0b-ad757ff1abc1'}]
23191,186548c5-c0c6-4643-a0eb-a0fbe982d4fd,,,[{'resourceId': 'eeefa5b5-a109-4460-b132-4591a84b5ae7'}]
23192,e7c306d2-acbd-41c3-823e-60057831e6f6,,,[{'resourceId': 'a6bee7ce-4137-4e8f-be33-08c28ccf45ec'}]
23192,e7c306d2-acbd-41c3-823e-60057831e6f6,,,[{'resourceId': 'a39ee110-1e7e-4742-82b9-a001d01359e7'}]
23193,b163a22e-1207-4730-aae3-ce1cee7fb75f,,,[{'resourceId': '064a2bfe-b2d4-4f48-af91-ca3eeec1fc28'}]
23194,a5f90470-d6a0-43c8-b02c-e1b28601c7b2,,,[{'resourceId': '4a77c1e3-f937-4246-816f-e181324039cf'}]
23195,564cfc6e-4b22-4b79-9aca-4d22049b877d,,,[{'resourceId': '4f8bcf59-e8f0-40e2-8027-ca219211dda7'}]
23196,9b8676d4-8c19-4f5c-8595-fbb84d3fddd8,,,[{'resourceId': 'c87f225b-d04f-4be5-a8b9-337d6f2527cc'}]
23197,b7524753-1954-463a-92f5-f14c12373fd4,,,[{'resourceId': 'c5336f88-1067-4c25-90d2-6547c6544f03'}]
23198,a62b58b6-ba88-4103-bed6-1977013f16f6,,,[{'resourceId': '564cfc6e-4b22-4b79-9aca-4d22049b877d'}]
23199,f451e2f6-c6bd-49f7-9bd9-7ebada821860,,,[{'resourceId': 'd1c16646-531a-4093-9058-7c49eb76b997'}]
23200,4f8bcf59-e8f0-40e2-8027-ca219211dda7,,,
23202,9182c3eb-fb0b-4aca-9438-cecaa77cf931,,,[{'resourceId': 'e1751f83-eabb-4e23-bfd2-759ad6278e37'}]
23203,4d159acf-21f7-445c-9fe9-f4a408eb6d7d,,,[{'resourceId': '50e9f723-d36c-4f4f-87ab-a8a07caddea2'}]
23204,28379a71-a06c-4fe9-a544-9d3ef8da6079,,,[{'resourceId': 'f500ed41-f05b-4188-b205-76298c5b77b7'}]
23205,50e9f723-d36c-4f4f-87ab-a8a07caddea2,,,
23206,c70cf9f9-a298-49b3-804b-a4e96939b64c,,,[{'resourceId': 'df0b30c5-bdad-4375-8b31-2b6d21f87dda'}]
23207,c5336f88-1067-4c25-90d2-6547c6544f03,,,
23208,d1c16646-531a-4093-9058-7c49eb76b997,,,[{'resourceId': '9f6ef23f-2e1d-4fc8-8e50-e0ec83b169b1'}]
23209,a6bee7ce-4137-4e8f-be33-08c28ccf45ec,,,[{'resourceId': '8f6f4a45-76dc-485e-94ea-784f50a7f25f'}]
23210,50f009c7-63f5-4634-bf96-91c2145f0c91,,,[{'resourceId': 'adafd166-e7ef-4b3b-b468-368183717dbd'}]
23211,4e717e8d-ec0b-4a0b-bfb2-60b292af4ce4,,,[{'resourceId': 'e07ebc41-2776-488a-8d6e-166faac67d24'}]
23212,e1751f83-eabb-4e23-bfd2-759ad6278e37,,,[{'resourceId': '022059ef-97a8-4c64-a1aa-01db1e4997f3'}]
23213,49c4575f-e408-4f41-8c83-a240c7ba8089,,,[{'resourceId': 'c5336f88-1067-4c25-90d2-6547c6544f03'}]
23214,6e372af5-057c-4b05-8207-28c0071fb9fe,,,[{'resourceId': 'a5f90470-d6a0-43c8-b02c-e1b28601c7b2'}]
23215,df0b30c5-bdad-4375-8b31-2b6d21f87dda,,,[{'resourceId': '2573253b-9426-466e-85a1-76f26eadbdbc'}]
23216,ebdf255a-0e41-4b3a-acce-2b7f95e30ce0,,,[{'resourceId': '50f009c7-63f5-4634-bf96-91c2145f0c91'}]
23217,ca71aaee-1527-4436-acca-238efb86d8da,,,[{'resourceId': 'd95b4d0c-86a8-4f83-85d5-0ab9bf622cda'}]
23218,b20761a6-e68c-4a3a-9a26-d2c9a29e3fd8,,,
23219,0509e0e8-ed99-4c2c-9212-a380b975b470,,,[{'resourceId': '320ace07-473b-4af8-8cdd-ddc7ca402fd6'}]
