Start date,End date,Name,Number,Note
14900101,14901231,Gentilis Sopranis de Riparolio,8,
,, ,,
14910101,14911231,Raphael Centurionus,1,
14910101,14911231,Simon de Bracellis,2,
14910101,14911231,Filippus de Camilla,3,
14910101,14911231,Gaspar de Davania,4,
14910101,14911231,Augustinus Lomelinus,5,
14910101,14911231,Antonius Sauli,6,
14910101,14911231,Antonius Spinula,7,
14910101,14911231,Iulianus Stella,8,
,, ,,
14920101,14921231,Augustinus Caffarotus,1,
14920101,14921231,Stephanus de Auria,2,
14920101,14921231,Georgius de Grimaldis,3,
14920101,14921231,Iohannes Petrus de Vivaldis,4,
14920101,14921231,Stephanus Iustinianus,5,
14920101,14921231,Paulus Lercarius,6,
14920101,14921231,Augustinus Presenda,7,
14920101,14921231,Pelegrus Rebuffus,8,
,, ,,
14930101,14931231,Lucianus Centurionus,1,
14930101,14931231,Andreas Cicer,2,
14930101,14931231,Paulus de Amigdola,3,
14930101,14931231,Iohannes de Novis,4,
14930101,14931231,Marcus Gentilis,5,
14930101,14931231,Nicolaus Lomelinus,6,
14930101,14931231,Pasqual Sauli,7,
14930101,14931231,Iohannes Baptista Spinula,8,
,, ,,
14940101,14941231,Christopherus Cattaneus,1,
14940101,14941231,Raffus de Auria,2,
14940101,14941231,Francus de Goano,3,
14940101,14941231,Angelus q. Nicolai de Grimaldis,4,
14940101,14941231,Iacobus de Ianelo de Castiliono,5,
14940101,14941231,Franciscus de Sopranis de Riparolio,6,
14940101,14941231,Ieronimus Iustinianus de Bancha,7,
14940101,14941231,Anfreonus Ususmaris,8,
,, ,,
14950101,14951231,Paulus de Franchis de Burgaro,1,
14950101,14951231,Angelus de Crovaria,2,
14950101,14951231,Gregorius de Marinis,3,
14950101,14951231,Stephanus de Monelia,4,
14950101,14951231,Franciscus Lomelinus,5,
14950101,14951231,Raphael Ragius,6,
14950101,14951231,Ambrosius Salvaigus,7,
14950101,14951231,Antonius q. Petri Spinula,8,
,, ,,
14960101,14961231,Paulus Baptista Calvus,1,
14960101,14961231,Nicolaus de Amigdola,2,
14960101,14961231,Antonius q. Iohannis de Auria,3,
14960101,14961231,Iohannes Baptista de Grimaldis,4,
14960101,14961231,Angelus de Maiolo,5,
14960101,14961231,Pelegrus de Mandello,6,
14960101,14961231,Obertus Italianus,7,
14960101,14961231,Alexander Sauli,8,
,, ,,
14970101,14971231,Acelinus Cattaneus,1,
14970101,14971231,Simon de Bracellis,2,
14970101,14971231,Nicolaus de Casana,3,
14970101,14971231,Filippus de Nigro,4,
14970101,14971231,Lodisius de Iussano,5,
14970101,14971231,Iohannes Iustinianus,6,
14970101,14971231,Laurentius Grillus,7,
14970101,14971231,Quilicus Spinula,8,
,, ,,
14980101,14981231,Iohannes Marci de Auria,1,
14980101,14981231,Gaspar de Davania,2,
14980101,14981231,Franciscus de Franchis de Burgaro,3,
14980101,14981231,Lazarus de Grimaldis Ceba,4,
14980101,14981231,Iohannes Petrus de Vivaldis,5,
14980101,?,Dominicus q. Benedicti Lercarius,6,
14980101,?,Bartholomeus Medicus,7,
14980101,14981231,Pelegrus Rebuffus,8,
?,14981231,Manuel de Flischo,"6,1",S
?,14981231,Georgius Iudex,"7,1",S
,, ,,
14990101,14991231,Iacobus Centurionus,1,
14990101,14991231,Bartholomeus de Maiollo,2,
14990101,14991231,Iohannes Antonius de Marinis,3,
14990101,14991231,Raphael Iustinianus,4,
14990101,14991231,Lodisius Pasqua,5,
14990101,14991231,Acelinus Salvaigus,6,
14990101,14991231,Petrus Sauli,7,
14990101,14991231,Franciscus q. Georgii Spinula,8,
,, ,,
15000101,15001231,Stephanus de Auria,1,
15000101,15001231,Pasqual de Furnariis,2,
15000101,15001231,Francus de Goano,3,
15000101,15001231,Hieronimus de Monelia,4,
15000101,?,Ambrosius de Nigro,5,
15000101,15001231,Cosmas de Zerbis,6,
15000101,15001231,Nicolaus q. Dominici Lomelinus,7,
15000101,15001231,Baptista Piccamilium,8,
?,15001231,Ambrosius de Grimaldis Ceba,"5,1",S
,, ,,
15010101,15011231,Christoforus Cattaneus,1,
15010101,15011231,Simon de Amigdola,2,
15010101,15011231,Angelus de Crovaria,3,
15010101,15011231,Iohannes Ambrosius de Flisco,4,
15010101,15011231,Georgius de Grimaldis,5,
15010101,15011231,Stephanus Iustinianus,6,
15010101,15011231,Vincentius Sauli,7,
15010101,15011231,Nicolaus Spinula,8,
,, ,,
15020101,15021231,Augustinus de Auria,1,
15020101,15021231,Antonius de Burgo,2,
15020101,15021231,Nigronus de Nigro,3,
15020101,15021231,Iohannes Ambrosius de Nigrono,4,
15020101,15021231,Petrus de Persio,5,
15020101,15021231,Ambrosius Lomelinus,6,
15020101,15021231,Lazarus Pichenotus,7,
15020101,15021231,Alexander Sauli,8,
,, ,,
15030101,?,Paulus Baptista Calvus,1,
15030101,?,Paulus Baptista de Amigdola,2,
15030101,15031231,Lazarus de Franchis Figonus,3,
15030101,15031231,Ambrosius de Grimaldis Ceba,4,
15030101,15031231,Iacobus de Ianello de Castilioni,5,
15030101,?,Georgius de Zoalio,6,
15030101,15031231,Augustinus q. Petri Pallavicinus,7,
15030101,15031231,Baptista q. Antonii Spinula,8,
?,15031231,Gregorius de Marinis,"1,1",S
?,15031231,Peregrus Rebuffus,"2,1",S
?,15031231,Georgius Iudex,"6,1",S
,, ,,
15040101,15041231,Baptista Bottus,1,
15040101,15041231,Iohannes Iacobus de Auria,2,
15040101,15041231,Ianotus de Sopranis de Riparolio,3,
15040101,15041231,Fredericus Imperialis,4,
15040101,15041231,Dominicus Lercarius,5,
15040101,15041231,Franciscus Lomelinus,6,
15040101,15041231,Iohannes Baptista Pichenotus,7,
15040101,15041231,Raphael Ragius,8,
,, ,,
15050101,15051231,Hieronimus Besta,1,
15050101,15051231,Lucianus Centurionus,2,
15050101,15051231,Franciscus de Camulio,3,
15050101,15051231,Nicolaus de Casana,4,
15050101,15051231,Franciscus de Franchis Burgaro,5,
15050101,15051231,Angelus de Grimaldis,6,
15050101,?,Petrus Gentilis,7,
15050101,15051231,Augustinus Spinula,8,
?,15051231,Ambrosius Salvaigus,"7,1",S
,, ,,
15060101,15061231,Caesar Cattaneus,1,
15060101,15061231,Vesconte de Auria,2,
15060101,15061231,Bernardus de Castiliono,3,
15060101,15061231,Rafael de Furnariis,4,
15060101,15061231,Vincentius notarius de Maiolo,5,
15060101,15061231,Melchion de Nigrono,6,
15060101,15061231,Baptista q. Stefani Lomelinus,7,
15060101,15061231,Iacobus Paxerius,8,
,, ,,
15070101,,Angelus Centurionus,0,
15070101,,Franciscus Gentilis Falamonica,0,
15070101,* 15070419,Baptista Cigalla,1,
15070101,* 15070419,Simon de Amigdola,2,
15070101,* 15070419,Iohannes Baptista de Ilice,3,
15070101,* 15070419,Franciscus de Rocha,4,
15070101,* 15070419,Iohannes Baptista Delphinus de Paxano,5,
15070101,* 15070419,Benedictus Iambonus,6,
15070101,* 15070419,Antonius Ihocia,7,
15070101,* 15070419,Simon Salvaigus,8,
,, ,,
15070507,15071231,Simon de Amigdola,1,
15070507,15071231,Georgius de Grimaldis Oliva,2,
15070507,15071231,Bartholomeus de Nigro,3,
15070507,15071231,Iacobus de Rapallo,4,
15070507,15071231,Franciscus de Rocha,5,
15070507,15071231,Iohannes Baptista Delphinus de Paxano,6,
15070507,15071231,Petrus Gentilis Ricius,7,
15070507,15071231,Iohannes Baptista q. Simonis Spinula,8,
,, ,,
15080101,15081231,Quilicus Cavallus,1,
15080101,15081231,Iohannes Baptista de Auria,2,
15080101,15081231,Antonius de Burgo,3,
15080101,15081231,Iohannes Ambrosius de Flisco,4,
15080101,15081231,Paulus de Rapallo,5,
15080101,?,Ieronimus Sauli,6,
15080101,15081231,Ambrosius Lomelinus,7,
15080101,15081231,Alerame Pallavicinus,8,
?,15081231,Augustinus Fatinanti,"6,1",S
,, ,,
15090101,15091231,Lazarus de Grimaldis Ceba,1,
15090101,15091231,Iohannes Baptista de Ilice,2,
15090101,15091231,Iohannes Baptista de Nigrono,3,
15090101,15091231,Georgius de Zoalio,4,
15090101,15091231,Lucas q. Lansaroti Iustinianus,5,
15090101,15091231,Benedictus q. Iohannis Salvaigus,6,
15090101,15091231,Baptista q. Thome Spinula,7,
15090101,15091231,Stephanus Verrina,8,
,, ,,
15100101,15101231,Augustinus q. Bartholomei de Auria,1,
15100101,15101231,Iohannes Baptista de Davania,2,
15100101,15101231,Antonius de Franchis Figomus,3,
15100101,15101231,Dominicus q. Simonis Lercarius,4,
15100101,15101231,Franciscus q. Antonii Lomelinus,5,
15100101,* 15100306,Paulus q. Ieronimi Pallavicinus,6,
15100101,15101231,Raphael Ragius,7,
15100101,15101231,Iohannes Baptista Sauli,8,
* 15100515,15101231,Nicolaus Gentilis,"6,1",S
,, ,,
15110101,15111231,Nicolaus Caffarotus,1,
15110101,15111231,Lodixius q. Iacobi Cattaneus,2,
15110101,15111231,Paulus de Amigdola,3,
15110101,15111231,Petrus q. Damiani de Grimaldis,4,
15110101,15111231,Iohannes Baptista de Leonardis,5,
15110101,15111231,Nicolaus q. Nicolai Iustinianus,6,
15110101,15111231,Stephanus Salvaigus,7,
15110101,15111231,Martinus q. Andree Spinula,8,
,, ,,
15120101,15121231,Franciscus q. Andree de Auria,1,
15120101,15121231,Pelegrus de Domoculta,2,
15120101,15121231,Iohannes Georgius de Flisco,3,
15120101,15121231,Iohannes Baptista de Franchis,4,
15120101,15121231,Augustinus de Maiolo,5,
15120101,15121231,Iohannes Baptista de Vivaldis,6,
15120101,15121231,Leonel Lercarius,7,
15120101,15121231,Iohannes q. Paschalis Sauli,8,
,, ,,
15130101,* 15130308,Paulus de Amigdola,1,
15130101,15131231,Georgius q. Iacobi de Grimaldis,2,
15130101,15131231,Gabriel Octonus,3,
15130101,15131231,Thomas Iudex,4,
15130101,15131231,Stephanus Iustinianus,5,
15130101,15131231,Augustinus Lomelinus,6,
15130101,15131231,Petrus Gentilis Ricius,7,
15130101,15131231,Baptista q. Benedicti Spinula,8,
*A3852 15130308,15131231,Stephanus Rebuffus,"1,1",S
,, ,,
15140101,15141231,Ieronimus Bottus,1,
15140101,15141231,Ieronimus q. Augustini de Auria,2,
15140101,15141231,Antonius cordoanerius de Burgo,3,
15140101,15141231,Iohannes Baptista de Furnariis,4,
15140101,15141231,Laurentius de Marinis,5,
15140101,15141231,Melchion de Nigrono,6,
15140101,15141231,Petrus Lercarius,7,
15140101,15141231,Antonius cordoanerius Sauli,8,
,, ,,
15150101,15151231,Augustinus notarius de Ferrariis,1,
15150101,15151231,Thomas de Franchis de Burgaro,2,
15150101,15151231,Lazarus q. Dominici de Grimaldis,3,
15150101,15151231,Augustinus Fatinanti,4,
15150101,15151231,Iacobus q. Frederici Imperialis,5,
15150101,15151231,Ieronimus q. Thobie Lomelinus,6,
15150101,15151231,Lazarus q. Dominici Pechenotus,7,
15150101,15151231,Baptista q. Simonis Spinula,8,
,, ,,
15160101,15161231,Augustinus q. Bartholomei de Auria,1,
15160101,15161231,Iohannes Baptista seaterius de Fatio,2,
15160101,15161231,Vincentius q. Bartholomei de Maiolo,3,
15160101,15161231,Iohannes Ambrosius de Nigrono,4,
15160101,15161231,"Iohannes Baptista q, Olliverii de Nigro",5,
15160101,15161231,Franciscus Gentilis Falamonica,6,
15160101,15161231,Stephanus Ragius,7,
15160101,15161231,Sebastianus Sauli,8,
,, ,,
15170101,15171231,Iohannes q. Ieronimi Cattaneus,1,
15170101,15171231,Iacobus q. Georgii de Grimaldis,2,
15170101,15171231,Georgius de Zoalio,3,
15170101,15171231,Ciprianus notarius Folieta,4,
15170101,15171231,Nicolaus q. Nicolai Iustinianus,5,
15170101,15171231,Baptista q. Ieronimi Lomelinus,6,
15170101,15171231,Antonius q. Nicolai Spinula,7,
15170101,15171231,Stephanus Verrina,8,
,, ,,
15180101,15181231,Franciscus q. Andree de Auria,1,
15180101,15181231,Benedictus de Baliano,2,
15180101,15181231,Stephanus de Flisco,3,
15180101,15181231,Iohannes Baptista q. Ieronimi de Franchis,4,
15180101,15181231,Augustinus de Maiolo,5,
15180101,15181231,Iofredus de Marinis,6,
15180101,15181231,Iacobus q. Marci Gentilis,7,
15180101,15181231,Thomas q. Petri Sauli,8,
,, ,,
15190101,15191231,Ambrosius Casella,1,
15190101,15191231,Acelinus Cattaneus,2,
15190101,15191231,Iulianus q. Marci de Grimaldis,3,
15190101,15191231,Thomas de Iussano,4,
15190101,15191231,Iohannes de Passano,5,
15190101,15191231,Paulus de Rapallo,6,
15190101,15191231,Stephanus q. Petri Salvaigus,7,
15190101,15191231,Baptista q. Francisci Spinula,8,
,, ,,
15200101,15201231,Andreas Cicer,1,
15200101,15201231,Ambroxius Clavarius,2,
15200101,15201231,Iohannes Baptista Augustini de Auria,3,
15200101,15201231,Carolus de Baliano,4,
15200101,15201231,Dominicus de Marinis,5,
15200101,15201231,Baptista q. Iacobi de Vivaldis,6,
15200101,15201231,Baptista q. Stephani Lomelinus,7,
15200101,15201231,Iohannes q. Pasqualis Sauli,8,
,, ,,
15210101,15211231,Ieronimus Bottus,1,
15210101,15211231,Baptista q. Marci Centurionus,2,
15210101,15211231,Nicolaus de Mandello,3,
15210101,15211231,Filippus q. Nicolai de Nigro,4,
15210101,?,Iohannes Baptista de Vultabio,5,
15210101,15211231,Dominicus q. Benedicti Lercarius,6,
15210101,15211231,Iohannes Antonius Ragius,7,
15210101,?,Iacobus q. Antonii Spinula,8,
?,15211231,Pantaleone de Casana,"5,1",S
?,15211231,Augustinus q. Nicolai Spinula,"8,1",S
,, ,,
15220101,15221231,Ieronimus q. Augustini de Auria,1,
15220101,15221231,Petrus de Camullio,2,
15220101,15221231,Petrus Iohannes de Ceva,3,
15220101,15221231,Ansaldus de Grimaldis,4,
15220101,15221231,Antonius de Rovereto,5,
15220101,15221231,Ianus Grillus,6,
15220101,15221231,Augustinus q. Baldassaris Lomelinus,7,
15220101,15221231,Sebastianus Sauli,8,
,, ,,
15230101,15231231,Lucas de Turri,1,
15230101,15231231,Georgius de Zoalio,2,
15230101,15231231,Ieronimus q. Francisci Gentilis,3,
15230101,15231231,Baptista q. Philippi Lercarius,4,
15230101,15231231,Antonius Marabottus,5,
15230101,15231231,Stephanus Ragius,6,
15230101,15231231,Bartholomeus Sophia,7,
15230101,15231231,Thomas Spinula,8,
,, ,,
15240101,15241231,Iacobus q. Augustini de Auria,1,
15240101,15241231,Bernardus de Grimaldis,2,
15240101,15241231,Obertus de Lazario,3,
15240101,?,Augustinus de Maiolo,4,
15240101,15241231,Iohannes Duracius,5,
15240101,15241231,Thomas Iustinianus de Furneto,6,
15240101,15241231,Laurentius Lomelinus,7,
15240101,15241231,Baptista Piccamilium,8,
,, ,,
15250101,15251231,Franciscus Adurnus,1,
15250101,15251231,Nicolaus q. Quilici de Nigro,2,
15250101,15251231,Augustinus Fatinanti,3,
15250101,15251231,Ciprianus Folieta,4,
15250101,15251231,Iacobus q. Marci Gentilis,5,
15250101,15251231,Petrus Lercarius,6,
15250101,15251231,Raffael Ragius,7,
15250101,15251231,Augustinus q. Andree Spinula,8,
,, ,,
15260101,15261231,Philippus q. Cristopheri Cattaneus,1,
15260101,15261231,Francischus q. Andree de Auria,2,
15260101,15261231,Simon de Bozolo,3,
15260101,15261231,Augustinus notarius de Ferrariis,4,
15260101,15261231,Iacobus q. Georgii de Grimaldis,5,
15260101,15261231,Thomas de Iussano,6,
15260101,15261231,Ieronimus q. Thobie Lomelinus,7,
15260101,15261231,Bricius Sauli,8,
,, ,,
15270101,15271231,Dominicus Calvus,1,
15270101,15271231,Simon Centurionus,2,
15270101,?,Pantaleo de Casana,3,
15270101,15271231,Philippus de Nigro,4,
15270101,15271231,Thomas de Invrea,5,
15270101,15271231,Iohannes Antonius Ragius,6,
15270101,15271231,Paulus de Rapallo,7,
15270101,15271231,Baptista Spinula,8,
?,15271231,Iohannes Baptista Iustinianus,"3,1",S
,, ,,
15280101,15281231,Ambrosius Casella,1,
15280101,15281231,Iohannes Baptista Andree de Auria,2,
15280101,15281231,Petrus de Camullio,3,
15280101,15281231,Paulus q. Antonii de Grimaldis,4,
15280101,15281231,Vincentius de Maiollo,5,
15280101,15281231,Petrus de Nigrono,6,
15280101,15281231,Baptista q. Ieronimi Lomelinus,7,
15280101,15281231,Petrus Maruffus,8,
,, ,,
15290101,15291231,Simon Centurionus de Mortaria,1,
15290101,15291231,Stephanus Fliscus Ragius,2,
15290101,15291231,Paris Gentilis,3,
15290101,15291231,Nicolaus Grillus de Mandello,4,
15290101,15291231,Vincentius q. Baptiste Pallavicinus,5,
15290101,15291231,Cattaneus q. Benedicti Pinellus,6,
15290101,15291231,Iulianus q. Petri Sauli,7,
15290101,15291231,Simon q. Iohannis Baptiste Spinula,8,
,, ,,
15300101,15301231,Leonardus q. Angeli Cattaneus,1,
15300101,15301231,Thomas q. Iohannis de Auria,2,
15300101,15301231,Nicolaus q. Enrici de Franchis Tonsus,3,
15300101,15301231,Ioannes de Grimaldis Duracius,4,
15300101,15301231,Augustinus q. Luce de Nigro,5,
15300101,15301231,Bartholomeus Imperialis de Baliano,6,
15300101,15301231,Martinus Iustinianus de Moniardino,7,
15300101,15301231,Laurentius q. Philippi Lomelinus,8,
,, ,,
,,,,
