o:id,name,family,source-name(s),patrilineage,o:loconym,edoa,ldoa,o:gender,o:occuptn,o:nationality,o:spouse,o:parent,o:children,identifier,url,note
39881,Domenico de Matteis,de Matteis,Domenico de Matteo,,,1396,1421,44817,26036,,,,,f7d49dda-7447-492c-86b9-324851145e05,http://www.genoesemerchantnetworks.com/s/main/item/39881,
42997,Domenico de Mediolano,de Mediolano,Domenico de Mediolano seatario quondam Iohannis civ[e] Ianue,Domenico de Mediolano q. Giovanni,26138,1444,1488,44817,26345,31356,,42998,,a1bd6adc-5fec-4406-9ed9-d19a4e55929f,http://www.genoesemerchantnetworks.com/s/main/item/42997,"ASCGe, Manoscritti 52, fol. 413: ""Domenico nel giuramento 1488… forsi Mirani."""
30253,Domenico de Pane,de Pane,Domenico de Pane de Nizza,,,1417,1443,44817,,43509,,,,012dc42e-135f-4180-a47c-49efb9c1c724,http://www.genoesemerchantnetworks.com/s/main/item/30253,
31230,Domenico de Percipiano,de Percipiano,Domenico Percipiano | Dominicus de Percipiano,,,1435,1509,44817,26036,,,,,7dba801d-ba33-4400-bae4-b218bf98bdb5,http://www.genoesemerchantnetworks.com/s/main/item/31230,
43246,Domenico de Podio,de Podio,Podio... Dominici,,,,,44817,,,,,43245,9eaa596d-22ae-4c8d-a2bf-a16638993cb4,http://www.genoesemerchantnetworks.com/s/main/item/43246,
44312,Domenico de Ponte,de Ponte,Domenicus de Ponte vitrerius quondam Iohannes,Domenico de Ponte q. Giovanni,,1461,1486,44817,31486,,,41095,,14d9c9b5-fca3-4282-8b1c-4135a3aec7d6,http://www.genoesemerchantnetworks.com/s/main/item/44312,
39617,Domenico de Puteo,de Puteo,Domenico de Puteo quondam Petri... civi... Ianue,Domenico de Puteo q. Pietro,,1432,1457,44817,,31356,,39618,,8e55b703-6e48-4fa3-949a-413a87e5480d,http://www.genoesemerchantnetworks.com/s/main/item/39617,"ASCGe, Manoscritti 56, fol. 100: ""Domenico in quinterno 1434."""
42726,Domenico de Recco,de Recco,Domenici de Recho barberii | Domencio quondam Ioannis,,,1438,1463,44817,26333,,,42038,,e125d6de-d33d-4d43-b028-6c73f2ab7a4b,http://www.genoesemerchantnetworks.com/s/main/item/42726,"ASCGe, Manoscritti 56, fol. 250: ""quondam Domencio quondam Ioannis, e sua moglie Chiara figlia del quondam Iohannis de Columnis olim Scotto in compera S. G. 1482."""
44892,Domenico de Resonico,de Resonico,Dominico de Resonico... clapuci[o]... civ[e] et habitator[e] Ianue,,,1441-04-18,1466-04-18,44817,43475,42136 | 31356,,,,8a6ec175-57d3-4771-a414-b6923afdbe1e,http://www.genoesemerchantnetworks.com/s/main/item/44892,
25520,Domenico de Riparola,de Riparola,Domenico Rivarola,,,,,44817,,,,,25522,cde9161e-a530-405d-b63b-db45f43f6e71,http://www.genoesemerchantnetworks.com/s/main/item/25520,
30979,Domenico de Ronco,de Ronco,Domenico de Roncho quondam Petri... civ[e] Ianue,Domenico de Ronco q. Pietro,30978,1427,1488,44817,,31356,,,29926,4b7ffe92-3aba-413a-b6a2-c01d5fe4e5cf,http://www.genoesemerchantnetworks.com/s/main/item/30979,"ASCGe, Manoscritti 52, fol. 584: ""Domenico quondam Petri 1454… sua moglie Battestina figlia di Battista di Negro 1453… officiale di Mercanzia 1435 [sic 1453?]… Consigliero 1449… medio Geulfo 1449… cabellotto 1460… in conventione della Spezza c. 64, partitor per P. L. 1452… consigliero 1458… partitor 1460… elettor 1465… officiale di Mercanzia 1473… console delle Calleghe 1475… officiale del Sale 1477… nel giuramento 1488."""
42118,Domenico de Seratico,de Seratico,de Seratico... Domenici,,,1420,1455,44817,,,,,42117,875b1f39-6155-4869-b973-e4c839dadb17,http://www.genoesemerchantnetworks.com/s/main/item/42118,
37377,Domenico de Serrano,de Serrano,,,,1469,1494,44817,,,,,,02a31175-55e8-4996-9e2e-162f04f4a678,http://www.genoesemerchantnetworks.com/s/main/item/37377,
38711,Domenico de Simone,de Simone,,,,1461,1486,44817,,,,,,b76edec7-e9d5-4284-8e4b-f26885cdbe51,http://www.genoesemerchantnetworks.com/s/main/item/38711,
30257,Domenico de Stracta,de Stracta,Domenico de Strata magister axie | Dominicus de Stracta,Domenico de Stracta q. Antonio q. Simone,,1352,1401,44817,31067,,,44585,,ac9a1f08-43c3-4208-a27d-bd8bd8237299,http://www.genoesemerchantnetworks.com/s/main/item/30257,"ASCGe, Manoscritti 27, fol. 62v: ""Gulielmus — Simon — Antonius 1330 — Dominicus 1377"""
37020,Domenico de Veraria,de Veraria,Domenico de Veraria tabernario quondam Gulielmi... civi... Ianue | Domenico de Veraria tabernario in Ianue dicto Vilamarinis quondam Gulielmi,Domenico de Veraria q. Guglielmo,,1440,1470,44817,26437,31356,,37021,,0d33de7e-f341-49c2-a12e-f73ba476c2bd,http://www.genoesemerchantnetworks.com/s/main/item/37020,
31440,Domenico de Vernacia,de Vernacia,Domenico de Vernacia quondam domino Petri,Domenico de Vernacia q. Pietro,26104,1428,1453,44817,,31356,,31441,,38922099-d6b9-4d23-89a9-8157df1ebfa9,http://www.genoesemerchantnetworks.com/s/main/item/31440,
40563,Domenico de Viviano,de Viviano,Domenico de Viviano bambaxario quondam Bartholomei... civ[e] Ianue,Domenico de Viviano q. Bartolomeo,,1432,1457,44817,27622,31356,,40564,,acf35749-d1d8-4779-a2ed-6537ece5c0a9,http://www.genoesemerchantnetworks.com/s/main/item/40563,
26839,Domenico de Zignaigo,de Zignaigo,Domenico de Zignaygo,,,1357,1401,44817,26264,,,,,ddf5eb0e-c2bc-4fa5-951d-5e9b6d8c8af0,http://www.genoesemerchantnetworks.com/s/main/item/26839,"ASCGe, Manoscritti 56, fol. 448: ""Domenico consigliero 1382… in compera 1394… pellissaro in compera 1400."""
44133,Domenico di Negro,di Negro,Domenico di Negro quondam Leonis,Domenico di Negro q. Leone,,1407,1453,44817,27531,31356,,,37435,dbc8f547-a98f-4792-801b-dac1555eba01,http://www.genoesemerchantnetworks.com/s/main/item/44133,"ASCGe, Manoscritti 54, fol. 145v: ""Domenico dottor consigliero 1432."" | ASCGe, Manoscritti 54, fol. 146v: ""Galeazzo, Paolo, Domenico di Negro quondam Leonis 1453."""
23370,Domenico Doria,Doria,,,,1448,1459,44817,,,,,23427,87cafedb-3b78-4074-8165-346420895167,http://www.genoesemerchantnetworks.com/s/main/item/23370,
23371,Domenico Doria,Doria,,,,,1402,44817,,,,,23386,1d396964-86c6-49cd-9f5f-a24017bf1f37,http://www.genoesemerchantnetworks.com/s/main/item/23371,
43433,Domenico Doria,Doria,,Domenico Doria q. Bartolomeo q. Niccolò,,,1439,44817,,,,42199,38776,a9951af3-72f4-48df-a21b-6f17d3ef5d7f,http://www.genoesemerchantnetworks.com/s/main/item/43433,"See Battilana, famiglia Doria, plate 25."
40551,Domenico Embriaco,Embriaco,Domenico Embriaco quondam Pambelli... civ[e] Ianue | Domenico Embriaco quondam Pambello,Domenico Embriaco q. Pambello,,1417,1465,44817,,31356,,40552,,5c931906-7f02-4e27-9e97-6bbae97a9287,http://www.genoesemerchantnetworks.com/s/main/item/40551,"See Battilana, famiglia Fieschi, plate 18. | ASCGe, Manoscritti 55, fol. 251: ""Domenico procuratore degli eredi del quondam Domenico Fieschi 1442… maestrale 1454, 50.. nobile nel giuramento 1450… sua lite 1462… nominato in fasti 1465… sua moglie Chiara figlia del quondam Lorenzo Fiesco 1453."""
26840,Domenico Fatinante,Fatinante,Domenico quondam Baptiste | Domenico Fatinanti quondam Baptiste... civ[e] Ianue,Domenico Fatinante q. Battista q. Domenico,,1426,1479,44817,,31356,,41913,,d120c017-523d-4a8f-9bf8-6a9dd0234d64,http://www.genoesemerchantnetworks.com/s/main/item/26840,"ASCGe, Manoscritti 55, fol. 319: ""Domenico quondam Baptiste nominato in cartulario d’Acelino Salvagho 1459… e di Meliadux 1447."""
30259,Domenico Fieschi,Fieschi,Dominice de Flischo civi Ianue quondam Gregorii | Domenicum de Flischo,Domenico Fieschi q. Gregorio,,1453,1484,44817,,31356,,,,a50d37ac-a2fe-4ae7-bcfc-5d3793929e18,http://www.genoesemerchantnetworks.com/s/main/item/30259,
23544,Domenico Gentile,Gentile,,Domenico Gentile q. Antonio,,1457,1482,44817,,,24975,23531,,8ff4c3cf-5569-4436-8dba-6dbe459af02b,http://www.genoesemerchantnetworks.com/s/main/item/23544,"ASCGe, Manoscritti 54, fol. 78r: ""Domenico in cartulario di Acelino Salvago 1472."""
30261,Domenico Gentile,Gentile,Domenico Gentile Ricci | Domenico olim Riccio... quondam Imperialis,Domenico Gentile q. Imperiale Riccio,,1466,1496,44817,,,,41764,,e809abfa-e980-407c-9b9d-b4fbdc39b505,http://www.genoesemerchantnetworks.com/s/main/item/30261,"ASCGe, Manoscritti 54, fol. 77r: ""Domenico olim Riccio in fasti 1466... quondam Imperialis 1480... in focaggi 1475, 89."""
41763,Domenico Gentile,Gentile,Domenico quondam Guirardi,Domenico Gentile q. Gherardo,,1399,1449,44817,,,,,30214,19dffbed-f5e3-4b3e-b0e5-f281d3257520,http://www.genoesemerchantnetworks.com/s/main/item/41763,"ASCGe, Manoscritti 54, fol. 73v: ""Domenico officiale di Mercanzia 1424."" | ASCGe, Manoscritti 54, fol. 74r–v: ""Domenico quondam Guirardi nominato in cartulario Meliadux Salvago e comapgni 1449... Domenico nominato in detto cartulario 1447."""
26841,Domenico Giustiniani,Giustiniani,Domenico Giustiniano olim Lungo,,,1459,1485,44817,,,,,,4309a959-3b63-4b40-84c1-73cee95cdf81,http://www.genoesemerchantnetworks.com/s/main/item/26841,"ASCGe, Manoscritti 54, fol. 94r: ""Domenico olim Lungo in focagi 1459, 76… sua moglie Adorina figlia di Bricio Adorno, ex qua Baic [sic?] Giustiniani il gobbo 1504."""
26842,Domenico Giustiniani,Giustiniani,,,,1415,1440,44817,,,,,,cc528850-02d5-4a87-b1d7-cfc63f284873,http://www.genoesemerchantnetworks.com/s/main/item/26842,
26836,Domenico Grimaldi,Grimaldi,Domenico Cebà,,,1416,1448,44817,,,,,39882 | 43167 | 37301,ffbc612c-f5cd-4095-a7bc-191838cd794a,http://www.genoesemerchantnetworks.com/s/main/item/26836,"ASCGe, Manoscritti 55, fol. 176: ""Domenico compra un dritto 1439… anziano 1441… officiale di Moneta 1442… nominato 1442… anziano 1443… elettor in San Giorgio 1443… di Balia 1444… ordina magistrati 1444… officiale di Lombardia 1444… elettor, anziani 1445… provisor 1445… anziaono 1445… officiale di Moneta 1445… accompagna ambasciatori ducale 1446… partitor 1447… consigliero 1447… entra in li Grimaldi 1448… vedi il resto nelli Scipioni e in Grimaldi."""
39882,Domenico Grimaldi,Grimaldi,Domenici de Grimaldis... olim Ceba... quondam Dominici | Dominicus quondam Dominici olim Ceba,Domenico Grimaldi q. Domenico,,1449,1489,44817,,,,26836,,7877b63e-d0d4-4351-9aa5-7d606178acb8,http://www.genoesemerchantnetworks.com/s/main/item/39882,"ASCGe, Manoscritti 18, fol. 5r: ""1489 nel libro del fogaggio de nobili si legge: Nicolaus de Grimaldi olim Ceba’ Emmanual quondam Babilani, Amborisus quondam Antonii de Grimdaldis olim Ceba, Gaspar et Dominicus quondam Dominici olim Ceba; Iulianus quondam Francisci de Grimaldis olim Ceba."""
23732,Domenico Imperiale,Imperiale,Domenico Imperiale Mangiavacche,Domenico Imperiale q. Andrea Bartolommeo,,,,44817,,,24786,26512,,f0285d81-e633-404b-bc00-4bd84538c28e,http://www.genoesemerchantnetworks.com/s/main/item/23732,
41850,Domenico Imperiale,Imperiale,"Dominicus Imperialis	legum doctor",,,1371,1412,44817,27531,,,,,66b2e4ff-3bcd-43e4-8d64-7641502d759e,http://www.genoesemerchantnetworks.com/s/main/item/41850,"ASCGe, Manoscritti 26, fol. 582: ""1396 Domenico Imperiale sedeva Antiano... 1402 Domenico Imperiale fu dell’amabsciatore mandati al Re di Francia, perché maritò sua sorrella in Antonio Pignataro, detto Antonio fu accettato in famiglia Imperiale… 1406 sedeva Antiano."""
23772,Domenico Ittaliano,Ittaliano,,,,,,44817,,,,,23766,10d394b2-297f-4c9e-86d5-7620596270ea,http://www.genoesemerchantnetworks.com/s/main/item/23772,
43006,Domenico Ittaliano,Ittaliano,Domenici Italiani quondam Andree,Domenico Ittaliano q. Andrea,,1445,1470,44817,,,,23749 | 25065,,79de75ad-5525-4e04-9ad9-b0eda7824e3a,http://www.genoesemerchantnetworks.com/s/main/item/43006,
23829,Domenico Lercari,Lercari,Domenico Lercari Simonis,Domenico Lercari q. Simone,,1471,1510,44817,,,,23857,,952aa3a2-c7cd-4897-bc29-6e62d6b3f53d,http://www.genoesemerchantnetworks.com/s/main/item/23829,
23830,Domenico Lercari,Lercari,Dominicus Lercharius civis Ianue,,,1379,1432,44817,,,,,23828,810303a7-b2d9-45d4-88e1-aa02cc95e2ad,http://www.genoesemerchantnetworks.com/s/main/item/23830,"ASCGe, Manoscritti 26, fol. 615: ""1404 Domenico Lercaro ambasciadore al Duca di Milano... 1432 Domenico Lercaro fu delli ambasciadori mandari al Re d’Arragona per conchiurdere la Pace."""
23831,Domenico Lercari,Lercari,,,,,,44817,,,,,23849 | 31325,83891cde-2791-4017-84da-5b3f797fbb66,http://www.genoesemerchantnetworks.com/s/main/item/23831,
24262,Domenico Lomellini,Lomellini,,Domenico Lomellini q. Niccolò q. Babilano,,,1405,44817,,,,24877,,a07ef604-ae7d-4241-a7cc-46e4621fb0ef,http://www.genoesemerchantnetworks.com/s/main/item/24262,
24263,Domenico Lomellini,Lomellini,,Domenico Lomellini q. Raffaele q. Teramo,,,1493,44817,,,,25053 | 25145,,2330bbb9-e189-45cd-b0f9-cdf36c307779,http://www.genoesemerchantnetworks.com/s/main/item/24263,
24264,Domenico Lomellini,Lomellini,,Domenico Lomellini q. Onorasco q. Damiano,,,1518,44817,,,25558,24929,24410,6a4fa738-a609-4df6-a873-9251396ea79a,http://www.genoesemerchantnetworks.com/s/main/item/24264,"See Battilana, Lomellini, plate 9."
24265,Domenico Lomellini,Lomellini,,Domenico Lomellini q. Stefano q. Baldassare,,1497,1562,44817,,,,25106 | 23411,,be63bf19-8062-482f-879f-556738eadb1b,http://www.genoesemerchantnetworks.com/s/main/item/24265,
24266,Domenico Lomellini,Lomellini,Domenici Lomelini,Domenico Lomellini q. Niccolò q. Napoleone,,1412,1467,44817,,,23819 | 25849,24889 | 23849,40435 | 23886 | 24345 | 24703 | 24939 | 24712 | 24987 | 24892 | 24891,02b5abfe-cb81-43a9-be1b-c1e12f0d6a00,http://www.genoesemerchantnetworks.com/s/main/item/24266,
24267,Domenico Lomellini,Lomellini,,Domenico Lomellini q. Agostino q. Domenico,,1503,1524,44817,,,23483 | 23271,23886 | 25545,24218 | 24367 | 24497 | 24946 | 24905 | 24852 | 24817,3f2039d9-b591-4fec-99ca-801e807d3c03,http://www.genoesemerchantnetworks.com/s/main/item/24267,
24268,Domenico Lomellini,Lomellini,,Domenico Lomellini q. Giovanni Battista q. Domenico,,,1642,44817,,,,24504 | 25171,,243e2aa4-764a-4f32-9c38-5b999138525e,http://www.genoesemerchantnetworks.com/s/main/item/24268,
24269,Domenico Lomellini,Lomellini,,Domenico Lomellini q. Battista q. Tobia,,,1532,44817,,,25767,24073 | 25493,24746 | 24504,140dd6e4-9ccb-4582-bae6-2813b2473be6,http://www.genoesemerchantnetworks.com/s/main/item/24269,
40488,Domenico Macia,Macia,Mace... Domenici,,,1425,1456,44817,,,,,40487,bbf5227a-9644-4ec2-ac53-f2bcd0f932b4,http://www.genoesemerchantnetworks.com/s/main/item/40488,
25245,Domenico Malocello,Malocello,,Domenico Malocello q. Pietro,,,1345,44817,,,,25247,25244,556a044a-c586-4f96-ba50-ae48838fd49d,http://www.genoesemerchantnetworks.com/s/main/item/25245,"ASCGe, Manoscritti 56, fol. 39: ""Domenicho e sua figlia Eliana moglie del quondam Nicolò Tosso figlio di Andriolo di Levanto in fogliazzo di Giovanni Nicolò de Saulo 1345."""
26843,Domenico Manzo,Manzo,Domenico Manzi da Prato,,,1449,1474,44817,,42734,,,,8c49b7fd-afaf-454e-aed3-d10afa13b6d8,http://www.genoesemerchantnetworks.com/s/main/item/26843,
43877,Domenico Marenco,Marenco,Domenico Marincho quondam Laurentii calsolari[i] civ[e] Ianue | Domenico calzolaro quondam Laurentii,Domenico Marenco q. Lorenzo,,1444,1469,44817,26194,31356,,30642,,7ca9b63e-3d25-4d8f-b102-fac4dc8d61a8,http://www.genoesemerchantnetworks.com/s/main/item/43877,"ASCGe, Manoscritti 56, fol. 18: ""Domenico calzolaro quondam Laurentii in Iohannes de Luco 1455, 45… supplica per l’habitazione 1459."""
43782,Domenico Martignone,Martignone,de Martignono... Dominici,,,1438,1455,44817,26036,,,,43781,69749cef-c84a-48e7-b43a-e6a79c9e7bd9,http://www.genoesemerchantnetworks.com/s/main/item/43782,"ASCGe, Manoscritti 52, fol. 393: ""Domenico procuratore di Melchior de Gradi contro Lorenzo Federici 1438… in Iacobo Bonvino penes notario e procuratore de Fieschi 1440… in cartina apresso Luca Donato Fiesco in atti di Lorenzo Villa, iterum, estimatore delli Fregosi in detti atti et anno, popolare Guelfo 1447… scriba del Podestà di Poncevera 1452… estimatore del Commune 1453… nominato in Iohannes de Luco 1455… sua sepoltura in Le Monache di San Paolo in terra detta Chiesa."""
42021,Domenico Menavino,Menavino,Menavino... Dominci,,,,,44817,,,,,42020,d7103731-6a06-4f88-bac1-c521e9669930,http://www.genoesemerchantnetworks.com/s/main/item/42021,
37180,Domenico Merello,Merello,,,,1389,1414,44817,,,,,,e39df212-c94f-4eb3-a49b-f84cf90613fa,http://www.genoesemerchantnetworks.com/s/main/item/37180,
40500,Domenico Muribello,Muribello,Domenico Muribe quondam Tome civi[e] Ianue,Domenico Muribello q. Tommaso,,1431,1456,44817,,31356,,40501,,3fb2a4a4-afba-415d-8b53-345c41615277,http://www.genoesemerchantnetworks.com/s/main/item/40500,
26844,Domenico Negrone,Negrone,Domenico de Nigrono | Dominicus de Nigrono civis Ianue quondam Dominici,Domenico Negrone q. Domenico,,1451,1509,44817,,31356,,27612,,f48bea21-f113-4e1c-83c0-46b01eeab3c4,http://www.genoesemerchantnetworks.com/s/main/item/26844,"ASCGe, Manoscritti 54, fol. 155r: ""Domenico capitano di due sue proprie Galere 1477… mandato in Corsica fu preso con esse 1476… censor 1495… quondam Dominici, sicurtà 1496… Anziano 1499 e 1505… elettor 1506… Console delle Calleghe 1509… Clavigero del Cattino 1505."""
27612,Domenico Negrone,Negrone,de Nigrono... Dominici,,,,1447,44817,,,,,26844 | 27497,7f89dbf7-877d-4225-8b70-0c032ea18132,http://www.genoesemerchantnetworks.com/s/main/item/27612,"ASCGe, Manoscritti 54, fol. 153v: ""Giovanni, Domenico, Andrea Negroni fratelli in cartulario Meliaducis 1447."""
30262,Domenico Norando,Norando,Domenico Norando de Flacano,,,1383,1408,44817,,44433,,,,ed46bb95-897c-43bb-a669-970262f61174,http://www.genoesemerchantnetworks.com/s/main/item/30262,
25421,Domenico Pallavicini,Pallavicini,,Domenico Pallavicini q. Damiano,,1573,1597,44817,,,24994,25420,,c39d09b0-d761-4d32-93d1-191e08882367,http://www.genoesemerchantnetworks.com/s/main/item/25421,
40778,Domenico Palmario,Palmario,Palmario... Dominici,,,1446,1459,44817,,,,,37351,65c7f32b-afe4-4948-acce-79bcb9bc8129,http://www.genoesemerchantnetworks.com/s/main/item/40778,"ASCGe, Manoscritti 52, fol. 488: ""Domenico in cartulario d’Accellino Salvago 1459."""
44302,Domenico Pinelli,Pinelli,Domenico Pinello | Domenico Pinelli olim Dentuto | Dominicus Dentutus filius Nicolai,Domenico Pinelli q. Niccolò,,1422,1480,44817,,31356,,,30197,f53bc9c8-b838-4629-8ea9-a52ecafdbf63,http://www.genoesemerchantnetworks.com/s/main/item/44302,"ASCGe, Manoscritti 54, fol. 171r: ""Domenico, olim Dentuto, medio Guelfo 1460… officiale de Fiorentini 1463… nominato in fasti 1464, 66, e 80… vedi il resto in Dentuti, et in Scipionibus."" | ASCGe, Manoscritti 56, fol. 432: ""Domenico fu consigliero nobile Guelfo 1447... Domenico sudetto 1447, 48, 57 fu anziano... Domenico fu elettore d’anziani 1458."""
30263,Domenico Prezenda,Prezenda,Dominici Prezende | Domenico Presenda... quondam Iacobi | Domenico Prezende civi Ianue,Domenico Prezenda q. Giacomo,,1426,1477,44817,,31356,,30401,,9c0a39fd-e4a1-43e4-8ea8-e39a8d17d2f1,http://www.genoesemerchantnetworks.com/s/main/item/30263,"ASCGe, Manoscritti 56, fol. 169: ""Domenico Presenda capitano dell’artefici 1450… consigliero e Sindicatore 1460… elettor 1462… officiale del Sale 1464… e di Moneta 1466… Consigliero 1470… Geulfo 1471… elettor 1472… e della Camera 1473… suo testamento in cartulario Iohannes de Luco 1477… congnato di Antonio Marchio, era quondam Iacobi 1477… in fasti censore 1473… clavigero del Cattino 1480… sua moglie Luisina figlia del quondam Francseco Marchio 1504."""
31470,Domenico Promontorio,Promontorio,Domenico de Prementorio filio Pelegri civi... Ianue,Domenico Promontorio q. Pellegro q. Domenico,,1427,1489,44817,,31356,,31469,,0fb4844e-052e-484c-995f-fc1ac95ef1d5,http://www.genoesemerchantnetworks.com/s/main/item/31470,"ASCGe, Manoscritti 54, fol. 177r–v: ""Domenico capitano de Mercanti 1450… Officiale di Sanità, e di Caffa 1452… Consigliero di loco Pan 1454… Capitano de Mercanti 1455… officiale di Moneta, computor 1456… Officiale di Preda, filgio di Pellegro in Iohannes de Lucco 1457… Officiale di San Giorgio, Anziano 1459, in convenzione della Spezza 1461 c. 61… di Balia, ambasciatore al Re di Francia 1461… sua figlia Argenta 1453… di ‘44 1462… elettor 1465… proposto per Podestà di Scio 1466.. di ‘44, Partitor 1463… ambasciatore a Milano 1465, 65… Officiale di ‘44 1465… di Cattalogna 1467… Anziano 1468... di Caratata 1469… di San Giorgio 1471… Anziano 1475… Officiale di San Giorgio, ambasicatore a Milano, Partitor 1473… Provisor per armar Galere 1474… Anziano 1475… Partitor per Chiaonaria 1475… Officiale di San Giorgio 1476… Capitano della libertà, di ‘44, ambasciatore al Re di Napoli 1477… di Balia 1478… Officiale di Scio, e del Sale, Comisario di Corsica 1480… Anziano, Officiale di Misericordia 1481… e di San Giorgio 1482… di Misericordia 1483… e di Scio 1484… Anziano 1487… dispensa grani 1489… Officiale del Mare 1491."""
41868,Domenico Promontorio,Promontorio,,,,1371,1400,,,,,,31469,56a5ad44-8215-4518-8dbc-ea9c43d2da3c,http://www.genoesemerchantnetworks.com/s/main/item/41868,"ASCGe, Manoscritti 54, fol. 176v: ""Domenico comisario della Galea di Petro Doria 1392… Anziano, testimonio 1396… massaro in Levante 1397… in compera 1397 e 1400… sua figlia Domenichina moglie di Battisa Zoagli quondam Andalonis 1408."""
43394,Domenico Rampone,Rampone,Rampono... Dominici,,,1438,1478,44817,,,,,43393,712392e9-d1ee-4ae5-9aba-7dad4b321d53,http://www.genoesemerchantnetworks.com/s/main/item/43394,
26847,Domenico Riccio,Riccio,Domenico Ricci de Bargagli macellaro,,,1415,1442,44817,26195,42163,,,,80acf7c1-2c5b-4b00-a853-e955d4df7d0f,http://www.genoesemerchantnetworks.com/s/main/item/26847,"ASCGe, Manoscritti 26, fol. 217: ""Domenico de Bargagli macellaro uno de Capitani di Libertà 1442… da cui vedi in famiglia Bargagli differamente il vesto."""
37378,Domenico Riccio,Riccio,Domenighino Ricio ortolano in Bisamne,,,1362,1387,44817,31099,44399,,,,3668ebb1-77c6-4e50-8fef-67bc0b9e9524,http://www.genoesemerchantnetworks.com/s/main/item/37378,
26848,Domenico Rottolo,Rottolo,Domenico Rotolo,,,1451,1476,44817,,,,,,3d5785a3-c859-44c7-bf00-31bcbf638141,http://www.genoesemerchantnetworks.com/s/main/item/26848,
38522,Domenico Ruffaldo,Ruffaldo,Ruffaldi... Domenici,,,1442,1467,44817,,,,,38521,c8a47bf1-51d7-4192-800c-bf36d9b0f907,http://www.genoesemerchantnetworks.com/s/main/item/38522,
30264,Domenico Scotto,Scotto,Domenico Scoto habitatori Ianue quondam Tome,Domenico Scotto q. Tommaso,,1457,1482,44817,,42136,,43548,,7ed67c16-ef22-48c7-baa3-70af98839635,http://www.genoesemerchantnetworks.com/s/main/item/30264,"ASCGe, Manoscritti 56, fol. 292: ""Domenico de Benasola [sic?] supplica per l’habitatione 1460."""
26849,Domenico Senestrario,Senestrario,Domenicus Senestrarius civis Ianue filius Oberti | Domenico Senestrario filio Oberti civ[e] Ianue,Domenico Senestrario q. Oberto,,1392-09-24,1417-09-24,44817,,31356,,27321 | 41591,,68b84bf8-6b2e-4b5a-afe1-05943bd38b99,http://www.genoesemerchantnetworks.com/s/main/item/26849,
25652,Domenico Spinola,Spinola,,Domenico Spinola q. Eliano,,1455,1480,44817,,,25128,25656 | 23990,,b20c9ea3-a749-4805-a77b-35d254acca72,http://www.genoesemerchantnetworks.com/s/main/item/25652,
25653,Domenico Spinola,Spinola,,,,1522,1578,44817,,,,,25694,6382e978-d77c-474a-99dd-12a56934f446,http://www.genoesemerchantnetworks.com/s/main/item/25653,
25654,Domenico Spinola,Spinola,Domenico Spinola olim Lussio,Domenico Spinola q. Antonio,,,,44817,,,24900,25611,,0e95fa5c-64b5-48d6-95da-a4d59138f8c3,http://www.genoesemerchantnetworks.com/s/main/item/25654,
38712,Domenico Spinola,Spinola,Domenici... quondam Leoneli | Domenici... de Spinulis... quondam Leoneli,Domenico Spinola q. Leonello q. Paolo,,1439,1464,44817,,,,38650,,b2419032-13a4-4cd1-9352-7def4cf9d42b,http://www.genoesemerchantnetworks.com/s/main/item/38712,"See Battilana, famiglia Spinola, plate 75."
40800,Domenico Spinola,Spinola,Domenico Spinula de Luculo quondam Odoni,Domenico Spinola q. Odono q. Antonio,,1442,1484,44817,,,,38639,40802,d36f1716-aba1-496b-a867-825a4f1c9fb5,http://www.genoesemerchantnetworks.com/s/main/item/40800,"See Battilana, Famiglia Spinola, plate 76."
43639,Domenico Spinola,Spinola,Dominicus Spinula civis Ianue quondam Georgii | Dominicus Spinulla quondam Georgii... civ[e] Ianue,Domenico Spinola q. Giorgio q. Raffaele,,1422-07-14,1488-11-21,44817,,31356,,25681,,96367416-7947-4df0-9f33-63c0e49bcb33,http://www.genoesemerchantnetworks.com/s/main/item/43639,"See Battilana, famiglia Spinola, plates 5 and 10."
45013,Domenico Spinola,Spinola,Dominici Spinule,Domenico Spinola q. Castruccio q. Luciano,,1394,1406,44817,,,38706,,25671,ee756858-bb4c-425b-a58e-561139b1b3a1,http://www.genoesemerchantnetworks.com/s/main/item/45013,"See Battilana, famiglia Spinola, plate 67."
44136,Domenico Tarigo,Tarigo,Dominicus Tarigus,,,1329,1377,44817,26036,,,,,ee5c6531-31ad-471a-b74e-0c8495c74346,http://www.genoesemerchantnetworks.com/s/main/item/44136,
26853,Domenico Tivegna,Tivegna,Dominico de Tivenia quondam Nicolai civ[e] Ianue,Domenico Tivegna q. Niccolò,,1448,1488,44817,,31356,,42951,,00bf1f47-67da-4c4c-956d-4539c5138789,http://www.genoesemerchantnetworks.com/s/main/item/26853,"ASCGe, Manoscritti 52, fol. 343r: ""Domenico nel giuramento 1488."""
40612,Domenico Trabucco,Trabucco,Domenico Trabuco lanerio quondam Petri civ[e] Ianue | Domenico [Trabucco] da Varazze… lanero,Domenico Trabucco q. Pietro,,1432,1488,44817,26110,31356 | 43555,,40613,,c28d7339-2b3f-4bf0-a333-d9f48d3dd8e8,http://www.genoesemerchantnetworks.com/s/main/item/40612,
43632,Domenico Traxino,Traxino,Tracinus... Dominici,,,,,44817,,,,,39899,ae848320-6608-44ea-9bc6-9982e8e7ee71,http://www.genoesemerchantnetworks.com/s/main/item/43632,
