o:id,name,family,source-name(s),patrilineage,o:loconym,edoa,ldoa,o:gender,o:occuptn,o:nationality,o:spouse,o:parent,o:children,identifier,url,note
44496,Nicolosia Cibo,Cibo,soror Nicoloxina Cibo,,,1446,1471,44818,27575,,,,,c04113e3-af7f-42b7-a9f5-7749171feda1,http://www.genoesemerchantnetworks.com/s/main/item/44496,
27312,Nicolosia Conte,Conte,,,,1383,1408,44818,,,,,,9228df88-fe71-43f3-a439-952bb62e7025,http://www.genoesemerchantnetworks.com/s/main/item/27312,
37265,Nicolosia de Lo Paraso,de Lo Paraso,Nicolosia filia quondam Antonio de Lo Paraxo et uxor quondam Antonii de Campomorono,,37115,1432,1457,44818,,,40623,40622,,f9007449-e5cf-4394-911a-82138bba226c,http://www.genoesemerchantnetworks.com/s/main/item/37265,
27586,Nicolosia Doria,Doria,,Nicolosia Doria q. Tedisio,,,1474,44818,,,26761,27587 | 27588,,c395ce88-8062-490a-8672-a55f4de8ed83,http://www.genoesemerchantnetworks.com/s/main/item/27586,
24900,Nicolosia Lomellini,Lomellini,Niccolosia Lomellini,Nicolosia Lomellini q. Napoleone q. Goffredo,,1466,1491,44818,,,25654,24861 | 23620,,792447de-2dcd-4f77-97d0-0391fed3f2df,http://www.genoesemerchantnetworks.com/s/main/item/24900,
25432,Nicolosia Pallavicini,Pallavicini,Niccolosia Pallavicini,Niccolosia Pallavicini q. Bernardo,,1528,1572,44818,,,24882,25416,,c0418c1d-73b2-4d51-bf93-d1cad41d1579,http://www.genoesemerchantnetworks.com/s/main/item/25432,
37454,Nicolosia Tarigo,Tarigo,Nicolosina... figlia di Bernardo Tarigo | Nicolosia de Dernisio | de Dernixio Nicolosina figlia di... Bernardo Tarigo e moglie di... Martino de Dernixio,Nicolosia Tarigo q. Bernardo,,1463,1500,44818,,,38763,40689 | 42098,,8efc2416-4b9c-41d1-87cb-b056bf2da6d3,http://www.genoesemerchantnetworks.com/s/main/item/37454,"See See Indice famiglie XX, fol. 127_0."
39947,Nicolosio de Niella,de Niella,,,,1413,1438,44817,,,,,,11c03f92-9852-42e7-b858-a45a31482689,http://www.genoesemerchantnetworks.com/s/main/item/39947,
24901,Nicolosio Lomellini,Lomellini,,Nicolosio Lomellini q. Giovanni Vincenzo q. Nicolosio,,,1634,44817,,,,24540 | 25417,,412a87d4-79bd-4d0b-b317-765814724681,http://www.genoesemerchantnetworks.com/s/main/item/24901,
24908,Nicolosio Lomellini,Lomellini,,Nicolosio Lomellini q. Agostino q. Ansaldo,,1553,1581,44817,,,23736,23877 | 23700,23943 | 25040 | 24540 | 24580,4215c9ee-97e1-42bf-9111-5d061ce64770,http://www.genoesemerchantnetworks.com/s/main/item/24908,
40833,Nigro de Tignosis,de Tignosis,Nigro de Tignosis barberius... civ[e] Ianue | Negro Tignoso barbero,,,1428,1453,44817,26333,31356,,,,e11881de-6db9-429c-9e91-137726140673,http://www.genoesemerchantnetworks.com/s/main/item/40833,"ASCGe, Manoscritti 52, fol. 684: ""Negro barbero nominato in Iohannes de Luco 1454."""
25813,Nolasco de Turca,de Turca,,,,,,44817,,,,,25812,4b37edb7-3e90-4d9a-9069-b7620672d4af,http://www.genoesemerchantnetworks.com/s/main/item/25813,
37525,Novella,,quandam sclava vocatam Novela de progenie Ungarorum,,,1425,1450,44818,,31551,,,,0f66a5b2-c24f-403b-86db-e1caa4811f85,http://www.genoesemerchantnetworks.com/s/main/item/37525,
23296,Novella Cicala,Cicala,,Novella Cicala q. Simone q. Costantino,,,,44818,,,24604,40586,24964 | 24720 | 24765,8d93d158-cc18-42e2-bd36-b1350414fb18,http://www.genoesemerchantnetworks.com/s/main/item/23296,
24909,Novella Lomellini,Lomellini,,Novella Lomellini q. Vincenzo q. Giorgio,,,1444,44818,,,23726,25204 | 23610,,10f1b416-cc15-4653-91ad-67f6b2c890b4,http://www.genoesemerchantnetworks.com/s/main/item/24909,
24910,Novella Lomellini,Lomellini,Novellina figli[a] di Agostino Lomellino quondam Baldassare,Novella Lomellini q. Agostino q. Baldassare,,,1503,44818,,,23139,23876 | 23532,,7d97a383-675d-4cc9-87e7-188c5788d881,http://www.genoesemerchantnetworks.com/s/main/item/24910,
24911,Novella Lomellini,Lomellini,,Novella Lomellini q. Stefano q. Leonello,,,1433,44818,,,23618,25107 | 23993,,cd99188a-8331-465e-8ec3-54016b573c53,http://www.genoesemerchantnetworks.com/s/main/item/24911,
41551,Novello Lercari,Lercari,Lercarius... Novelli | Novello Lercari quondam Megollo | Novelus Lercharius civis Ianue,,,1350,1410,44817,,31356,,,37254,f4ba865b-5f3f-4e96-a049-05b5e3c2d7f0,http://www.genoesemerchantnetworks.com/s/main/item/41551,"ASCGe, Manoscritti 51, fol. 155: ""Novello Lercaro fu Ambasciatore a Re di Cipro nel 1375, del cui regno restò Monese in detto anno."""
37266,Oberto,,,,,1407,1432,44817,,,,,,e9cf3c30-afc2-40ed-b79e-b138ec6f16c2,http://www.genoesemerchantnetworks.com/s/main/item/37266,
30774,Oberto Boccanegra,Boccanegra,,,,1405,1430,44817,,,,,,9178647c-2b55-4b7d-9b38-4af86a9c7ffd,http://www.genoesemerchantnetworks.com/s/main/item/30774,
27313,Oberto Celesia,Celesia,,,,1422,1447,44817,,,,,,27376fc0-a513-4fe0-893d-4f97a4dba804,http://www.genoesemerchantnetworks.com/s/main/item/27313,
23267,Oberto Centurione,Centurione,Oberto Centurione Scotto,,,1517,1539,44817,,,,,23262,c32c6565-110f-4283-a168-bff2198a8089,http://www.genoesemerchantnetworks.com/s/main/item/23267,
41101,Oberto de Bargalio,de Bargalio,de Bargalio... Oberto,,,,1449,44817,,,,,41100,6cdcf2b2-f438-4184-bad7-32c9c5007103,http://www.genoesemerchantnetworks.com/s/main/item/41101,
27314,Oberto de Bobbio,de Bobbio,,,27708,1398,1423,44817,,,,,,385f7e1a-2fd1-44e2-bc12-32f337cd1635,http://www.genoesemerchantnetworks.com/s/main/item/27314,
30775,Oberto de Coronato,de Coronato,Oberto de Coronato balistarius | Oberto de Coronato consul[e] artis balistrariorum Ianue,,31167,1377,1402,44817,31169,,,,,2ebc957b-0a8f-4491-b668-86cd5e781ab0,http://www.genoesemerchantnetworks.com/s/main/item/30775,
23721,Oberto de Guisulfis,de Guisulfis,Oberto Guizolfi,,,,,44817,,,24769,,,8b83510e-ce6d-406a-b3cb-44838754f6db,http://www.genoesemerchantnetworks.com/s/main/item/23721,
42176,Oberto de Lazario,de Lazario,de Lazario... Oberti | Oberto quondam Antonii,Oberto de Lazario q. Antonio,,,1399,44817,,,,,30945,ed533284-9ae7-470b-b7ea-56018ff7bfd9,http://www.genoesemerchantnetworks.com/s/main/item/42176,"ASCGe, Manoscritti 56, fol. 169: ""Oberto quondam Antonii capo di brigata 1399… in compera 1399."""
25234,Oberto de Lumbello,de Lumbello,,Oberto de Lumbello q. Vassallo da,,,1222,44817,,,23001,25239,24620 | 24918 | 23871,fadebe02-ff24-43ce-90d4-9ad2d040a377,http://www.genoesemerchantnetworks.com/s/main/item/25234,
37487,Oberto de Magnasco,de Magnasco,Uberto de Magnasco | Obertus de Magnasco,,37314,1467,1502,44817,26345,,,,,4f683852-69e7-43cd-95b0-d45d2dabd57b,http://www.genoesemerchantnetworks.com/s/main/item/37487,"ASCGe, Manoscritti 56, fol. 11: ""Oberto artefice Gibellino 1491… seatero in compera San Giorgio 1481."""
41819,Oberto de Monelia,de Monelia,Oberto banchero... quondam Antonii civis,Oberto de Monelia q. Antonio,27571,1366,1380,44817,26084,31356,,,31289 | 41853,aa78d442-db01-472d-8c8b-136b25738fe5,http://www.genoesemerchantnetworks.com/s/main/item/41819,"ASCGe, Manoscritti 56, fol. 57: ""Oberto banchero custode della Croce verace 1380… in compera 1384… nominato in cartulario 1366, 77… Oberto quondam Antonii civis in atti di Raffaele Besignano 1371 12 Iunii."""
45029,Oberto de Oliva,de Oliva,venerabilis domini fratris Oberti de Oliva ordinis Sancte Marie de Monte Carmelo civitatis Ianue,,,1423-06-13,1448-06-13,44817,31045,,,,,17adf15f-49cc-4426-b986-c73ce5d4bae0,http://www.genoesemerchantnetworks.com/s/main/item/45029,
37066,Oberto de Pornasio,de Pornasio,de Pronasio quondam Oberti,,27705,,,44817,,,,,37065,2800a498-f10c-423c-9569-3917a6378b6e,http://www.genoesemerchantnetworks.com/s/main/item/37066,
25521,Oberto de Riparola,de Riparola,Oberto Rivarola,,,,,44817,,,24819,,,6cfbcc6b-29d6-4aee-b90d-530068a56ccd,http://www.genoesemerchantnetworks.com/s/main/item/25521,
37267,Oberto de Sancta Agnete,de Sancta Agnete,bancalarus Oberto de Sancta Agnete,,,1414,1439,44817,31009,,,,,bb2ccee5-76dc-4082-b816-a0dc4a8764f3,http://www.genoesemerchantnetworks.com/s/main/item/37267,
44348,Oberto de Vernacia,de Vernacia,Oberti de Vernacia,,26104,,,44817,,,,,44349 | 27392,4ceea0da-6feb-42c9-b355-f9ea105f204c,http://www.genoesemerchantnetworks.com/s/main/item/44348,
44536,Oberto de Viglevano,de Viglevano,de Viglevano... Oberti,,31122,,,44817,,,,,30543,fe9580c7-e497-4588-9295-5d330ed482d6,http://www.genoesemerchantnetworks.com/s/main/item/44536,
27315,Oberto di Negro,di Negro,Oberto de Nigro,,,1462,1528,44817,,31356,,,,aa64569c-18b5-4bce-a6f1-22167c61a2dc,http://www.genoesemerchantnetworks.com/s/main/item/27315,"ASCGe, Manoscritti 54, fol. 149r: ""Oberto anziano 1504… officiale di Mare 1505… anziano 1506… litigava in Pariggi 1508… castellan de Corte 1510… anziano 1522… padre del Commune 1523… anziano 1524… officiale di Sanità 1524."""
30776,Oberto Doria,Doria,,Oberto Doria q. Pietro q. Corrado,,1431,1456,44817,,,42104,42105,,080bafc0-2d4d-4463-995b-833feb93ec47,http://www.genoesemerchantnetworks.com/s/main/item/30776,"See Battilana, famiglia Doria, plate 71; famiglia Campofregoso, plate 1."
23507,Oberto Foglietta,Foglietta,Oberto Foglietta Giuniore | Obertus Folieta | Oberto Folieta notario civ[e] Ianue,,,1436,1505,44817,26036,31356,,,40928,81f48433-23d8-400f-af76-6c8483a8b922,http://www.genoesemerchantnetworks.com/s/main/item/23507,
31255,Oberto Foglietta,Foglietta,Obertus Folieta de Sexto,,,1354,1405,44817,26036,44418,,,,c2460a09-d9f9-4039-94ea-c0d3c7737945,http://www.genoesemerchantnetworks.com/s/main/item/31255,
27316,Oberto Gallo,Gallo,,,,1416,1441,44817,,,,,,6453a3de-1667-4963-91e7-65eb99ced5f2,http://www.genoesemerchantnetworks.com/s/main/item/27316,
43132,Oberto Garrone,Garrone,Oberto Garrone di Poncevera… coltellero,,,1403,1428,44817,27519,,,,26690,787a0ccf-e459-4ae5-9487-9a75d4dc0641,http://www.genoesemerchantnetworks.com/s/main/item/43132,"ASCGe, Manoscritti 52, fol. 290: ""Oberto di Poncevera supplica per l’abitazione 1428… coltellero in compera U."""
23576,Oberto Gentile,Gentile,Oberto Gentile figlio di Casano,Oberto Gentile q. Cassano,,,1447,44817,,,24830,23540,,9b4faa71-70c3-4126-92d7-44a081b26267,http://www.genoesemerchantnetworks.com/s/main/item/23576,"ASCGe, Manoscritti 54, fol. 76v: ""Oberto figlio di Casano in cartulario Acellino Salvago 1447."""
38772,Oberto Giustiniani,Giustiniani,Iustiniano... Oberti,Oberto Giustiniani q. Paolo,,1406,1455,44817,,,,,41765,a8c00ec7-7e88-41c7-8bd6-61241c7d5645,http://www.genoesemerchantnetworks.com/s/main/item/38772,"ASCGe, Manoscritti 54, fol. 86r: ""Oberto olim de Moneglia in compera 1401... nominato 1414... elettor in San Giorgio 1421... officiale di Moneta 1422... di San Giorgio 1424, 26... di Balia, e consigliero 1438... elettor de pacisicatori 1442... Spinola e Gentile, podestà di Famagusta 1440... quondam Pauli 1423... nominato 1425... anziano 1436, 37... consigliero d'armata 1437... vende un dritto 1438... ambasciatore al re Renate 1437... socero di Battista de Goano in atti di Raffaele Finamor notaro 1440... o sia socero di Barnabà Goano ivi, mandate come parenze del doge Adorno, ambasciatore al re Alfonso segramente per intendere la voluntà del re 1443... e poi a portar la tassa d'oro 1443... consigliero 1444, 46, 47... ambasciatore al re Alfonso 1448... medio Gibellino 1449... anziano 1450... consigliero 1451... revistor 1454... mandato ad essugnar Saona 1455... nominato in Giovanni de Luco 1447... sua moglie Benedetta figlia di Biancha de Camilla in quaterno 1402."
27317,Oberto Grimaldi,Grimaldi,Obertus de Grimaldis civis Ianue quondam Oberti | Obertino Grimaldi,Oberto Grimaldi q. Oberto q. Rabella,,1449,1488,44817,,,,40891 | 41867,,dede8f3e-d583-4977-a63b-3cf83cdd21f7,http://www.genoesemerchantnetworks.com/s/main/item/27317,
40891,Oberto Grimaldi,Grimaldi,,Oberto Grimaldi q. Rabella q. Dorino,,1432,1451,44817,,,41867,31070 | 40686,26744 | 27317,ac05e6b6-0bbe-443e-aa82-0430d031ed14,http://www.genoesemerchantnetworks.com/s/main/item/40891,"See Battilana, Famiglia Grimaldi, plate 10."
42992,Oberto Guastavino,Guastavino,Goastavino... Oberti,,,1429,1469,44817,,,,,30153,35de09ee-7c4e-4ab3-9561-2abe7b49c26e,http://www.genoesemerchantnetworks.com/s/main/item/42992,
23799,Oberto Ittaliano,Ittaliano,Obertus Italianus civis Ianue quondam Iuliani,Oberto Ittaliano q. Giuliano,,1450,1475,44817,,31356,23476 | 42166,23782,23784,2ba3df00-a217-4762-83d1-693905bbabbd,http://www.genoesemerchantnetworks.com/s/main/item/23799,
24912,Oberto Lomellini,Lomellini,,Oberto Lomellini q. Eliano q. Egidio,,,1453,44817,,,,24285 | 25269,,b860764d-0293-429d-8d0e-1405c087dc18,http://www.genoesemerchantnetworks.com/s/main/item/24912,
24913,Oberto Lomellini,Lomellini,,Oberto Lomellini q. Ansaldo q. Oberto,,1345,1420,44817,,,23364,23956 | 23714,24790 | 25134 | 24930 | 24206 | 23958,4a2d35d0-7f7b-4ce5-8e34-4720b833fb25,http://www.genoesemerchantnetworks.com/s/main/item/24913,
24914,Oberto Lomellini,Lomellini,,Oberto Lomellini q. Eliano q. Gregorio,,1479,1499,44817,,,25368,24287 | 24155,24792,257599c6-a755-4b6b-8dd0-391e68f6fb5b,http://www.genoesemerchantnetworks.com/s/main/item/24914,
24915,Oberto Lomellini,Lomellini,,Oberto Lomellini q. Opizio q. Oberto,,1430,1442,44817,,,,24930 | 23298,,9b7b8eeb-31cb-4779-8fcd-c6b1fe097334,http://www.genoesemerchantnetworks.com/s/main/item/24915,
24916,Oberto Lomellini,Lomellini,Obertus Lomelinus civis Ianue… quondam domini Baptiste Lomelini,Oberto Lomellini q. Battista q. Napoleone,,1412,1452,44817,,31356,23190,24074 | 23407,23990 | 24017 | 24038 | 24154 | 24192 | 24216 | 24554 | 24641 | 24701 | 24984 | 25123,b7348bab-5c1e-40cf-b5a1-39f8ef5dbebe,http://www.genoesemerchantnetworks.com/s/main/item/24916,
24917,Oberto Lomellini,Lomellini,,Oberto Lomellini q. Simone q. Ansaldo,,1267,1292,44817,,,22996,25085 | 23018,24518 | 24644 | 24632 | 24769 | 25056 | 24011 | 23956 | 24697 | 24101,a0f93e14-f97d-4fac-9d1f-a1b92aa9e70c,http://www.genoesemerchantnetworks.com/s/main/item/24917,
24918,Oberto Lomellini,Lomellini,,Oberto Lomellini q. Oberto da,,,1253,44817,,,23638,25234 | 23001,,3fa24407-475e-4809-8f45-439cdbe57b7d,http://www.genoesemerchantnetworks.com/s/main/item/24918,
30778,Oberto Marenco,Marenco,,,,1381,1406,44817,,,,,,f310f1d1-2e2a-4a5a-bf34-4c9e96d19ed9,http://www.genoesemerchantnetworks.com/s/main/item/30778,
38538,Oberto Maruffo,Maruffo,Marrufo... Oberti,,,,,44817,,,,,38537,a6ea2a5d-05c6-45b3-80de-375ef418b288,http://www.genoesemerchantnetworks.com/s/main/item/38538,
31214,Oberto Panevino,Panevino,Panevinus... filius Oberti,,,1386,1411,44817,,,,,31211,e77fed1c-bf9f-453c-8cf6-1d4a3130c04f,http://www.genoesemerchantnetworks.com/s/main/item/31214,
44156,Oberto Piccamiglio,Piccamiglio,Picamilius... Oberti,,,,,44817,,,,,44155,7d24fa3d-6606-4d03-a0a3-a172faaa4adc,http://www.genoesemerchantnetworks.com/s/main/item/44156,
27319,Oberto Pinelli,Pinelli,Oberto Pinello censor... olim Embrone,,,1427,1483,44817,31103,,,,,7f5a7fae-5849-46c2-b567-54622509b12d,http://www.genoesemerchantnetworks.com/s/main/item/27319,"ASCGe, Manoscritti 54, fol. 170r: ""Oberto censor nominato in quinterno U. 1444… consigliero 1452… sindicatore 1463… censor 1464 e 67… olim Embrone 1468… officiale di Moneta 1472… in focaggi 1475… console di raggione 1476… nominato in fasti 1480 e 83."" | ASCGe, Manoscritti 55, fol. 146: ""Oberto fra Pinello 1437… sedi Pinelli nominato in cartulario di Accellino Salvago 1478."""
44631,Oberto Riccio,Riccio,Riccio... Oberto,,,1345-01-01,1364-01-01,44817,,,,,44630,6d6d8746-30ba-453a-a904-7d15d0e4f0b3,http://www.genoesemerchantnetworks.com/s/main/item/44631,"ASCGe, Manoscritti 56, fol. 215: ""Oberto, e sua memoria in sacrestia di San Francesco d’Albaro 1345… in compera fa nobili 1356, 1364 e per morto 1372."""
27321,Oberto Senestrario,Senestrario,Oberti Senestrarii civis Ianue | Oberto... quondam Francisci,Oberto Senestrario q. Francesco,,1379,1424,44817,,31356,41591,41592,26849,4f95cb5f-d30d-4818-8d0b-33ab70b7b051,http://www.genoesemerchantnetworks.com/s/main/item/27321,"ASCGe, Manoscritti 56, fol. 271: ""Oberto in compera 1384… civis et Isotta sua moglie con soldi 1200 di dote in atti di Bartolomeo Bellogio 1394… anziano 1404, 1407… massaro delli anziani 1407… sua casa a San Ambrosio 1414… nomino in fasti 1415… fa procuratore Sebastiano Mainero in Pera 1424… dette sue moglie Isotta de Ovada 1414… quondam Francisci in atti di Andriolo Caito 1395 in archivio notariorum."""
26328,Oberto Spala,Spala,Oberto Spala de Bianzate quondam Ruffini mersario,Oberto Spala q. Ruffino,,1428,1453,44817,26330,44471,,26329,,99eff594-b6f1-401d-8914-f57cfb5c2d13,http://www.genoesemerchantnetworks.com/s/main/item/26328,
25754,Oberto Spinola,Spinola,,,,,,44817,,,,,25776,989cfb24-d9d7-4d84-a09e-c2a2dba93a7f,http://www.genoesemerchantnetworks.com/s/main/item/25754,
25755,Oberto Spinola,Spinola,,Oberto Spinola q. Cattaneo,,,1403,44817,,,,25635,38657 | 25704 | 42956,2f334d59-25b9-40fe-add8-2d240a852bae,http://www.genoesemerchantnetworks.com/s/main/item/25755,"See Battilana, famiglia Spinola, plate 44."
25796,Oberto Squarciafico,Squarciafico,Obertus... de Squarzaficis civ[is] Ianue quondam Raffelis,Oberto Squarciafico q. Raffaele,,1425,1450,44817,,31356,,39685,25788,8517d802-b656-4774-b3b0-25ac7a97c609,http://www.genoesemerchantnetworks.com/s/main/item/25796,
41585,Oberto Tonso,Tonso,Obertus Tonsus... cive Ianue,,,1391-01-30,1433-01-01,44817,,31356,,,,4c1b69d1-ddfe-410b-a6c2-9adb728add94,http://www.genoesemerchantnetworks.com/s/main/item/41585,"ASCGe, Manoscritti 52, fol. 690: ""Oberto debitore a San Siro 1433."""
27322,Obizo de Canturio,de Canturio,,,27767,1378,1403,44817,,,,,,8bf98e7f-8b07-49f5-a1ab-146cea6dfe52,http://www.genoesemerchantnetworks.com/s/main/item/27322,
23036,Odina,,,,,,,44818,,,24011,,23899 | 24002 | 24782,6694b635-2ab0-452c-8619-4e84efe2ae7f,http://www.genoesemerchantnetworks.com/s/main/item/23036,
41139,Odino Bonivento,Bonivento,de Bonniventus... Octini,,,,,44817,,,,,30100,5283d66c-7143-4d5a-bd61-811b768bc4a8,http://www.genoesemerchantnetworks.com/s/main/item/41139,
40498,Odino Cavatia,Cavatia,Cavatio quondam Odini,,,,,44817,,,,,40497,259dffda-8538-48dd-9593-86922611e010,http://www.genoesemerchantnetworks.com/s/main/item/40498,
23297,Odoardo Cicala,Cicala,Eduardo Cigala,,,1380,1433,44817,,,41829,,23287 | 23298,d135a12d-45f5-4080-abc4-f5b38e0866c3,http://www.genoesemerchantnetworks.com/s/main/item/23297,"ASCGe, Manoscritti 18, fol. 172r: ""1405 Odoardo Cicala fu Sindicatore del Vecchio… 1408 Elettore… 1415 provisore… 1416 dell’Uffizio di Spese orindarie… 1421, 30 di Moneta… 1431 proposto fu Podestà di Lucca… 1433 Commmessario… sua moglie fu Argentina figlia di Niccolò Scaglia… sua figlia Salvagina moglie di Opizzino Lomellino."""
23171,Odoardo de Carmandino,de Carmandino,,,,,,44817,,,,,23168,e4979407-5b99-460d-a965-007f5c60473c,http://www.genoesemerchantnetworks.com/s/main/item/23171,
44292,Odoardo de Carmandino,de Carmandino,Fra Edoardo di Carmandino,,,1452,1495,44817,,,,,30740,36cb53db-5918-46fa-8ec1-f0161759782d,http://www.genoesemerchantnetworks.com/s/main/item/44292,"ASCGe, Manoscritti 19, fol. 209r: ""1471 Fra Edoardo di Carmandino cavaliere di Rodi, e Bali di Lango fu Generale ammiraglio dell’armata di sua religione… 1479 prese in affitto le galere di detta Religione per annui pezzi 9000… 1481 fu nuovamente Generale di detto amrata… 1485 fu mandata ambasciatore di detta sua Religione al Papa Innocenzo VIII, di cui era cugino… 1495 mori in Rodi, lasciato un richissimo spoglio, del terzo di cui lasciò un moltoplico in San Giorgio a favore di detto Religione."""
27614,Odoardo Doria,Doria,,Odoardo Doria q. Luciano q. Luciano,,,1433,44817,,,,23404,26860,d41df978-3c78-43eb-9f82-c1df0ae1a4dc,http://www.genoesemerchantnetworks.com/s/main/item/27614,"See Battilana, famiglia Doria, plate 83."
37183,Odoardo Grillo,Grillo,Edoardo Grillo,,,1441,1486,44817,,,,,,776609a2-7d03-42f4-8944-0466add79aa1,http://www.genoesemerchantnetworks.com/s/main/item/37183,"ASCGe, Manoscritti 54, fol. 111r: ""Edoardo anziano 1466, 69, 71, 78, 80, 82… commissario di prender Lerici 1469… nominato in fasti 1470… commissario di Petra Santa 1477… Officiale di Vittovaglie 1479… capitano di una galere 1481… officiale del Mare 1471, 85."""
38634,Odoardo Grimaldi,Grimaldi,de Grimaldis... Odoari,Odoardo Grimaldi q. Corrado,,,1384,44817,,,,,23681,5c5f8f81-f547-40cf-be6e-c92f3d99a785,http://www.genoesemerchantnetworks.com/s/main/item/38634,"See Battilana, famiglia Grimaldi, plate 7."
23816,Odoardo Leardo,Leardo,,Odoardo Leardo q. Carlo,,,,44817,,,24722,23815,,3d3536ae-7c84-408e-b1b1-65ea9840d0ec,http://www.genoesemerchantnetworks.com/s/main/item/23816,
24919,Odoardo Lomellini,Lomellini,,Odoardo Lomellini q. Angelo q. Pietrino,,1343,1354,44817,,,23675,23945 | 23021,24691,f5d504e7-7dfe-4345-8413-c947e04942a8,http://www.genoesemerchantnetworks.com/s/main/item/24919,
24920,Odoardo Lomellini,Lomellini,,Odoardo Lomellini q. Gabriele q. Corrado,,,,44817,,,,24375 | 23016,,8d945d4b-7e93-4d69-afe9-483c111597c4,http://www.genoesemerchantnetworks.com/s/main/item/24920,
24921,Odoardo Lomellini,Lomellini,,Odoardo Lomellini q. Ettore q. Babilano,,1393,1398,44817,,,,24296 | 25095,,0505cc84-011d-4bba-aae1-1fb54951919b,http://www.genoesemerchantnetworks.com/s/main/item/24921,"See Battilana, Lomellini, plate 10."
24922,Odoardo Lomellini,Lomellini,,Odoardo Lomellini q. Opizio q. Oberto,,1430,1442,44817,,,,24930 | 23298,,fd40fe58-4dc6-4f00-be9d-cf036db00982,http://www.genoesemerchantnetworks.com/s/main/item/24922,
24923,Odoardo Lomellini,Lomellini,Odoardo Lomellino figlio e erede del quondam Lorenzo Lomellino | Lomelino... Edoardi,Odoardo Lomellini q. Lorenzo q. Odoardo,,1403,1425,44817,,,23933,24691 | 23572,24255 | 24321 | 24756,1a28a0f5-7f19-41e8-9e1c-6ac09c9cf25a,http://www.genoesemerchantnetworks.com/s/main/item/24923,"See Battilana, famiglia Lomellini, plate 26."
37182,Odoardo Promontorio,Promontorio,,,,1427,1452,44817,,,,,,1b239458-bf25-4ffc-a2fb-26c64a2a06e2,http://www.genoesemerchantnetworks.com/s/main/item/37182,
26861,Odoardo Reghiccia,Reghiccia,Edoardo Regechia | Edoardus Reghecia de Tabia quondam Bartholomei,,,1432,1457,44817,,44450,,41789,,b6b7d6e5-3221-4b26-b0cf-e5742913da9f,http://www.genoesemerchantnetworks.com/s/main/item/26861,
44965,Odoardo Usodimare,Usodimare,Ususmaris... Edoardi,,,,,44817,,,,,30585,3f0d2259-088f-496d-9bc7-d9067e055a97,http://www.genoesemerchantnetworks.com/s/main/item/44965,
40595,Odono de Parma,de Parma,de Parma... Odoni,,26240,,,44817,,,,,40594,4f7540be-adbd-4388-866b-40cd863e8f65,http://www.genoesemerchantnetworks.com/s/main/item/40595,
31150,Odono Galaffio,Galaffio,Oddoni Galaffii de Sancto Romulbo speciarii,,,1367,1392,44817,27565,44449,30684,,,e0fc2112-bad1-474a-8078-ef40f2f4b2f0,http://www.genoesemerchantnetworks.com/s/main/item/31150,
38639,Odono Spinola,Spinola,Spinula... Odoni | Spinula de Luculo... Odoni,Odono Spinola q. Antonio q. Odono,,1409,1453,44817,,,,,40800 | 38638,9f34dadc-d0d5-4b44-8934-b6118b578b30,http://www.genoesemerchantnetworks.com/s/main/item/38639,"See Battilana, Famiglia Spinola plate 76."
25235,Ogerio de Lumbello,de Lumbello,,Ogerio de Lumbello q. Ugone da,,1244,1253,44817,,,,25238 | 23175,25237,78d77e1b-e323-4c7b-8a02-794bf9066231,http://www.genoesemerchantnetworks.com/s/main/item/25235,
23131,Oliverio Calvo,Calvo,,,,1422,1456,44817,,,25126,,,c637e183-ddf9-467e-8c2c-f295f14ee7a3,http://www.genoesemerchantnetworks.com/s/main/item/23131,
23183,Oliverio de Castro,de Castro,,,,,,44817,,,,,23180,2eab3cab-3eb7-4a9c-bf03-637a024bdd37,http://www.genoesemerchantnetworks.com/s/main/item/23183,
25567,Oliverio de Savinione,de Savinione,Oliverio Savignone,,27736,,,44817,,,25456,,41445,47e5065c-c6a2-4920-81be-4e1979788aff,http://www.genoesemerchantnetworks.com/s/main/item/25567,
25374,Oliverio di Negro,di Negro,,,,,,44817,,,,,25370,c68f617f-d2cb-42b3-b663-ecaf5b3466a7,http://www.genoesemerchantnetworks.com/s/main/item/25374,
23425,Oliverio Doria,Doria,,Oliverio Doria q. Girolamo q. Oliverio,,1461,1482,44817,,,,,23336,1379a289-7783-4d2f-bc9d-82d147266935,http://www.genoesemerchantnetworks.com/s/main/item/23425,"See Battilana, famiglia Doria, plate 80."
43792,Oliverio Doria,Doria,,Oliverio Doria q. Domenico q. Oliverio,,1388,1392,44817,,,,,43791,9dc1eca5-d49c-4f75-b9b7-2e558606efd7,http://www.genoesemerchantnetworks.com/s/main/item/43792,"See Battilana, famiglia Doria, plates 72 and 77."
44520,Oliverio Doria,Doria,,Oliverio Doria q. Antonio q. Assano,,1416,1421,44817,,,,,44519,2d7861ee-668d-40bd-a6e5-4fa0b062acbd,http://www.genoesemerchantnetworks.com/s/main/item/44520,"See Battilana, famiglia Doria, plate 14."
27323,Oliverio Giustiniani,Giustiniani,,,,1467,1492,44817,,,,,,c9176a03-aa4c-4695-a5ee-24d57d8b3e94,http://www.genoesemerchantnetworks.com/s/main/item/27323,
24924,Oliverio Lomellini,Lomellini,,Oliverio Lomellini q. Battista q. Napoleone,,,1406,44817,,,,24074 | 24191,,70980139-891e-4d8c-98f2-e30381130305,http://www.genoesemerchantnetworks.com/s/main/item/24924,
